Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
10,Donlar,Злаки,Cereals,Донлар,98843.8,186605.7,278137.7,361713.7,462937.7,490262.1,529494.4,601267.7,658019.2,728463.3,791712.0,857839.2,47515.9,111611.6,170693.7,214134.4,261161.5,306348.0,358982.2,405567.7,460806.3,535524.4,598466.4,658386.6,56385.1,114173.7,176324.2,220810.5,281951.0,331820.1,395523.9,446627.2,511111.1,611698.2,692543.9,802374.2,108702.8,226365.6,333549.4
89,"Kemalar, qayiqlar va suzuvchi qurilmalar","Суда, лодки и плавучие конструкции","Ships, boats and floating structures","Кемалар, қайиқлар ва сузувчи қурилмалар",116.0,3330.1,3454.7,4331.5,4906.6,5085.2,5323.8,5419.9,5681.7,6003.9,6122.3,6141.5,225.4,225.4,259.0,266.0,501.5,666.3,790.2,1771.9,2292.2,3469.3,3505.0,3923.4,21.4,30.3,208.2,247.7,314.0,384.9,1085.2,2088.5,2152.8,2433.7,2674.7,2970.3,152.2,375.8,615.3
50,Ipak,Шелк,Silk,Ипак,9.4,18.9,18.9,18.9,19.0,20.5,20.5,20.5,20.5,20.5,22.4,75.3,0.0,137.7,137.7,139.8,139.8,139.8,140.6,140.6,140.6,140.6,143.5,144.2,0.0,84.1,84.1,84.1,84.1,242.0,242.0,342.4,342.4,399.2,399.2,441.5,0.0,0.0,0.0
99,Xizmatlar,Услуги,Services,Хизматлар,149562.4,298250.5,495396.4,660626.0,835297.8,1015553.8,1255567.6,1571317.3,1807875.6,2048053.8,2286424.6,3084256.4,240243.1,454502.2,727679.1,967941.2,1224124.5,1592668.4,1903187.2,2273497.1,2703694.1,3076306.2,3408226.2,3747983.3,332753.5,660781.6,1037047.9,1341801.3,1696051.1,2070063.6,2513483.9,2924460.1,3646001.2,4066716.7,4465680.5,5270563.4,443044.6,843982.0,1222837.1
26,"Ruda, shlak va kul","Руды, шлак и зола","Ores, slag and ash","Руда, шлак ва кул",51732.7,107711.4,114435.6,165259.6,186420.7,192594.1,193682.5,221767.7,223737.6,238420.4,293103.9,326975.8,808.2,1105.4,1141.6,1579.1,104213.2,119281.1,157389.7,168279.0,209524.0,232239.5,266728.7,362417.8,329.6,8629.5,21587.8,23084.1,125983.1,171169.8,182719.4,215359.4,250147.6,281690.4,327260.6,413112.3,29731.1,40127.4,58701.8
55,Kimyoviy tolalar,Химические волокна,Chemical fibers,Кимёвий толалар,9952.5,22066.9,34671.6,50285.0,75212.9,95474.0,113946.5,131582.2,144751.1,159792.3,172123.4,182952.5,11102.6,22371.2,32474.0,42990.7,54628.2,66619.6,76971.0,89740.1,99802.7,112167.2,123578.5,133681.3,10513.0,24475.6,33844.8,46144.4,60210.0,73377.3,87515.6,100420.8,114279.9,125341.1,136936.1,147192.2,10631.5,19158.3,27456.2
72,Qora metallar,Черные металлы,Iron and steel,Қора металлар,126889.8,263668.1,435084.3,609825.3,807500.0,884728.3,1075278.7,1258686.2,1420722.4,1624698.6,1814731.5,1972510.6,161608.9,335302.3,460835.6,586259.5,727043.4,860875.7,1047834.0,1228868.7,1382377.6,1645446.0,1835133.4,1997097.6,182668.7,384025.6,554882.6,754067.5,932299.4,1136923.8,1397876.8,1645301.3,1910771.6,2151325.2,2340252.4,2570249.8,244221.9,460088.3,642814.9
63,Boshqa tayyor to'qimachilik buyumlari; to'plamlar; avval ishlatilgan kiyim-kechaklar va to'qimachilik buyumlari; lattalar,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",Other made up textile articles; sets; worn clothing and worn textile articles; rags,Бошқа тайёр тўқимачилик буюмлари; тўпламлар; аввал ишлатилган кийим-кечаклар ва тўқимачилик буюмлари; латталар,1253.2,2460.8,4770.4,6383.4,8318.3,10026.9,12208.8,13612.8,15479.9,17149.8,19186.0,20766.7,1863.3,3648.4,6132.7,8079.1,10931.3,15675.5,18434.0,21688.7,24572.3,29520.7,32125.7,34544.8,2456.9,4916.6,7050.6,9491.2,12374.5,14852.0,17696.8,20777.0,24115.0,27093.5,29963.0,33158.5,3043.8,6094.0,8878.8
75,Nikel va undan tayyorlangan buyumlar,Никель и изделия из него,Nickel and articles thereof,Никел ва ундан тайёрланган буюмлар,183.0,416.6,558.1,851.1,1849.7,2006.8,2037.7,2163.2,2345.4,2805.2,3003.5,3082.2,43.2,225.7,306.9,532.5,572.5,2767.1,2952.9,3117.0,3331.5,3460.9,3470.4,3498.4,346.4,598.1,954.9,978.8,1557.7,2249.5,2865.9,3332.8,3537.6,4327.5,5750.2,7850.4,31.9,195.5,234.3
76,Alyuminiy va undan tayyorlangan buyumlar,Алюминий и изделия из него,Aluminium and articles thereof,Алюминий ва ундан тайёрланган буюмлар,25420.3,53912.0,83118.7,110837.0,147757.1,169485.5,212438.3,258832.6,296970.8,338923.2,375070.4,407967.8,35163.4,66464.2,88996.7,126762.3,162563.9,187616.0,222118.1,254388.5,305125.4,351463.0,389380.0,423275.0,36762.1,59312.7,86981.5,123982.8,178379.3,224645.8,269093.8,320113.4,369181.5,421162.6,476412.2,523401.7,34456.1,76686.6,118173.0
78,Qo'rg'oshin va undan tayyorlangan buyumlar,Свинец и изделия из него,Lead and articles thereof,Қўрғошин ва ундан тайёрланган буюмлар,69.4,174.5,326.1,611.4,878.8,893.9,1017.8,1289.2,1401.8,1459.9,1541.7,1560.4,61.4,175.9,246.2,492.3,532.6,820.7,865.2,971.4,1034.0,1252.8,1533.7,1584.9,64.6,126.7,195.1,327.1,681.7,967.9,943.6,1026.0,1088.6,1185.8,1204.1,1300.5,253.4,283.7,449.8
79,Rux va undan tayyorlangan buyumlar,Цинк и изделия из него,Zinc and articles thereof,Рух ва ундан тайёрланган буюмлар,106.6,149.8,246.8,303.0,331.4,411.6,485.4,587.1,595.6,714.4,802.3,1057.2,179.6,244.2,388.5,540.1,685.1,844.7,886.6,967.1,1088.3,1126.6,1496.4,1640.9,136.5,177.2,368.4,420.9,602.0,821.4,1054.5,1098.4,1190.4,1213.2,1213.6,1337.0,81.9,142.7,556.0
01,Tirik hayvonlar,Живые животные,Live animals,Тирик ҳайвонлар,2158.2,5255.3,12685.8,21425.6,28935.4,35446.4,41720.8,52092.6,62763.8,76071.3,88892.6,97423.6,5968.1,12678.0,19930.4,30361.1,41409.5,50455.4,61187.9,70500.4,82552.3,95395.2,106115.9,119403.8,14678.0,25210.5,32250.5,38763.3,44638.6,51094.1,61578.5,73970.7,87513.8,103155.8,123101.3,144718.7,11121.0,24153.7,29515.1
04,"Sut mahsulotlari, parranda tuxumi, tabiiy asal, boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub oziq-ovqat mahsulotlari","Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Сут маҳсулотлари, парранда тухуми, табиий асал, бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб озиқ-овқат маҳсулотлари",9076.1,18946.1,30416.2,40933.7,50658.0,59405.0,67914.5,75936.7,83929.2,93697.3,104101.8,113736.6,7795.6,13311.0,20112.4,27727.0,36157.1,47077.4,59296.0,69408.2,79623.9,91588.6,102909.7,116567.7,12825.1,21400.5,32947.4,46593.0,61871.8,77615.8,99053.4,114857.6,130435.4,144977.9,160010.8,177369.6,12921.5,29850.1,48601.4
11,Un va un-yormalarni yanchishga mo'ljallangan sanoat mahsulotlari; solod; kraxmallar; inulin; bug'doy kleykovinasi,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,Products of the milling industry; malt; starches; inulin; wheat gluten,Ун ва ун-ёрмаларни янчишга мўлжалланган саноат маҳсулотлари; солод; крахмаллар; инулин; буғдой клейковинаси,13797.4,29299.9,49963.8,66318.2,91911.0,99478.7,113766.2,135701.9,152842.4,168569.0,188929.4,209045.7,13830.9,29359.7,46072.4,61191.6,77591.1,95852.0,111123.0,127787.8,143968.2,161388.1,175679.1,191586.2,14637.5,26769.9,42257.6,61068.7,76307.7,89418.2,102628.6,116458.8,128815.8,142555.2,157539.9,175559.3,13689.0,27408.9,41720.3
12,"Moyli urug'lar va mevalar; boshqa urug'lar, meva va don; dorivor o'simliklar va texnik maqsadlarda qo'llaniladigan o'simliklar; somon va yem-xashak","Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","Мойли уруғлар ва мевалар; бошқа уруғлар, мева ва дон; доривор ўсимликлар ва техник мақсадларда қўлланиладиган ўсимликлар; сомон ва ем-хашак",10291.9,21720.2,32945.6,40561.0,50402.4,56384.0,64276.0,71645.1,77828.2,84107.0,92389.8,98869.1,11151.6,16921.1,25077.5,36730.1,45019.5,53377.3,59800.9,66770.2,72443.0,79045.0,85889.5,92835.5,11544.3,18447.3,27263.9,58219.8,66078.4,74682.3,82254.3,88273.9,94676.5,105749.3,116067.4,126396.6,6352.9,20247.7,47912.6
13,Tozalanmagan tabiiy smola; kamedi (o'simlik shirasi) yoki boshqa o'simlik sharbati va ekstraktlari,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты","Shellac natural unrefined; gums, resins and other vegetable saps and extracts",Тозаланмаган табиий смола; камеди (ўсимлик шираси) ёки бошқа ўсимлик шарбати ва экстрактлари,392.3,840.5,1198.2,1683.0,2306.9,2584.5,3107.6,3549.5,3961.1,4277.2,5033.1,5636.0,432.9,665.9,1274.1,2062.5,2478.1,2701.1,3496.4,4393.6,4796.1,5408.1,5751.3,6250.7,794.3,1334.9,1780.1,2592.5,3098.4,3875.0,4397.3,5104.5,6028.3,6485.4,7268.6,7977.4,405.5,1015.1,2154.4
92,Musiqa asboblari; ularning qismlari va jihozlari,Инструменты музыкальные; их части и принадлежности,Musical instruments; parts and accessories of such articles,Мусиқа асбоблари; уларнинг қисмлари ва жиҳозлари,83.5,735.9,760.1,854.7,1066.2,1288.8,1479.7,1613.2,1807.8,1874.1,2525.8,2560.0,115.9,184.3,384.8,625.3,713.6,1538.5,1864.0,1916.7,2236.5,2421.3,2705.6,2799.4,73.8,131.2,216.1,377.4,443.3,711.5,854.6,1339.5,1376.7,1486.2,1886.0,2051.7,61.6,211.4,649.6
19,"Boshoqli donlar, un, kraxmal yoki sutdan tayyorlangan mahsulotlar; undan tayyorlangan qandolat mahsulotlari","Готовые продукты из зерна злаков, муки, крахмала или молока;  мучные кондитерские изделия","Preparations of cereals, flour, starch or milk; pastrycooks' products","Бошоқли донлар, ун, крахмал ёки сутдан тайёрланган маҳсулотлар; ундан тайёрланган қандолат маҳсулотлари",14612.5,33781.6,51070.4,64329.8,82463.8,93211.5,108302.6,124493.6,141744.8,158685.6,178593.8,198777.4,13994.7,28031.7,47420.7,62884.6,82958.8,100456.1,119414.0,138268.4,154804.8,174804.7,194383.0,215901.9,14616.7,36853.6,55001.0,76922.2,97222.7,114548.6,132457.4,152031.8,174322.9,196599.4,225322.3,255946.4,14952.3,35186.1,61909.9
21,Turli oziq-ovqat mahsulotlari,Разные пищевые продукты,Miscellaneous edible preparations,Турли озиқ-овқат маҳсулотлари,10699.6,24522.6,41339.3,56941.4,73201.3,86775.7,101556.5,121035.5,136488.4,156409.7,177818.4,198729.2,12497.4,27703.5,43470.9,62447.0,81331.4,96808.6,118637.6,140672.1,162076.4,184149.6,203210.8,224720.7,19253.1,39079.1,61736.3,86953.3,107759.8,132147.1,157059.5,180519.8,206210.9,233745.1,261232.9,295300.7,23655.2,46761.0,75208.1
28,"Noorganik kimyo mahsulotlari; qimmatbaho metallar, nodir metallar, radioaktiv elementlar yoki izotoplarning noorganik yoki organik birikmalari","Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Ноорганик кимё маҳсулотлари; қимматбаҳо металлар, нодир металлар, радиоактив элементлар ёки изотопларнинг ноорганик ёки органик бирикмалари",18686.4,30012.1,47536.0,58224.7,70204.6,81122.2,93866.9,106062.6,115263.1,123760.1,135790.6,148262.8,8210.1,16828.0,26076.0,36872.5,47291.9,57517.2,67487.1,77074.5,87651.4,100129.7,112765.7,121781.3,9219.3,16883.9,28108.8,37359.9,47718.9,60187.0,70275.7,83030.3,97920.2,117279.9,133673.7,149941.5,12187.0,23264.0,36016.7
29,Organik kimyoviy birikmalar,Органические химические соединения,Organic chemicals,Органик кимёвий бирикмалар,22325.0,42759.1,67324.7,85608.6,110692.9,129346.0,155609.2,178830.5,198592.3,222079.0,243426.6,264781.8,20080.2,35123.1,52630.3,70510.2,92185.4,109601.1,130586.7,157262.9,178325.3,199565.0,221908.9,245129.2,23347.7,50068.2,73450.5,99677.1,123713.0,149650.2,179964.6,211182.4,241256.7,271505.9,298752.3,339428.3,47822.5,89059.4,125244.4
30,Farmatsevtika mahsulotlari,Фармацевтическая продукция,Pharmaceutical products,Фармацевтика маҳсулотлари,120564.5,303838.8,387142.5,503344.0,632111.7,666779.3,794904.7,926851.1,1059241.6,1231936.1,1384756.5,1531260.8,159282.4,296620.2,485672.4,621013.9,751146.5,865161.0,1014801.8,1133912.4,1237319.6,1370550.2,1514375.2,1677063.0,166806.3,299538.4,459207.8,589345.9,748261.5,915556.8,1080937.7,1234647.1,1401344.8,1589123.7,1751863.0,1890940.4,178980.8,325636.8,462608.1
33,"Efir moylari va rezinoidlar; attorlik, kosmetika yoki pardoz vositalari","Эфирные  масла  и  резиноиды;   парфюмерные,   косметические   или туалетные  средства","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","Эфир мойлари ва резиноидлар; атторлик, косметика ёки пардоз воситалари",14732.1,34328.7,62396.0,89094.3,139183.6,157273.5,190237.6,227561.4,258449.1,285829.0,309787.8,336502.3,19240.1,45204.3,75537.3,104060.0,137159.4,162936.0,225762.1,260677.8,285829.7,312788.5,337911.7,363689.5,20701.9,45417.0,72854.8,105149.2,142757.2,176719.9,220978.1,263724.5,296537.3,341233.5,375949.2,417175.0,34510.2,70044.0,113421.7
37,Foto va kino mahsulotlari,Фото- и кинотовары,Photographic or cinematographic goods,Фото ва кино маҳсулотлари,358.0,1158.1,2355.3,3185.0,3628.4,4420.9,5067.2,6025.1,6590.5,7030.3,7718.6,8312.3,591.7,979.0,1365.2,2230.8,2959.5,3300.7,3712.9,4292.1,5056.9,5710.2,6359.6,6935.2,368.8,1071.9,1409.3,2111.3,2598.5,3093.7,4035.6,4515.1,4911.9,5782.0,6297.4,7198.0,614.7,1441.4,2056.6
38,Boshqa kimyoviy mahsulotlar,Прочие химические продукты,Miscellaneous chemical products,Бошқа кимёвий маҳсулотлар,32909.2,66649.6,110984.6,149125.9,199830.6,229481.9,274849.2,322995.2,361279.4,396383.4,438834.5,480262.4,36634.9,96404.7,133768.5,174753.0,230354.0,269189.2,307794.0,347328.3,376484.2,417037.5,452270.7,482911.8,32570.7,70732.1,118303.3,187742.3,241639.2,294079.0,342231.7,385942.4,431470.8,476280.3,516511.3,571683.3,43858.7,93541.1,155116.3
49,"Bosma kitoblar, gazetalar, reproduksiyalar va poligrafiya sanoatining boshqa buyumlari; qo'lyozmalar, mashinkada yozilgan matnlar va tarhlar","Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","Босма китоблар, газеталар, репродукциялар ва полиграфия саноатининг бошқа буюмлари; қўлёзмалар, машинкада ёзилган матнлар ва тарҳлар",2032.2,2939.2,3870.9,4334.9,5285.3,6576.7,7638.7,10242.4,35246.8,47185.3,57421.2,77379.4,2937.6,6980.1,10332.1,11303.8,16752.8,17634.2,18811.7,21478.0,36795.8,44137.0,55888.9,68518.2,12198.8,12860.3,13482.9,15645.1,28973.3,37113.9,51874.5,68050.9,80419.0,87149.3,89053.3,92194.9,1133.8,11359.6,12239.1
05,Boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub mahsulotlar,"Продукты животного происхождения, в другом месте не поименованные или не включенные","Products of animal origin, not elsewhere specified or included",Бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб маҳсулотлар,148.9,263.0,399.7,547.3,837.0,1425.7,3046.2,4188.9,4443.7,4646.6,4867.1,5121.0,105.3,176.8,905.2,2867.2,3276.7,3773.6,3867.2,4478.1,4484.4,4591.6,4599.0,4789.7,72.2,131.0,549.7,2443.4,3146.0,3835.5,4084.6,4131.9,4182.0,4415.5,4550.8,4995.5,46.0,136.4,607.4
54,Kimyoviy iplar; kimyoviy to'qimachilik materiallaridan  yassi va anologik iplar,Химические нити; плоские и аналогичные нити из химических текстильных материалов,Chemical threads; flat and similar threads of chemical textile materials,Кимёвий иплар; кимёвий тўқимачилик материалларидан  ясси ва анологик иплар,11456.0,25085.1,35785.5,46667.9,62490.0,75538.8,92055.9,106790.3,118585.5,132357.0,142340.7,153728.4,9188.3,20012.0,29826.8,38219.0,49220.1,62468.4,71676.4,86911.5,98241.0,111530.1,122400.8,134503.9,11140.7,21943.8,30730.6,44533.3,57948.2,66926.0,81016.8,93480.5,106237.2,120518.2,132516.7,144819.3,10708.0,21632.6,31360.1
02,Go'sht va go'shtli oziq-ovqat submahsulotlari,Мясо и пищевые мясные субпродукты,Meat and edible meat offal,Гўшт ва гўштли озиқ-овқат субмаҳсулотлари,16292.0,37324.4,63292.7,83166.0,113014.1,136906.3,106595.5,199244.6,228722.6,264841.5,296826.7,334425.9,24559.9,53697.5,79244.3,112641.0,153825.4,184461.2,231698.7,278804.9,328010.2,384563.5,435217.1,490240.6,47139.3,86620.5,134727.2,192191.3,261418.5,330043.1,409646.3,492153.2,574597.9,664528.0,743069.9,847871.2,68722.5,151438.6,233657.3
03,"Baliq va qisqichbaqasimonlar, mollyuska va boshqa umurtqasiz suv hayvonlari","Рыба и ракообразные, моллюски и прочие водные беспозвоночные","Fish and crustaceans, molluscs and other aquatic invertebrates","Балиқ ва қисқичбақасимонлар, моллюска ва бошқа умуртқасиз сув ҳайвонлари",2108.4,3312.5,5228.1,6469.0,8484.5,10071.4,11156.1,12585.6,14434.1,16426.2,18845.7,22302.6,1702.5,3176.0,5156.5,7792.5,9920.0,11347.2,13490.5,14985.1,17825.1,20788.9,23841.3,28655.1,2956.5,5412.2,8734.1,11818.9,14171.9,17449.8,20251.6,22197.6,25428.0,28885.7,31662.5,40556.5,4213.6,8526.0,11181.1
