Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,94.4,105.0,128.7,140.3,132.5,141.3,160.2,142.6,163.4,190.5,198.2,197.8,186.8,173.1,152.9
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,0.0,0.0,0.1,0.026,0.015,0.5,0.2,0.2,0.1,0.3,0.9,0.9,0.2,0.2,0.2
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,31.7,37.3,43.9,49.7,52.3,52.3,52.8,55.4,51.0,46.8,54.1,52.2,47.2,42.2,33.5
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,2.4,2.4,2.6,2.9,3.5,4.3,4.5,4.4,9.0,15.5,16.4,16.3,15.1,13.6,12.7
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,0.4,0.5,0.7,0.5,0.7,0.7,0.8,0.5,1.3,1.7,1.5,1.6,1.6,1.4,1.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,2.3,2.6,3.1,3.4,4.0,4.3,6.6,7.8,10.0,9.1,9.9,9.6,9.5,8.2,7.9
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,1.6,1.7,1.8,2.9,3.8,4.3,4.7,5.0,6.6,7.9,8.5,9.4,8.5,7.3,6.7
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,10.4,12.3,12.7,18.5,17.1,18.8,18.7,14.8,22.7,24.4,22.6,21.7,22.2,23.2,19.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,0.4,1.0,5.1,5.1,5.6,8.5,8.8,11.3,9.6,12.1,14.9,15.8,13.6,12.0,9.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,20.2,19.5,27.4,27.4,16.1,16.4,19.1,13.8,24.8,35.5,31.6,32.5,32.6,28.1,26.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1.3,1.3,1.5,2.1,2.1,2.0,2.0,1.9,3.1,3.6,2.4,2.2,2.6,2.8,3.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,2.0,2.6,2.6,3.5,4.0,4.1,4.3,0.9,2.9,3.2,3.2,3.3,3.4,3.3,3.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,21.1,23.2,26.6,23.7,22.7,24.5,31.4,19.9,20.0,25.7,26.5,27.4,25.8,26.4,24.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,0.6,0.6,0.6,0.6,0.6,0.6,6.3,6.7,2.2,4.7,5.6,4.8,4.4,4.3,4.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.0,0.1,0.1,0.1,0.1,0.1
