Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,6306705.9,13106286.6,19329162.5,31901677.2,39230652.0,48744277.8,56399745.5,65546158.7,74603486.0,86591181.8,97074715.8,112639568.4,7952739.0,17516172.0,28850292.8,41054587.5,55377218.7,69465067.9,84380222.9,100641943.7,114310512.6,129707692.4,148587470.8,172790117.0,9096907.9,21784098.3,36679695.3,54286898.0,78684720.3,95379001.4,113526529.2,134629989.7,152277793.4,182189988.8,207094846.1,258444045.4,10646603.2,24643400.7,41990005.5,61199907.2,98063926.6,122459004.5,143604874.3,179346412.6,241588387.0,276110179.8,258764498.9,320443137.7,26491386.6,53637163.3,84826000.0,117648940.2,154922150.9,186027616.1,216051626.0,253439502.3,290680557.9,331632441.8,371522169.4,455343219.3,30683175.5,63177647.6,98594148.3,136098253.2,179197414.5,220639389.0,256033264.6,301502949.0,346597328.5,393865713.2,443425855.1,543262946.5,35382532.2,73683006.8,109857435.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,112616.2,246423.8,375165.2,544217.6,724332.9,931636.1,1044759.4,1168892.1,1315779.1,1491495.3,1638530.5,1851221.3,114157.7,253083.4,410010.8,605580.0,822386.3,1041448.0,1249451.4,1473574.8,1675474.1,1894720.8,2162163.3,2498473.8,111377.3,277721.1,451139.6,686398.0,1097936.0,1185368.9,1451691.6,1721354.6,1974673.7,2482740.8,2834584.2,3626827.0,112034.4,266712.8,472535.9,733464.3,1300115.7,1638970.5,1901300.9,2564416.2,3582035.6,4095191.5,3394858.3,4334670.2,361264.1,758296.7,1298546.5,1744669.3,2312317.4,2915118.8,3401611.7,3948554.2,4524711.5,5141966.5,5744781.1,6757015.9,405661.2,869455.8,1465779.4,1961372.3,2590102.4,3272999.7,3768306.2,4395865.8,5076058.7,5732825.5,6434871.9,7760284.8,480349.9,970840.9,1415225.3
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,215167.8,474576.1,754940.3,928487.1,1199856.0,1378629.3,1582060.3,1798259.9,2029171.6,3275023.7,3640209.3,3963295.3,254002.3,539162.9,906932.2,1266726.5,1772499.5,2262212.0,2573354.5,2987159.0,3353087.6,3403698.7,3876142.7,4528728.7,210584.0,511322.8,867210.9,1369219.1,1947507.2,2325646.9,2737401.1,3206203.3,3741450.0,4373644.8,4961785.0,6313984.8,231639.4,515078.2,919101.7,1451701.7,2322334.6,2920090.8,3336429.0,4591223.0,7064294.5,8077804.1,6030219.3,7630253.4,739551.9,1544397.5,2413932.0,3343246.3,4483150.8,5409854.7,6276784.6,7373934.0,8473924.3,9682785.7,10883050.5,13321324.3,849101.2,1792743.5,2739755.4,3763972.0,5009172.4,6075764.9,7152937.2,8426974.6,9644699.3,10952269.7,12492463.1,15024949.2,991071.9,2166581.7,3147701.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,138212.5,295167.7,499654.6,1059982.2,1390984.5,1586338.6,1736646.1,1996838.8,2241768.0,2406088.0,2701138.2,3717299.8,380778.6,829222.1,1252116.2,1808156.4,2701200.9,3292129.6,3957460.1,4625324.7,5158013.8,5853728.1,6693109.9,6689365.6,428510.4,1063797.3,1915940.3,3137860.5,3977004.5,6345876.6,7117402.4,7756282.8,8212558.3,9658653.2,10844140.3,13450872.9,520880.5,1289787.8,2206585.9,3544157.9,4781659.4,6160560.5,7273818.7,7595369.9,10297093.3,11709775.8,12858946.6,15929219.8,982947.6,1923086.7,3679397.2,4883857.2,6206395.7,7319829.8,8416141.6,9880511.2,11521078.8,12955478.7,14445450.7,18023860.1,1138789.5,2299702.4,4503124.4,5834492.9,7317881.0,8800354.0,10067352.9,11799184.8,13827555.9,15445565.8,17273239.7,20996950.2,1396865.0,2960935.3,4867680.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,134797.6,285050.8,440631.5,657425.5,802113.2,956399.5,1070335.5,1214846.0,1367039.9,1512828.3,1731547.5,2148982.4,102534.6,228498.7,378302.8,549260.7,719138.5,970462.0,1173879.5,1389424.8,1611017.8,1825381.3,2064137.0,2279863.1,97269.3,264178.3,445123.4,661586.9,1030190.0,1139366.4,1389598.2,1682167.9,1944388.7,2435280.9,2760903.3,3522258.0,105654.4,230275.0,407606.5,621873.0,1152040.8,1520901.4,1761638.0,1588404.8,2111132.7,2196455.4,3278948.6,4154987.5,351706.1,710710.0,997576.1,1434264.1,1972351.3,2255338.6,2623123.6,3113988.4,3328232.8,3892302.9,4395896.5,5539755.6,436681.4,863771.0,1168897.4,1672479.7,2714602.4,3149347.7,3947934.2,4791001.0,3727702.4,4418532.6,4929835.2,6402315.6,382415.6,427806.4,1043254.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,174263.9,333917.9,544334.7,797423.3,950578.0,1207894.8,1333586.5,1570853.5,1770234.4,2181827.9,2435543.3,2708148.5,186448.9,425352.7,687131.6,1019671.1,1305662.1,1640747.0,2011434.9,2359466.7,2665378.5,3078689.6,3488703.6,3835805.5,202349.7,457665.7,741669.4,1109535.5,1731353.0,1932783.2,2426153.3,2873073.0,3243945.7,4324401.5,4859954.8,6158340.7,210991.0,498343.4,834282.8,1251473.6,2075335.9,2689268.3,3238802.6,3565098.1,4766609.1,5418251.4,5726998.2,7256772.0,477138.8,986403.4,1600122.4,2216031.7,2899373.1,3530012.2,4097135.3,4819801.0,5516527.0,6426566.1,7198646.8,8844519.6,534700.2,1122301.0,1780610.1,2459646.2,3233909.2,4095599.0,4752827.3,5533079.7,6406407.0,7328932.6,8286283.5,10159700.5,633983.0,1468924.2,3145076.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,94722.6,213998.4,364844.8,510884.4,662636.4,753414.7,886808.5,1002036.5,1143065.2,1292324.4,1447703.9,1611664.7,98361.2,217512.5,362751.4,530047.1,725876.4,911151.5,1116808.1,1344557.7,1534711.5,1742834.9,1991316.2,2280102.6,78961.0,255509.1,437043.3,660145.3,833264.7,1153572.4,1451391.0,1757408.6,2006093.3,2159611.4,2635585.1,3284291.5,73353.5,219435.6,398037.8,601840.7,1012185.4,1310590.1,1564987.0,2030960.0,2633564.5,3026617.4,2941422.6,3740707.1,250305.6,556039.9,857119.5,1207462.5,1595111.9,1910646.6,2284369.0,2691257.4,3051173.2,3467624.1,3888416.5,4852736.5,314077.2,673476.0,1013806.7,1425981.1,1850571.6,2318013.4,2742068.0,3162693.9,3579720.4,4049043.7,4500159.9,5584267.8,347693.3,708497.9,743549.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,123497.4,347501.0,479998.3,860310.0,1186465.7,1484602.5,2008415.7,2191672.4,2420466.8,2867055.5,3144804.2,3450087.9,290539.4,641877.8,1106126.2,1641932.7,2129961.7,2686799.7,3247082.0,3841696.8,4270786.3,4989621.7,5647181.4,6461823.6,338865.1,817776.3,1365252.7,2147405.0,3063661.4,3695204.1,4381407.5,5287122.0,6000296.9,6783782.4,7654843.7,9457737.8,397539.5,950422.1,1671881.1,2409429.1,3711399.7,4653251.4,5336144.5,6703443.3,9785869.9,11166839.3,9334388.8,11700472.0,1060198.3,2117858.3,3330531.0,4795162.3,6314328.4,7536219.9,8730452.9,10242536.3,11649240.2,13243326.5,14928723.1,18548383.9,1214791.8,2522286.9,4003528.7,5653870.2,7464989.3,9148027.7,10597127.0,12443145.2,14263052.2,15954000.7,17916761.7,22389808.9,1423363.6,3279121.2,4971324.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,452022.1,959794.5,1389901.9,2267241.2,2912132.2,3453114.2,3995177.7,4745699.9,5048952.1,5763087.2,6401480.3,6886257.1,452526.2,1018095.2,1835205.0,2537550.3,3234537.1,3975032.6,4781510.8,5640636.2,6433970.2,7482788.7,8515606.8,9806773.7,452266.6,1131409.6,1947225.8,2852083.2,3855852.0,4824557.2,5938975.2,6913358.3,7888893.7,9088334.6,10334676.2,12954120.0,582964.6,1413002.7,2458546.7,3471598.3,4934056.5,6093686.1,7274971.8,10661456.5,13322360.0,15622857.7,13609543.2,17107137.2,1488494.8,3245135.2,5074160.9,7149153.0,9326349.9,11340658.2,13254203.7,15580982.7,17917985.5,20454623.3,22910110.0,27235625.9,1805610.0,3955184.7,5977990.8,8165225.4,10616882.5,13547751.2,16019843.8,18900825.2,21847990.1,24763006.4,27779060.8,33312846.2,2268737.0,5076070.7,7610432.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,182206.2,420753.6,640848.0,909040.1,1134725.5,1378456.1,1490242.7,1704810.7,1887815.6,2326220.4,2652498.4,2979626.6,164251.3,365256.9,602591.3,851552.0,1108942.8,1467150.1,1771706.3,2214290.0,2495154.1,2820640.7,3218649.4,3557744.5,191607.1,425733.2,718733.8,1048923.8,1646750.8,2041819.9,2452367.0,2939339.9,3390160.6,4113962.9,4619493.2,5767057.5,198208.9,448827.2,803390.7,1148279.9,1872385.4,2550512.0,2967230.0,3486433.6,5816578.8,6770753.8,5348472.9,6724312.3,599302.1,1241451.7,1972309.4,2782231.4,3663145.3,4151818.2,4803620.0,5657462.9,6494188.0,7403447.7,8296491.4,10969382.9,670905.3,1423412.9,2226894.3,3087564.2,4078727.0,4917476.2,5607672.8,6565937.4,7549985.8,8530991.8,9599133.9,11840977.0,699940.5,1464593.9,1820020.5
