Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,662.3,720.0,789.3,877.4,989.6,1054.4,1177.9,1060.6,1053.5,1111.7,1128.2,1076.6,1163.2,1218.5,1279.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,6.7,7.9,8.5,10.4,11.4,11.6,15.3,19.2,16.0,18.6,19.7,19.1,16.4,18.1,23.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,133.2,146.0,160.8,173.4,195.1,222.9,266.7,227.8,216.6,249.7,229.4,248.0,247.8,236.8,239.8
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,89.8,97.3,106.0,118.0,129.7,145.5,160.5,168.1,166.8,167.8,172.7,94.0,140.3,147.4,150.9
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,9.7,11.0,11.3,11.8,17.1,18.0,25.3,22.6,23.0,25.0,23.8,23.6,20.4,21.3,26.7
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,21.4,26.5,30.1,31.2,33.8,40.6,40.9,54.1,49.0,51.5,55.6,48.3,45.2,52.6,60.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,29.5,34.7,36.2,36.1,39.1,42.4,48.0,38.5,43.3,37.0,41.4,40.3,36.6,42.3,39.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,44.8,49.2,55.5,78.7,87.4,99.2,110.5,93.6,103.1,100.7,88.2,113.1,135.9,136.9,148.2
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,64.3,67.1,77.0,85.9,94.3,99.2,109.9,78.5,71.7,88.8,100.4,99.6,102.6,116.9,113.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,21.6,33.7,37.7,40.5,45.2,47.3,51.5,39.9,45.5,44.7,47.2,45.9,48.6,52.9,55.9
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,5.6,6.0,7.1,7.3,7.7,10.1,12.2,11.8,14.6,13.1,17.8,15.0,15.5,15.6,14.7
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,44.8,41.8,49.5,52.3,42.2,29.2,44.2,38.2,51.1,51.5,52.0,49.3,58.5,51.3,54.9
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,164.0,170.3,180.0,202.7,256.4,255.9,253.1,227.8,211.3,223.9,238.2,238.5,248.5,276.4,299.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,26.9,28.5,29.6,29.1,30.2,32.5,39.8,39.1,40.9,38.9,41.3,41.4,45.9,49.4,53.1
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.5,0.5,0.5,1.0,0.6,0.6
