Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,7.6,6.5,9.1,6.5,6.4,7.2,9.3,25.5,19.3,28.3,32.5,31.7,22.8,16.5,11.35667
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,0.0,0.0,0.0,0.004,0.02,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,0.1,0.0,0.1,0.1,0.0,0.1,0.1,2.4,1.2,2.0,1.5,1.5,0.6,0.9,0.9748600000000002
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.04,0.01,0.02,0.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,0.3,0.2,0.5,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.1,0.03,0.0,0.0,0.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,0.3,0.04,0.3,0.03,0.05,0.05,0.3,0.2,0.2,0.04,0.3,0.7,1.1,0.7,0.20195
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,0.0,0.0,0.0,0.02,0.003,0.0,0.0,0.01,0.4,0.04,0.1,0.04,0.0,0.0,0.016
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,0.4,0.2,0.1,0.6,0.6,0.7,0.7,2.3,1.3,4.0,5.1,4.0,2.8,2.9,3.2446
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.01,0.01,0.0,0.2,0.1,0.1,0.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1.7,1.7,2.1,1.8,1.5,2.7,3.4,18.6,15.0,19.7,21.5,22.4,14.7,8.7,5.451560000000001
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1.1,1.3,4.1,1.6,1.7,0.9,0.9,0.4,0.0,0.1,0.1,0.03,0.1,0.0,0.0295
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,3.4,3.0,1.9,2.2,2.4,2.4,3.6,0.7,0.6,1.6,2.4,2.5,3.0,2.7,1.33065
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,0.1,0.1,0.0,0.0,0.003,0.02,0.02,0.4,0.6,0.8,1.3,0.3,0.6,0.5,0.10755
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
