Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,129.2,133.6,119.6,119.2,114.0,113.7,114.9,127.8,123.3,118.9,110.6,122.4,118.7,114.3,120.0,116.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,128.9,131.6,122.4,118.3,116.1,117.8,111.9,130.4,128.8,118.9,114.7,119.6,117.0,111.3,117.2,113.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,126.9,137.3,116.7,127.5,113.7,113.3,116.6,130.1,124.3,118.2,107.2,119.8,121.6,119.3,119.9,109.1
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,127.0,138.9,118.2,119.5,115.0,112.5,114.7,130.1,128.2,115.4,111.3,123.3,117.6,110.9,118.1,117.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,127.1,134.8,119.0,116.5,121.1,117.3,113.5,129.3,128.9,114.0,111.5,120.4,113.7,112.6,112.8,113.8
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,128.6,137.0,119.2,119.0,113.4,111.1,118.4,126.0,121.2,117.5,109.8,118.8,119.0,110.2,118.0,118.1
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,132.9,130.2,109.4,117.1,114.0,118.8,111.2,126.1,124.8,121.5,114.7,123.7,109.3,114.9,115.8,116.1
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,129.9,138.5,121.8,119.8,114.8,113.1,115.4,131.9,117.7,121.3,112.5,122.5,120.4,108.4,115.5,114.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,128.3,129.1,115.7,120.6,115.1,110.1,121.0,126.4,122.8,115.1,111.3,122.0,118.2,108.4,122.0,115.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,129.0,146.2,122.0,115.2,114.8,112.5,111.4,127.4,123.4,117.4,109.0,122.0,122.4,110.1,115.6,116.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,123.6,141.1,115.2,124.7,111.6,116.0,116.5,114.0,117.5,118.6,108.7,116.2,113.3,114.0,115.1,115.6
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,128.9,135.0,120.4,114.6,115.3,117.2,110.2,126.5,119.6,119.2,115.2,123.8,112.6,114.0,118.0,113.5
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,129.5,133.2,127.1,116.5,113.5,114.5,113.0,124.6,123.7,114.1,108.6,127.0,121.4,120.9,110.2,125.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,130.1,133.7,119.4,120.9,113.8,109.1,115.6,129.6,132.5,117.8,109.8,128.5,123.2,103.9,123.4,118.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,131.4,125.2,121.7,121.0,111.4,114.7,116.0,130.5,121.2,127.6,107.3,119.3,120.8,123.2,131.6,118.6
