Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,1115.6,1192.0,1264.6,1340.1,1427.4,1517.1,1616.4,1682.5,1829.6,1869.6,1925.9,1987.4,2025.7,2077.5,2137.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,50.5,56.1,59.1,65.8,70.4,73.7,77.4,81.9,80.7,84.2,88.3,92.7,96.8,99.6,105.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,80.5,86.0,91.4,97.5,105.3,111.3,118.8,119.8,118.8,116.4,121.8,123.9,130.4,136.2,136.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,107.1,114.9,123.3,130.4,138.6,149.2,160.9,172.9,199.3,200.3,206.5,215.5,218.7,219.6,228.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,92.3,100.8,107.1,115.8,122.9,133.7,144.1,154.0,163.8,164.2,167.3,173.0,175.5,178.6,180.8
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,127.9,140.3,147.6,153.2,165.1,174.8,186.1,191.4,210.3,213.6,219.1,220.9,229.5,240.0,249.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,45.7,48.1,52.5,53.0,57.5,60.8,65.3,72.7,104.7,108.9,112.5,116.0,122.3,124.5,126.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,67.4,71.5,76.2,82.7,87.8,95.2,104.1,109.8,114.7,127.1,131.1,136.3,132.9,126.8,132.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,146.6,151.4,156.7,164.0,171.6,179.8,189.1,185.7,178.9,195.8,202.6,209.7,210.0,217.9,224.9
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,72.5,77.4,82.6,87.9,93.5,99.3,107.7,115.2,136.4,141.2,145.7,151.8,158.5,161.8,165.5
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,33.3,35.9,38.6,41.4,45.7,49.2,52.4,54.9,54.9,54.9,57.0,59.0,60.6,62.3,64.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,122.1,130.7,139.0,144.6,150.6,158.2,165.6,170.7,182.5,182.0,184.2,193.7,192.5,206.6,205.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,83.9,88.3,94.8,102.0,109.7,116.9,122.2,122.3,133.7,131.2,134.7,137.7,138.5,141.9,149.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,85.8,90.6,95.7,101.8,108.7,115.0,122.7,131.2,150.8,149.6,154.9,157.0,158.7,160.9,167.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.8,0.8,0.8
