Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,949.7,1199.6,1490.7,1847.4,2211.9,2509.0,3047.3,5158.3,6348.4,8013.0,8682.2,11152.4,14294.9,18258.0,22602.0,27719.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,405.1,629.6,793.1,992.0,1227.6,1435.1,1718.4,4029.9,4942.9,5811.4,6348.8,7502.3,9710.2,11670.8,14263.8,17241.2
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
