Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
100.0,Oziq-ovqat mahsulotlari va ichimliklar,Пищевые продукты и напитки,Food and Beverage,Озиқ-овқат маҳсулотлари ва ичимликлар,876.6,1212.3,1291.0,1204.8,1370.1,1435.7,1321.2,1134.4,1413.2,1787.5,1964.5,2742.1,3690.0
110,Homashyo,Сырьевые,Raw materials,Ҳомашё,108.4,152.3,230.7,229.1,274.9,367.7,375.8,342.4,492.3,716.3,791.3,1004.7,1263.7
120.0,Qayta ishlangan,Обработанные,Processed,Қайта ишланган,768.2,1060.0,1060.3,975.7,1095.2,1068.1,945.5,792.0,920.8,1071.2,1173.2,1737.4,2426.3
200.0,Boshqa toifalarga kiritilmagan ishlab chiqаrish uchun birlamchi mahsulotlar,"Исходные продукты для промышленности, не включенные в другие категории","Source products for industry, not elsewhere classified",Бошқа тоифаларга киритилмаган ишлаб чиқариш учун бирламчи маҳсулотлар,2708.7,3115.4,3654.8,4438.0,4306.8,3347.6,3326.8,4135.9,5674.4,7303.5,6330.9,8344.0,9838.6
210,Homashyo,Сырьевые,Raw materials,Ҳомашё,339.5,348.9,263.0,283.2,190.2,180.9,246.4,300.7,381.2,590.2,473.4,750.3,697.6
220,Qayta ishlangan,Обработанные,Processed,Қайта ишланган,2369.2,2766.5,3391.7,4154.8,4116.6,3166.7,3080.4,3835.2,5293.2,6713.2,5857.4,7593.7,9141.0
300.0,Yoqilg`i-moylash mahsulotlari,Топливо и смазочные материалы,Fuel and lubricants,Ёқилғи-мойлаш маҳсулотлари,627.6,967.4,829.2,923.8,797.3,725.6,587.6,720.9,866.7,873.2,1052.3,1452.9,1691.7
310,Homashyo,Сырьевые,Raw materials,Ҳомашё,276.7,396.4,322.8,270.9,227.1,158.1,154.0,159.7,301.4,145.5,347.0,503.3,676.5
320.0,Qayta ishlangan,Обработанные,Processed,Қайта ишланган,350.9,571.0,506.4,652.8,570.2,567.4,433.5,561.2,565.3,727.6,705.3,949.7,1015.2
400.0,Asosiy vositalar (transport vositalaridan tashqari) va ular uchun butlovchi qismlar va moslamalar,Капитальное оборудование (кроме транспортного оборудования) и детали и принадлежности для него,Capital equipment (except for transport equipment) and parts and accessories for it,Асосий воситалар (транспорт воситаларидан ташқари) ва улар учун бутловчи қисмлар ва мосламалар,2354.6,2671.5,2997.3,2955.2,3238.7,3249.2,3502.1,3481.4,5365.8,7313.0,6430.3,6188.8,6807.9
410.0,Asosiy vositalar (transport vositalaridan tashqari),Капитальное оборудование (кроме транспортного оборудования),Capital equipment (except for transport equipment),Асосий воситалар (транспорт воситаларидан ташқари),1847.7,2133.2,2311.9,2335.3,2573.1,2448.8,2903.4,2899.5,4579.6,6151.4,5506.4,5105.3,5604.2
420,Butlovchi qismlar va moslamalar,Детали и принадлежности,Parts & Accessories,Бутловчи қисмлар ва мосламалар,506.9,538.3,685.3,619.9,665.6,800.4,598.7,581.8,786.2,1161.6,923.8,1083.6,1203.6
500.0,Transport vositalari va ularga ehtiyot qismlar,Транспортное оборудование и детали и принадлежности для него,Transport equipment and parts and accessories for it,Транспорт воситалари ва уларга эҳтиёт қисмлар,1483.3,2103.7,2362.5,2503.0,1952.1,1596.5,1433.4,1478.7,2794.2,3005.0,2386.6,2902.6,3678.0
510,Yengil avtomobillar,Легковые автомобили,Cars,Енгил автомобиллар,116.8,99.8,187.5,296.1,211.8,120.4,193.0,155.2,319.0,440.0,474.9,587.8,778.5
520.0,Boshqalar,Прочее (кроме легковые автомобили),Other (except cars),Бошқалар,194.0,776.4,521.7,521.5,269.6,245.8,411.8,277.1,748.9,1130.8,459.5,803.8,946.5
530.0,Ehtiyot qismlar va moslamalar,Детали и принадлежности,Parts & Accessories,Эҳтиёт қисмлар ва мосламалар,1172.4,1227.5,1653.3,1685.5,1470.7,1230.3,828.6,1046.3,1726.3,1434.2,1452.3,1511.0,1953.0
600.0,Boshqa toifaga kirmaydigan iste`mol tovarlari,"Потребительские товары, не включенные в другие категории",Consumer products not included in other categories,Бошқа тоифага кирмайдиган истеъмол товарлари,633.2,708.5,932.0,962.3,1178.5,1090.7,1155.1,1078.6,1186.6,1542.6,1755.3,2109.7,2456.2
610,Uzoq muddat foydalaniladigan,Длительного пользования,Durable,Узоқ муддат фойдаланиладиган,65.8,89.7,95.9,112.5,123.6,92.2,75.4,88.6,99.7,204.1,165.3,263.1,357.3
620.0,O`rta muddat foydalaniladigan,Полудлительного пользования,Semi-permanent use,Ўрта муддат фойдаланиладиган,53.0,59.5,86.9,99.0,111.2,86.9,77.4,118.1,147.7,248.8,245.1,300.0,397.2
630.0,Qisqa muddat foydalaniladigan,Кратковременного пользования,Short-term use,Қисқа муддат фойдаланиладиган,514.4,559.3,749.2,750.9,943.8,911.6,1002.4,872.0,939.2,1089.7,1344.9,1546.6,1701.7
700.0,Boshqa toifaga kiritilmagan tovarlar,"Товары, не включенные в другие категории",Items not elsewhere classified,Бошқа тоифага киритилмаган товарлар,1.5,4.3,13.3,10.3,20.6,17.3,2.3,5.3,11.5,41.7,12.5,0.2,57.9
800.0,Xizmatlar,Услуги,Services,Хизматлар,490.4,561.5,736.4,949.6,1120.2,954.1,809.2,1977.2,2127.0,2425.9,1221.4,1767.3,2547.5
000,Boshqalar,Другие,Others,Бошқалар,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
