Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,16533.9,17169.6,17451.5,17698.7,17937.8,18167.7,18371.7,18549.0,18712.1,18857.6,19075.7,19237.6,19393.0,19585.4,19904.5,20377.4
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,942.3,971.4,980.9,993.3,1008.3,1022.6,1037.7,1050.1,1060.4,1058.7,1071.3,1061.7,1061.9,1065.4,1089.6,1133.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1554.2,1591.4,1600.4,1634.6,1660.3,1682.9,1700.1,1713.7,1725.5,1736.6,1750.1,1739.0,1771.7,1788.3,1793.9,1855.4
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,967.0,1003.1,1021.2,1030.5,1039.7,1050.4,1059.1,1067.1,1071.9,1076.6,1064.3,1068.6,1069.7,1083.1,1078.4,1123.8
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,649.5,676.4,693.3,706.1,720.0,731.5,742.6,752.7,762.3,761.8,771.9,780.2,788.1,795.6,797.4,820.1
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1487.9,1565.0,1608.2,1649.2,1687.2,1720.1,1751.7,1778.2,1800.4,1809.2,1806.3,1805.7,1806.1,1817.5,1876.6,1883.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,502.3,513.7,520.0,526.2,531.2,535.6,540.1,544.1,549.1,553.4,553.1,561.9,566.9,579.9,591.9,602.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1344.1,1431.4,1463.5,1475.1,1487.3,1509.4,1527.8,1543.1,1557.5,1569.4,1575.1,1580.6,1581.7,1595.2,1621.9,1640.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1807.5,1894.9,1936.2,1966.2,1995.8,2024.7,2048.1,2069.4,2092.5,2108.2,2120.4,2115.5,2155.6,2155.8,2176.2,2221.5
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1169.4,1241.0,1279.0,1316.2,1348.7,1374.4,1397.7,1418.3,1437.4,1452.5,1450.2,1461.8,1460.9,1479.9,1508.7,1520.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,418.5,430.4,439.7,446.6,454.6,461.2,467.0,472.2,477.6,482.0,482.5,486.7,484.4,488.7,498.7,513.3
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1539.6,1557.5,1569.7,1578.6,1590.7,1598.7,1605.4,1610.5,1613.7,1597.2,1601.9,1608.4,1602.7,1620.7,1649.1,1678.5
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1815.5,1887.6,1924.5,1940.0,1961.9,1988.1,2007.3,2022.0,2034.8,2046.1,2064.0,2077.2,2089.1,2111.2,2130.8,2185.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,895.6,896.6,914.2,930.0,947.7,964.8,981.1,995.3,1007.9,1026.1,1039.4,1041.3,1044.5,1056.6,1070.9,1111.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1440.5,1509.2,1500.7,1506.1,1504.4,1503.3,1506.0,1512.3,1521.1,1579.8,1725.2,1849.0,1909.7,1947.5,2020.4,2087.2
