Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,906.7,1204.0,1551.8,1877.2,2345.0,2794.7,3229.7,6861.8,8920.3,11372.9,12503.7,15964.4,21364.4,30507.8,39965.7,51150.3
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,22.9,30.6,40.6,51.4,62.0,65.3,86.8,223.2,269.8,360.8,326.5,425.8,582.9,735.2,996.8,1355.9
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,30.9,40.6,56.1,64.8,77.7,104.7,131.5,355.3,397.8,488.8,475.1,679.8,862.0,1098.9,1386.5,1822.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,38.0,48.1,60.0,71.5,90.4,104.2,126.3,232.2,298.9,388.7,366.4,566.2,743.1,906.5,1191.3,1578.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,15.8,22.2,27.7,32.1,40.4,56.3,62.5,166.7,223.5,284.0,266.0,428.5,567.4,966.4,805.2,1057.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,64.5,73.9,88.3,115.6,142.5,168.1,182.4,392.1,451.6,601.8,684.7,681.5,956.4,1153.9,1395.6,1745.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,13.6,40.1,53.4,66.7,83.5,114.8,129.2,211.7,255.1,314.5,302.8,397.3,468.3,616.4,849.1,1132.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,40.5,52.3,73.4,87.4,99.5,109.6,113.4,256.4,340.6,431.6,478.6,559.7,814.8,953.3,1177.1,1468.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,57.9,72.6,100.1,118.6,132.3,148.5,173.0,509.1,635.4,879.9,646.1,833.2,1248.0,1773.6,2337.2,3030.9
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,25.4,30.8,39.9,49.0,69.4,92.5,100.1,285.3,350.7,428.2,358.0,547.5,677.9,767.0,993.8,1427.7
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,12.6,15.0,24.2,25.3,29.9,37.5,47.3,115.7,145.2,166.9,145.4,255.5,395.8,546.5,701.5,952.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,48.8,68.3,115.7,130.4,166.9,189.0,225.2,474.8,567.6,659.5,804.1,1097.2,1416.6,1847.7,2359.4,3091.4
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,41.4,49.9,68.7,90.6,115.6,146.8,166.6,464.5,567.6,648.0,862.7,1157.9,1244.9,1470.2,1828.2,2409.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,16.0,20.2,31.9,52.8,56.0,62.1,78.8,223.9,261.1,340.6,313.6,455.9,553.6,730.8,987.2,1272.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,476.4,638.4,769.8,919.3,1168.2,1382.5,1593.9,2936.2,4135.9,5357.2,6453.4,7856.0,10817.6,16929.3,22739.9,28543.1
