Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,479.1,625.0,723.0,946.1,1101.1,1344.6,1515.1,1842.9,2534.1,3285.3,3778.6,4443.9,4067.9
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,151.3,198.2,229.9,335.8,399.6,591.4,603.4,660.8,977.9,1262.0,1467.4,1521.4,1219.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1251.3,1443.5,1770.5,2415.5,2588.7,2482.7,1809.5,3298.5,7036.3,8452.4,8705.3,8017.8,11119.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,463.6,576.3,629.6,764.0,978.4,1273.1,1440.9,1676.0,1947.5,2781.6,3462.6,4368.2,2458.1
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,225.1,265.9,320.0,363.6,463.1,695.2,817.5,989.7,1360.6,1720.0,2143.4,2810.0,2819.7
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,244.1,296.5,338.0,523.2,519.5,699.9,843.0,817.4,909.2,1201.1,1495.6,1382.3,871.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,528.6,648.3,809.8,1225.0,1226.0,1921.1,2287.2,2308.0,2603.0,3281.8,3875.7,4241.8,3021.5
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,250.9,322.7,397.0,448.6,558.7,813.6,918.4,1154.9,1517.0,2167.6,2269.1,2864.1,2596.2
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,442.1,526.4,617.4,727.7,931.6,1079.0,1404.1,1605.9,2087.6,2278.5,3025.1,3604.9,2428.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,136.8,165.5,198.9,235.4,294.7,395.3,404.3,429.4,479.1,616.0,814.0,973.7,624.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,350.9,533.6,627.9,884.6,1067.9,1448.5,1762.1,1873.5,2303.0,3389.1,3294.7,4275.8,2307.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,510.6,889.1,811.3,1126.3,1389.8,1790.3,2222.9,2033.4,2674.0,3718.6,4921.2,6854.8,6165.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,360.7,428.2,479.5,584.1,671.5,831.1,938.1,1041.3,1240.5,1941.1,2736.6,3049.1,1939.6
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,219.3,273.1,334.0,408.9,677.6,1019.2,948.6,1325.8,2145.1,3065.2,3430.1,4501.2,5294.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1183.5,1726.7,2108.2,2746.9,2702.2,3665.2,4857.7,5840.0,7172.2,8657.7,9456.7,12556.3,11446.6
