Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03,2026-M04
001,Guruch,Рис,Rice,Гуруч,2670.0,2715.0,2658.0,2676.0,2727.0,2727.0,2921.0,2967.0,3029.0,3102.0,3039.0,3020.0,2906.0,2945.0,2947.0,2947.0,3027.0,3021.0,3158.0,3423.0,3682.0,4042.0,4194.0,4439.0,4512.0,4794.0,5094.0,5718.0,6509.0,6606.0,6533.0,6382.0,6312.0,5785.0,4918.0,4558.0,4345.0,4188.0,4127.0,4222.0,4474.0,4611.0,4521.0,4456.0,4474.0,4182.0,4079.0,3999.0,3962.0,3861.0,3976.0,3943.0,3690.0,3584.0,3512.0,3482.0,3411.0,3439.0,3683.0,5415.0,4833.0,5247.0,5442.0,5291.0,5600.0,6888.0,7085.0,7018.0,7027.0,7106.0,7630.0,7870.0,7755.0,7991.0,8065.0,8143.0,8220.0,8280.0,8560.0,8751.0,8842.0,8778.0,8699.0,8705.0,8699.0,8654.0,8654.0,8776.0,8776.0,8751.0,8749.0,8968.0,9218.0,9374.0,9319.0,9235.0,9191.0,9477.0,9389.0,9315.0,9378.0,9352.0,9300.0,9322.0,9367.0,9295.0,9354.0,9409.0,9204.0,9090.0,9013.0,8867.0,9016.0,9997.0,10337.0,11569.0,13280.0,14025.0,13665.0,13213.0,15297.0,16471.0,17491.0,18390.0,19714.0,20262.0,20366.0,20568.0,20650.0,20513.0,20302.0,20211.0,20117.0,19976.0,19861.0,19917.0,20217.0,20342.0,20388.0,20568.0,20909.0,20848.0,20128.0,19425.0,19081.0,18920.0,18846.0,18625.0,18398.0,18184.0,18039.0,18010.0,18047.0,17551.0,16592.0,15837.0,15338.0,14894.0,14854.0,14283.0
003,Arpa,Ячмень,Barley,Арпа,898.0,925.0,952.0,949.0,899.0,816.0,770.0,804.0,801.0,823.0,811.0,870.0,919.0,919.0,914.0,934.0,918.0,949.0,931.0,881.0,869.0,888.0,942.0,1021.0,1079.0,1174.0,1242.0,1259.0,1363.0,1360.0,1123.0,1095.0,1171.0,1211.0,1193.0,1210.0,1219.0,1242.0,1240.0,1226.0,1226.0,1195.0,1026.0,1016.0,1044.0,1059.0,1135.0,1191.0,1222.0,1241.0,1282.0,1309.0,1336.0,1338.0,1446.0,1335.0,1395.0,1409.0,1438.0,1572.0,1782.0,1882.0,1982.0,1995.0,1955.0,1850.0,1930.0,1958.0,1945.0,1973.0,2080.0,2240.0,2236.0,2214.0,2201.0,2203.0,2211.0,2217.0,1724.0,1615.0,1699.0,1779.0,1926.0,2147.0,2168.0,2162.0,2237.0,2430.0,2671.0,2667.0,2588.0,2585.0,2594.0,2601.0,2603.0,2648.0,2653.0,2684.0,2778.0,2959.0,3192.0,3241.0,3153.0,3119.0,3160.0,3253.0,3512.0,3728.0,3809.0,3928.0,4051.0,4073.0,4125.0,4223.0,4089.0,4056.0,4017.0,4036.0,4076.0,4112.0,3915.0,3924.0,3957.0,4028.0,4051.0,3932.0,3591.0,3417.0,3426.0,3346.0,3287.0,3162.0,3272.0,3203.0,3247.0,3260.0,3332.0,3461.0,3382.0,3115.0,3044.0,3074.0,2959.0,2957.0,3032.0,3151.0,3255.0,3544.0,3643.0,3558.0,3409.0,3495.0,3618.0,3691.0,3920.0,4007.0,4088.0,4131.0,4244.0,4253.0
0004,Bug'doy,Пшеница,Wheat,Буғдой,871.0,920.0,916.0,926.0,906.0,857.0,706.0,697.0,720.0,747.0,775.0,793.0,806.0,854.0,864.0,900.0,893.0,870.0,805.0,811.0,804.0,827.0,850.0,958.0,1016.0,1095.0,1130.0,1239.0,1298.0,1313.0,1111.0,1103.0,1111.0,1161.0,1197.0,1259.0,1246.0,1311.0,1290.0,1304.0,1275.0,1185.0,1000.0,995.0,1025.0,1045.0,1141.0,1165.0,1200.0,1257.0,1288.0,1335.0,1368.0,1401.0,1346.0,1334.0,1347.0,1359.0,1427.0,1610.0,1751.0,1839.0,2024.0,2053.0,1997.0,1852.0,1814.0,1829.0,1844.0,1856.0,1936.0,2197.0,2212.0,2219.0,2226.0,2213.0,2205.0,2202.0,1757.0,1658.0,1750.0,1878.0,2127.0,2300.0,2304.0,2305.0,2378.0,2760.0,3244.0,3162.0,2938.0,3076.0,3071.0,3096.0,3101.0,3149.0,3150.0,3157.0,3193.0,3299.0,3396.0,3311.0,3154.0,3097.0,3087.0,3141.0,3398.0,3460.0,3679.0,3817.0,3954.0,4006.0,4089.0,4384.0,4167.0,4169.0,4164.0,4211.0,4205.0,4226.0,4088.0,4092.0,4095.0,4069.0,3910.0,3711.0,3291.0,3178.0,3138.0,3120.0,3132.0,3089.0,3082.0,3087.0,3095.0,3090.0,3103.0,3163.0,3109.0,2983.0,2859.0,2963.0,3012.0,3013.0,3066.0,3138.0,3231.0,3457.0,3535.0,3470.0,3289.0,3358.0,3372.0,3418.0,3642.0,3761.0,3827.0,3895.0,4014.0,4065.0
005,Jo'hori,Кукуруза,Corn,Жўҳори,804.0,850.0,853.0,878.0,842.0,820.0,892.0,914.0,916.0,878.0,874.0,871.0,905.0,954.0,975.0,1003.0,1050.0,1129.0,1157.0,1223.0,1170.0,1151.0,1179.0,1258.0,1283.0,1314.0,1316.0,1388.0,1555.0,1642.0,1564.0,1598.0,1632.0,1403.0,1420.0,1340.0,1300.0,1312.0,1343.0,1356.0,1430.0,1438.0,1420.0,1364.0,1307.0,1265.0,1305.0,1313.0,1274.0,1328.0,1327.0,1397.0,1514.0,1599.0,1634.0,1721.0,1774.0,1732.0,1666.0,1819.0,1953.0,2047.0,2105.0,2126.0,2094.0,2035.0,2220.0,2235.0,2241.0,2236.0,2258.0,2442.0,2438.0,2415.0,2442.0,2454.0,2454.0,2454.0,2454.0,2632.0,2605.0,2597.0,2615.0,2621.0,2621.0,2630.0,2630.0,2705.0,2877.0,3087.0,3128.0,3278.0,3267.0,3238.0,3156.0,3127.0,3142.0,3146.0,3169.0,3357.0,3608.0,3840.0,3840.0,3792.0,3626.0,3309.0,3412.0,3524.0,3773.0,3828.0,3858.0,3932.0,4005.0,4285.0,4341.0,4323.0,4079.0,4034.0,4019.0,4048.0,3854.0,3802.0,3796.0,3857.0,3830.0,3887.0,3873.0,3804.0,3664.0,3215.0,3164.0,3096.0,3001.0,2955.0,2960.0,2980.0,3040.0,3094.0,3135.0,3158.0,3201.0,3105.0,2984.0,3010.0,3104.0,3211.0,3399.0,3884.0,4086.0,4160.0,4192.0,4366.0,4307.0,4129.0,4125.0,4230.0,4222.0,4213.0,4331.0,4385.0
006,Kepak,Отруби,Bran,Кепак,537.0,560.0,568.0,578.0,578.0,552.0,519.0,492.0,532.0,551.0,508.0,528.0,541.0,573.0,563.0,566.0,571.0,558.0,563.0,562.0,562.0,584.0,614.0,664.0,692.0,717.0,725.0,786.0,803.0,798.0,781.0,764.0,779.0,764.0,750.0,783.0,758.0,770.0,798.0,795.0,785.0,734.0,710.0,700.0,704.0,719.0,745.0,784.0,782.0,793.0,796.0,821.0,857.0,1073.0,1265.0,953.0,992.0,916.0,946.0,1110.0,1274.0,1347.0,1442.0,1455.0,1439.0,1389.0,1476.0,1468.0,1471.0,1480.0,1494.0,1541.0,1614.0,1588.0,1590.0,1580.0,1580.0,1580.0,1459.0,1452.0,1487.0,1521.0,1544.0,1657.0,1710.0,1715.0,1719.0,1964.0,2052.0,2047.0,2043.0,2043.0,2053.0,2124.0,2135.0,2163.0,2191.0,2252.0,2286.0,2362.0,2477.0,2607.0,2561.0,2580.0,2601.0,2593.0,2645.0,2647.0,2812.0,2881.0,2922.0,2966.0,3008.0,3129.0,3110.0,3109.0,3096.0,3157.0,3176.0,3196.0,3187.0,3142.0,3129.0,3124.0,3148.0,3178.0,3157.0,3162.0,3075.0,2901.0,2860.0,2843.0,2801.0,2730.0,2715.0,2705.0,2705.0,2698.0,2690.0,2690.0,2690.0,2686.0,2641.0,2637.0,2685.0,2704.0,2761.0,2965.0,3059.0,3024.0,2840.0,2858.0,2901.0,2943.0,3010.0,3055.0,3206.0,3255.0,3317.0,3336.0
0008,Shrot,Шрот,Schroth,Шрот,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451.0,2434.0,2347.0,2347.0,2347.0,2347.0,2388.0,2478.0,2478.0,2478.0,2478.0,2508.0,2508.0,2508.0,2508.0,2582.0,2606.0,2606.0,2604.0,2604.0,2604.0,2604.0,2604.0,2604.0,2604.0,2605.0,2611.0,2655.0,2688.0,2629.0,2608.0,2598.0,2598.0,2628.0,2627.0,2630.0,2783.0,2833.0,2843.0,2878.0,2933.0,3022.0,3091.0,3129.0,3290.0,3315.0,3505.0,3565.0,4272.0,4288.0,4278.0,4359.0,4588.0,4488.0,4584.0,4553.0,4529.0,4500.0,4500.0,4358.0,4190.0,4150.0,4150.0,4113.0,4040.0,4200.0,4200.0,4200.0,4600.0,4567.0,4054.0,4047.0,4023.0,4034.0,4034.0,4140.0,4184.0,4174.0,4206.0,4274.0,4282.0,4380.0,4364.0,4353.0,4483.0,4632.0,4674.0,4670.0
009,Shulxa,Шелуха,Husk,Шулха,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,2096.0,2014.0,2014.0,2014.0,2014.0,2013.0,2036.0,2036.0,2036.0,2036.0,2111.0,2192.0,2197.0,2202.0,2253.0,2270.0,2270.0,2270.0,2270.0,2270.0,2270.0,2270.0,2294.0,2300.0,2303.0,2312.0,2382.0,2509.0,2671.0,2648.0,2646.0,2667.0,2712.0,2762.0,2798.0,3017.0,3100.0,3194.0,3299.0,3306.0,3357.0,3358.0,3332.0,3078.0,3082.0,3335.0,3667.0,4248.0,4350.0,4342.0,4340.0,4260.0,4000.0,4040.0,4058.0,4064.0,4163.0,4168.0,4113.0,4000.0,3800.0,3750.0,3738.0,3740.0,3900.0,3900.0,3900.0,3900.0,3951.0,3837.0,3836.0,3809.0,3801.0,3880.0,4189.0,4231.0,4239.0,4299.0,4359.0,4359.0,4401.0,4328.0,4256.0,4285.0,4315.0,4346.0,4324.0
010,Kombikorm,Комбикорм,Compound feed,Комбикорм,800.0,800.0,778.0,787.0,774.0,729.0,757.0,802.0,816.0,870.0,815.0,844.0,861.0,909.0,901.0,910.0,927.0,896.0,866.0,861.0,865.0,912.0,984.0,1023.0,1055.0,1057.0,1073.0,1135.0,1110.0,1102.0,1062.0,1067.0,1161.0,1161.0,1078.0,1093.0,1105.0,1170.0,1168.0,1188.0,1173.0,1096.0,1050.0,1079.0,1085.0,1148.0,1174.0,1204.0,1216.0,1210.0,1238.0,1256.0,1313.0,1330.0,1315.0,1385.0,1423.0,1452.0,1505.0,1603.0,1765.0,1893.0,2031.0,2065.0,2065.0,2044.0,2002.0,2000.0,2003.0,2029.0,2132.0,2519.0,1828.0,1765.0,1689.0,1630.0,1622.0,1622.0,1571.0,1410.0,1435.0,1473.0,1503.0,1591.0,2337.0,2337.0,2337.0,2370.0,2394.0,2407.0,2407.0,2407.0,2337.0,2320.0,2320.0,2306.0,2288.0,2231.0,2237.0,2345.0,2508.0,2540.0,2545.0,2649.0,2707.0,2656.0,2659.0,2656.0,2718.0,2715.0,2727.0,2743.0,2759.0,2800.0,2929.0,2951.0,2957.0,2962.0,3032.0,3087.0,3251.0,3462.0,3461.0,3352.0,3095.0,3136.0,3143.0,3139.0,3120.0,3056.0,3039.0,2949.0,2905.0,2868.0,2865.0,2865.0,2865.0,2865.0,2865.0,2860.0,2858.0,2838.0,2814.0,2823.0,2837.0,2859.0,2918.0,3138.0,3202.0,3225.0,3216.0,3251.0,3259.0,3258.0,3303.0,3381.0,3510.0,3649.0,3673.0,3679.0
011,Oliy navli bug'doy uni,Мука пшеничная высшего сорта,High-grade wheat flour,Олий навли буғдой уни,1519.0,1573.0,1538.0,1533.0,1556.0,1448.0,1415.0,1398.0,1443.0,1465.0,1510.0,1504.0,1452.0,1537.0,1517.0,1480.0,1460.0,1450.0,1444.0,1492.0,1481.0,1556.0,1596.0,1603.0,1651.0,1684.0,1666.0,1720.0,1860.0,1917.0,1835.0,1843.0,1967.0,2025.0,2042.0,2077.0,2000.0,2018.0,2138.0,2139.0,2039.0,1994.0,1969.0,1974.0,1947.0,1952.0,1986.0,2023.0,2044.0,2019.0,2039.0,2110.0,2194.0,2139.0,2290.0,2359.0,2348.0,2318.0,2329.0,2592.0,2768.0,2852.0,2926.0,2935.0,2939.0,2908.0,2876.0,2855.0,2861.0,2874.0,2917.0,3182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5517.0,5724.0,5759.0,5866.0,6111.0,7198.0,7374.0,7363.0,7423.0,7939.0,8012.0,8127.0,8122.0,8300.0,8623.0,8502.0,8279.0,8207.0,8189.0,8182.0,8455.0,8780.0,8654.0,8619.0,8582.0,8713.0,8650.0,8657.0,8685.0,8693.0,8691.0,8690.0,8653.0,8740.0,8796.0,8846.0,8839.0,9058.0,9118.0,9117.0,9115.0,9114.0,9132.0,9226.0,9433.0,9600.0,9660.0,9702.0,9727.0,9728.0,9813.0,9936.0
0012,1-navli bug'doy uni,Мука пшеничная первого сорта,First grade wheat flour,1-навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355.0,4325.0,4365.0,4532.0,4598.0,5727.0,5806.0,5862.0,5923.0,6590.0,6502.0,6478.0,6877.0,6917.0,6861.0,6577.0,6433.0,6338.0,6240.0,6212.0,6308.0,6338.0,6205.0,6165.0,6058.0,5930.0,5935.0,5949.0,5957.0,5957.0,5948.0,5995.0,5939.0,5940.0,5911.0,5888.0,5874.0,5879.0,5881.0,5899.0,5899.0,5867.0,5865.0,5855.0,5904.0,5935.0,5974.0,6009.0,5911.0,6005.0,6010.0,6096.0
