Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,116.0,117.9,121.2,119.2,119.1,113.8,117.6,102.1,109.6,97.8,97.9,118.5,112.8,103.0,104.3,119.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,123.0,122.2,122.1,129.5,115.0,113.7,112.9,104.7,108.3,105.5,96.2,107.3,119.2,96.1,120.0,126.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,121.0,117.3,117.4,122.2,114.8,120.9,118.8,99.5,108.2,97.3,102.8,123.1,101.5,105.5,104.6,121.2
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,124.3,134.9,126.0,113.0,122.3,115.0,108.0,103.4,102.5,105.7,91.5,129.6,108.7,99.3,103.4,126.8
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,118.7,121.2,119.3,118.2,119.0,119.8,116.0,91.6,114.9,104.0,97.1,113.1,126.3,74.8,107.9,120.1
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,113.7,118.4,119.4,127.5,114.1,119.1,116.0,101.4,108.3,104.3,98.4,114.4,111.8,105.7,102.3,118.6
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,119.8,130.4,117.2,121.1,112.8,119.9,109.0,105.9,104.7,109.1,103.9,112.9,107.8,100.9,108.8,118.7
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,119.4,122.3,119.8,118.5,117.0,109.4,116.2,100.1,110.0,100.6,115.2,107.7,120.2,91.0,97.3,114.2
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,122.2,122.3,118.1,120.4,121.4,102.5,121.8,99.0,97.5,103.0,94.9,118.5,112.8,110.1,107.7,120.1
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,126.1,127.1,123.9,141.2,132.0,110.5,109.5,98.7,118.3,100.4,97.3,118.4,104.9,93.0,96.6,128.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,136.6,121.3,114.0,107.2,106.7,108.7,106.3,111.6,134.5,105.4,99.9,130.0,115.8,72.7,144.9,105.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,115.2,117.9,115.0,114.2,117.3,111.9,119.4,104.2,102.1,98.9,99.5,123.4,115.2,101.2,103.7,124.8
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,118.5,120.0,119.4,130.0,107.9,117.7,117.7,100.4,101.2,102.7,93.4,118.4,101.0,109.1,102.8,123.1
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,118.7,119.3,117.7,121.4,115.3,119.6,119.9,105.1,107.9,96.6,104.7,110.7,114.9,91.8,101.7,114.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,110.0,109.9,126.9,113.9,124.4,114.6,120.8,103.9,119.1,88.6,96.4,118.7,116.3,108.8,102.8,114.9
