Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,292.7,381.2,463.4,590.1,729.1,890.6,3038.7,31447.0,37934.7,50341.2,52349.7,71806.7,107599.9,145840.0,183946.5,226955.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,3.4,5.4,6.3,10.3,14.4,20.0,85.7,3030.1,3772.9,4316.6,4738.9,4815.4,7137.1,8736.9,10617.0,12385.5
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,9.4,11.1,13.4,17.7,22.4,27.6,102.1,2441.9,2909.6,3783.8,4486.9,5398.0,7581.2,9939.4,12470.2,15147.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,11.7,14.9,19.3,25.8,34.0,38.9,254.1,2064.6,2745.3,3557.1,3814.5,4556.9,6360.2,7953.6,9542.6,11576.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,3.7,5.2,6.5,9.5,13.5,19.9,67.3,1082.9,1311.4,1781.5,1581.6,2336.0,3378.4,4604.8,5800.0,6949.1
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,5.8,9.0,11.1,16.1,20.9,29.0,158.3,3803.5,3917.3,5649.9,6366.7,8158.6,10767.7,13722.5,16779.2,19981.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,10.7,15.3,13.0,17.6,18.6,21.6,113.1,521.8,616.3,791.5,780.0,1221.2,3202.9,4436.1,5582.7,6885.9
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,6.5,9.3,12.1,17.6,22.6,28.5,85.5,2277.2,3150.6,4293.1,4994.7,6555.8,10601.4,14531.3,18382.2,23631.5
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,37.4,40.2,47.0,45.6,50.4,54.4,173.0,1825.8,2593.7,3873.3,3986.9,6700.1,10514.6,15716.0,20264.2,25977.9
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,4.8,7.3,9.2,13.1,16.5,22.6,132.1,1781.1,2128.6,2739.9,2388.5,3674.1,5182.7,6649.4,8226.1,9760.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,2.3,3.2,3.4,4.4,6.9,8.1,33.6,710.7,779.9,1334.7,1164.5,1506.3,2400.5,2848.0,3593.2,4365.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,32.3,44.1,59.4,82.0,104.8,132.6,390.8,3054.4,3337.7,4369.1,4189.0,5874.7,7941.3,10701.7,13226.8,16110.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,10.6,14.6,17.4,22.6,31.2,34.5,188.4,3435.8,4043.4,5523.0,6545.3,8100.5,10837.6,14776.7,18441.6,22806.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,6.1,8.7,11.6,14.9,15.9,20.5,65.7,1494.7,1619.6,2229.5,1851.6,3298.2,5780.7,8186.4,10308.3,12632.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,148.0,192.9,233.7,292.9,357.0,432.4,1189.0,3922.4,5008.2,6098.1,5460.5,9610.6,15913.1,23036.6,30711.3,38743.7
