Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
01.53,Moyga solingan shprotlar,Шпроты в масле,Sprats in oil,Мойга солинган шпротлар,99.5,100.39,99.71,100.34,100.88,99.99,102.8,99.24,100.34,103.87,100.39,102.07,100.89,99.37,100.17,100.83,100.83,100.94,101.64,100.26,99.41,101.08,100.29,100.21,99.6,100.5,101.0,100.4
01.54,Pomidor qaylasiga solingan kilka,Килька в томатном соусе,Sprat in tomato sauce,Помидор қайласига солинган килка,99.47,100.37,100.51,100.16,100.11,100.08,102.39,100.82,100.32,101.73,100.68,101.9,101.28,101.02,102.72,100.3,100.82,100.47,100.62,99.68,100.66,100.65,100.7,100.11,100.6,100.2,101.9,98.9
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),104.06,101.25,102.33,101.33,99.3,99.38,99.7,99.7,100.0,98.04,101.61,101.75,101.13,100.51,100.0,101.14,100.79,100.0,100.0,100.5,100.4,100.51,100.68,100.0,100.6,100.4,100.4,100.3
01.56,Pasterizatsiya qilingan sut,Молоко пастеризованное,Pasteurized milk,Пастеризация қилинган сут,100.75,99.6,99.88,100.62,99.03,99.77,99.89,100.14,99.57,102.58,102.25,101.41,101.21,101.05,101.52,100.36,100.59,100.77,100.16,100.67,99.63,100.45,100.16,100.79,100.1,100.3,100.8,100.4
01.57,Qaymoq,Каймак,Sweat Cream,Қаймоқ,101.26,100.07,100.0,101.07,100.08,98.61,100.29,100.49,99.99,100.27,100.7,102.12,100.89,100.95,101.95,100.8,101.58,100.32,100.12,100.22,100.41,100.14,100.27,100.15,101.4,99.7,100.7,99.9
01.58,Quyultirilgan sut,Молоко сгущенное,Condensed milk,Қуюлтирилган сут,100.0,100.03,99.88,99.58,100.22,100.39,100.94,100.25,99.94,101.57,100.86,100.29,100.87,101.1,99.7,100.2,99.84,100.35,100.59,99.92,98.61,100.26,100.1,100.1,100.6,99.8,100.7,101.2
01.59,Quruq qaymoq,Сливки сухие,Dry cream,Қуруқ қаймоқ,100.0,100.65,99.85,101.6,101.0,101.06,101.68,100.08,100.0,103.43,98.26,100.82,100.38,100.0,100.42,100.0,100.0,98.69,100.78,100.24,101.82,100.0,101.06,100.84,101.6,100.0,101.1,101.2
01.60,Qattiq pishloqlar,Сыры твердые,Hard cheeses,Қаттиқ пишлоқлар,101.41,100.58,99.44,101.04,99.98,100.41,100.07,100.06,100.35,101.64,100.49,100.13,102.23,100.96,98.5,100.98,101.21,99.23,101.03,100.16,101.42,100.35,99.54,101.01,100.3,99.9,100.9,100.4
01.61,"Yumshoq pishloqlar, kolbasa shaklidagi pishloq","Сыры плавленые, колбасный сыр","Processed cheeses, sausage cheese","Юмшоқ пишлоқлар, колбаса шаклидаги пишлоқ",100.0,101.65,100.52,102.45,99.68,101.21,100.11,100.62,100.16,102.66,101.99,101.68,100.93,100.27,101.07,101.26,99.82,100.63,99.43,100.95,101.0,99.88,99.63,100.45,100.8,100.1,101.1,100.3
01.62,Brinza,Брынза,Feta cheese,Бринза,100.98,100.11,101.03,100.45,100.42,100.0,100.0,100.4,100.0,100.51,100.93,100.98,100.72,100.45,100.0,100.0,101.63,100.61,101.43,100.38,100.69,99.97,99.55,100.0,100.9,100.0,100.0,100.6
01.63,Tvorog,Творог,Cottage cheese,Творог,101.39,100.71,100.14,101.03,101.0,99.6,100.05,100.44,100.21,100.5,101.81,100.35,102.5,101.36,98.0,100.82,101.98,100.52,99.03,100.52,100.03,100.55,100.56,100.57,100.5,100.2,100.1,100.4
01.64,Tvorogli siroklar va sirok massasi,Сырки творожные и сырковая масса,Curd cheese and curd mass,Творогли сироклар ва сирок массаси,100.82,100.84,99.26,104.58,100.35,99.97,99.98,99.94,100.07,100.2,100.35,99.9,100.24,102.91,101.57,100.29,100.91,100.16,99.42,99.21,100.49,101.67,99.88,100.26,100.7,100.9,100.8,100.3
01.65,Tayoqcha shaklidagi pishloqlar,Сырные палочки,Cheese sticks,Таёқча шаклидаги пишлоқлар,104.46,100.68,101.2,102.01,100.81,100.04,100.07,100.02,100.0,98.03,101.39,100.43,101.14,100.51,100.06,100.86,100.87,100.81,101.83,100.81,100.4,100.57,99.56,100.21,100.5,99.8,100.8,100.1
01.66,Smetana,Сметана,Sour cream,Сметана,103.94,100.55,100.11,101.42,99.73,100.52,100.43,100.21,100.56,100.86,100.75,100.68,100.79,100.52,100.29,100.32,101.63,100.13,99.27,100.4,100.06,100.2,99.67,100.84,100.9,100.7,101.8,100.1
01.67,"Kefir, prostokvasha va boshqalar","Кефир, пpостокваша и т.п.","Kefir, sour milk, etc.","Кефир, простокваша ва бошқалар",100.87,99.36,105.6,102.59,98.78,99.21,100.51,100.04,100.08,99.43,101.19,100.56,101.63,100.99,99.87,100.95,100.48,100.47,100.08,100.6,99.47,99.95,101.06,100.56,100.3,100.1,102.0,100.2
01.68,Yogurt,Йогурт,Yoghurt,Йогурт,100.38,100.58,99.76,100.84,102.8,101.1,99.92,100.07,99.89,99.77,101.52,102.17,99.98,101.35,101.1,100.25,100.96,100.5,100.25,101.19,99.99,99.51,99.67,100.07,100.0,100.8,101.7,100.6
01.69,Suzma,Сузьма,Suzma,Сузма,103.12,99.23,101.21,99.89,97.72,98.23,101.18,100.33,100.0,100.0,100.0,100.76,101.57,100.87,98.0,100.97,100.92,100.37,102.78,99.49,101.45,100.74,100.91,99.0,100.7,100.0,101.7,101.9
01.70,Qurt,Курт,Kurt,Қурт,101.18,100.0,102.16,102.37,100.19,98.97,100.0,100.79,100.0,101.04,102.0,101.98,102.66,101.52,98.0,100.57,102.12,100.0,100.18,101.54,100.79,100.71,100.53,101.52,100.8,100.2,101.0,101.2
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,102.69,98.88,97.57,88.53,80.83,99.57,98.28,103.38,102.47,100.68,101.97,118.79,87.29,86.28,100.18,98.06,95.75,105.31,97.44,101.95,106.23,103.59,102.19,103.71,100.7,100.6,102.4,97.4
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,98.98,98.5,98.62,99.17,91.51,98.45,101.24,103.38,103.67,104.78,105.7,108.6,102.45,100.7,101.42,103.16,104.81,100.15,101.21,101.09,100.69,100.55,100.66,100.16,100.2,100.9,101.0,100.7
