Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,23.6,20.8,21.6,23.3,21.6,22.5,23.8,23.9,3.7,3.8,3.8,3.2,2.9,2.7,3.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.02,0.01,0.01
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,0.8,1.0,0.8,0.8,0.8,0.9,0.9,0.9,0.8,0.6,0.4,0.5,0.5,0.5,0.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,9.1,4.8,4.7,6.1,6.4,6.7,7.2,7.3,0.7,1.1,1.1,1.2,1.2,1.2,1.2
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,3.3,4.5,5.6,5.6,5.4,5.5,5.6,5.5,0.0,0.0,0.0,0.0,0.01,0.01,0.01
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1.5,1.5,1.6,1.7,0.4,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.02,0.02,0.02
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,7.1,7.2,7.3,7.4,7.0,7.4,8.0,8.4,1.4,1.4,1.6,1.1,0.9,0.8,1.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.1,0.1,0.1,0.0,0.05,0.03,0.04
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001
