Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,1063417.5,1114285.1,1097173.8,1137911.6,1204747.9,1168964.5,1168068.5,1275789.5,1536670.1,1502648.8,1557143.0,1600274.1,1762245.9,1706062.1,1677863.0,1692864.9,1816302.2,1814247.1,1713134.1,1780685.0,2213893.7,2216258.4,2251070.7,2331681.3,2554505.6,2870499.0,3083475.8,3197478.1,3824865.2,3803884.4,3771836.3,3917927.5,4321793.1,4513092.7,4577693.9,4759693.5,5611152.6
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,1124751.3,1110102.0,1137691.4,1218180.6,1296926.1,1299191.2,1341702.6,1423221.1,1729858.0,1671887.2,1708903.8,1745728.0,1857661.0,1744723.0,1748867.0,1751655.8,1975835.2,1942401.6,1922439.2,2019305.6,2146838.5,2202947.8,2308703.4,2387601.5,2621327.3,2653542.6,2688655.0,2741324.8,3015412.2,2985472.8,3122989.3,3140348.2,3572447.5,3671479.7,3746896.5,3836343.0,3897810.9
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,1039570.8,1055370.9,1060738.0,1150905.6,1166951.1,1216945.2,1267791.2,1402833.8,1576505.9,1640850.5,1696662.2,1794011.4,1926762.6,2005828.2,1967573.2,1965587.5,2056731.8,2075143.2,2049702.9,2135230.9,2241308.8,2286276.4,2341845.5,2379797.8,2483191.4,2618395.4,2730585.0,2727901.3,2818587.5,2906752.1,2870978.9,2987356.3,3289631.9,3380753.2,3433555.4,3576024.3,3827273.8
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,1135672.9,1102950.0,1130313.9,1201825.9,1254280.2,1261414.8,1301822.7,1401796.7,1687412.1,1682121.3,1728432.7,1780880.4,2022683.5,1935276.8,1942224.4,1941663.8,2115372.7,2155591.1,2157209.0,2248211.2,2438756.7,2490340.6,2586832.7,2614409.4,2749992.9,2783774.9,2848238.5,2915847.0,3172817.7,3175320.2,3208910.9,3307371.5,3912177.7,3884748.9,3956660.6,4043573.8,4153793.5
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,1149644.0,1148819.3,1177536.1,1241802.4,1320425.2,1344423.7,1407050.1,1495151.7,1192037.9,1143543.1,1288978.4,1461349.7,1903357.6,1921300.7,1803305.8,1815508.9,2083747.1,2091893.4,2048895.4,2174857.3,2481673.8,2571119.0,2572247.3,2733271.2,3113204.4,3156902.0,3112702.7,3233352.0,3552649.7,3591293.9,3407115.4,3550041.7,3667926.3,3745149.1,3706004.5,3971232.7,4196059.2
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,1088484.4,1036912.5,1079102.5,1150006.0,1187752.9,1210342.6,1264570.1,1364240.9,1569754.3,1536873.0,1610736.8,1698576.8,1920841.2,1802877.1,1819410.8,1807457.5,1987539.6,1938160.6,1993991.8,2095680.6,2243357.4,2329115.9,2413888.7,2476025.9,2605156.1,2712388.0,2693436.4,2757178.1,2883088.5,3056610.2,2937599.8,3016961.3,3149409.7,3438474.6,3324658.0,3453180.1,3648131.5
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,968426.2,978406.3,1005470.1,1062539.6,1163227.4,1166481.2,1187698.8,1257713.2,1469077.2,1444069.5,1487710.2,1517968.1,1842614.4,1614861.9,1634086.3,1672614.6,1779801.5,2165953.0,2272278.8,2429344.7,2654941.4,2644271.5,2863625.1,3065812.8,3508103.9,3693345.9,3818739.3,3838975.9,3533827.1,4160180.8,4323366.1,4417068.5,3622385.6,4058101.5,4101225.5,4148614.7,4369221.9
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,1052441.8,1037320.8,1037736.2,1107941.7,1237356.7,1239326.4,1264616.3,1319075.2,1513575.6,1454195.6,1476122.5,1550466.6,1907811.7,2090086.7,2028740.7,2076766.7,2092349.9,2140103.4,2046711.1,2197542.2,2448290.9,2509641.3,2554160.5,2701569.6,2891623.6,2980412.1,2959961.0,3007741.2,3246276.9,3399190.7,3411571.3,3534919.7,3804571.6,3912777.3,4100564.6,4175426.7,4352656.2
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,952010.2,965494.2,985434.6,1030470.8,1028430.0,1061931.0,1107997.9,1189854.0,1408465.7,1434046.0,1472534.4,1529037.9,1713200.2,1650275.7,1634130.3,1652415.6,1842981.2,1890949.8,1898913.0,1960200.1,2074052.6,2169481.0,2234504.3,2287791.9,2416392.8,2513923.3,2630921.8,2638088.9,2746600.5,2733095.1,2717196.1,2816389.4,2957173.4,2973888.6,3092669.5,3201826.0,3641200.1
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,945574.5,947743.1,953853.8,997987.3,1130884.5,1122343.4,1100935.0,1274941.9,1414258.8,1441061.3,1462146.6,1555146.6,1881663.2,1765339.5,1726541.5,1754428.6,2036404.5,2032650.6,1973160.0,2103621.7,2242086.3,2213884.1,2201643.1,2290448.5,2492082.7,2503164.1,2514835.4,2605916.7,2942575.4,2877693.4,2903195.2,2999263.7,3294619.2,3272771.1,3367738.5,3532859.0,3738848.5
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1203358.6,1222987.0,1269614.4,1342957.7,1388753.9,1429520.6,1504729.9,1615463.3,1751107.0,1768754.6,1866003.7,1944449.1,2025511.3,1988408.9,1998474.8,2047853.5,2274871.5,2304601.4,2317271.0,2462137.7,2688028.7,2766119.5,2859903.6,2941988.6,3098053.9,3199659.0,3263653.1,3374192.3,3587535.0,3628453.0,3643107.4,3786459.8,4083041.3,4150615.4,4280226.1,4476685.6,4665241.1
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,1324155.7,1379010.3,1430848.3,1478628.0,1538403.3,1583116.2,1672937.0,1819085.6,2024843.7,2036319.5,2170915.1,2248725.3,2568072.7,2535811.1,2550391.4,2625370.9,2952382.9,2989490.2,3109012.2,3348131.1,3606119.7,3647286.2,3831019.4,3984355.4,4083052.1,4298142.5,4352236.0,4669989.5,4943291.3,5023778.6,5070383.5,5272147.8,5690450.1,5729487.3,5884274.5,6123473.6,6614736.8
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,1137063.1,1150722.9,1160757.7,1195057.9,1264506.6,1391252.9,1442574.1,1531320.7,1621324.8,1810820.4,1767003.2,1744037.7,1770593.4,2025246.1,2118286.7,2056404.2,2159592.1,2121903.2,2186308.3,2317137.9,2445880.3,2603673.3,2671102.2,2725353.4,2909423.6,3377756.5,3415182.3,3355948.0,3566651.4,3890873.3,4074222.5,4162826.6,4352588.2,4579573.7
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389779.2,2281558.9,2266382.5,2353656.3,2385775.3,2344697.0,2474874.8,2702353.4,2831222.8,2869171.3,2921862.4,3188474.8,3208608.7,3298905.8,3363890.4,3483428.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,1935120.0,1916686.6,2072703.9,2231171.9,2118861.4,2204685.5,2404799.5,2603942.8,2568002.5,2642060.3,2834964.2,2928210.3,2508515.3,2421971.2,2379551.3,2703057.2,2982053.2,2989601.1,3045300.1,3255305.9,3305386.1,3363626.0,3436759.0,3556749.1,3532232.8,3650258.3,3601351.1,3688237.6,3987360.5,3971067.6,3953664.9,4091639.6,4319982.7,4199705.2,4279646.3,4451664.3,4572257.2
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,948563.7,982231.3,999860.0,1049515.7,1085463.6,1149772.1,1181712.9,1339143.2,1475030.7,1532709.9,1613747.0,1668456.6,1831377.6,1833243.4,1819365.7,1835892.5,1981810.4,2217594.6,2182525.7,2255647.5,2332859.4,2680252.3,2669996.9,2722790.5,3277863.3,3278325.2,3200834.8,3213809.6,3202170.2,3370541.3,3419617.1,3646775.1,4028136.0,4108539.2,4235586.4,4348018.5,4372115.4
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,918969.0,915411.5,930294.3,980428.8,1037486.7,1051697.3,1058081.0,1161317.4,1353679.9,1354493.2,1403430.1,1467008.7,1647913.7,1574725.3,1540908.9,1575736.2,1764156.6,1767606.7,1767854.5,1850997.1,2062406.4,2063151.4,2111412.7,2182997.3,2253761.7,2305776.2,2294836.0,2405463.5,2627468.7,2622398.0,2653498.6,2682607.1,2994479.3,2984298.7,3047364.2,3156764.9,3252972.4
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,854538.4,840786.7,859511.5,911730.6,983262.5,983769.3,1011278.7,1092212.8,1343461.5,1336485.3,1357937.8,1408974.2,1533561.5,1466477.9,1434338.4,1449075.4,1753706.5,1786287.5,1776248.5,1853639.6,2095645.8,2072609.9,2091982.5,2164135.4,2384917.4,2476942.2,2517477.4,2602291.2,2878773.7,2849392.9,2887552.7,2945505.0,3429233.6,3338053.6,3330512.8,3605960.3,3673648.4
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,1164331.8,1174595.6,1184161.5,1308251.4,1314314.4,1399573.7,1442453.4,1530789.9,1684871.2,1701271.4,1786935.0,1848700.6,1975872.2,1960130.4,1956037.3,1953879.3,1967292.7,1946807.6,1963502.0,2054785.1,2234572.9,2208914.6,2314954.9,2378338.2,2494382.2,2483609.7,2550406.7,2661408.3,3059598.2,3002922.3,2913441.0,2995815.8,3158960.5,3147735.7,3224677.0,3373594.9,3524087.1
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,862183.6,860379.0,889993.7,945470.6,1021611.6,1044254.1,1073160.1,1153766.6,1393347.8,1407194.1,1477039.6,1541995.5,1707585.0,1692936.7,1677087.8,1683418.6,1764613.5,1760652.7,1750864.0,1840908.2,2098805.1,2196775.2,2299363.9,2378269.8,2450687.2,2462461.7,2489358.0,2640899.2,2706517.6,2748199.8,2821925.5,2934107.0,3279553.5,3364469.8,3502565.9,4042178.0,4101719.8
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,883275.6,870693.5,881587.0,951186.7,1145567.7,1204775.5,1183386.9,1225950.1,1440725.1,1451816.0,1512416.9,1596631.3,1617460.3,1748397.6,1763720.1,1746211.0,1886107.7,1842612.8,1920578.6,1989256.8,2094587.8,2259950.4,2412294.1,2484223.4,2670931.3,2662998.5,2625886.8,2709019.8,2725976.0,2784969.3,2758533.5,2870939.3,3032210.5,3041170.5,3052449.0,3118966.8,3351088.4
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,1797993.5,1836118.4,1969410.4,2070391.8,2155441.2,2279483.4,2453246.5,2552944.4,2382163.6,2462803.9,2589976.3,2811126.0,2435854.2,2536591.4,2603892.2,2682256.6,2918547.2,2995944.5,2845274.5,2984046.4,3464643.4,3602371.3,3732862.0,3759165.1,3709500.3,3962122.9,3370573.7,4184210.9,4467729.2,4613980.9,4564910.7,4692171.6,4570776.6,4596607.1,4739252.9,5400624.7,4959116.1
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,1139450.0,1109685.4,1130484.8,1198657.0,1297471.7,1298518.6,1336789.7,1423802.8,1630193.0,1640712.7,1712083.4,1775110.7,2133947.2,1977921.3,2009386.9,1991243.3,2134536.6,2167721.0,2185571.3,2321185.4,2691964.9,2937181.9,2974203.8,3032057.7,4087654.8,4161890.8,4426794.6,4411376.7,4421157.5,4452248.4,4538441.9,4817798.2,5273750.8,6083780.5,6317129.1,6402632.6,6340021.3
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,884437.5,875534.7,884873.9,938043.7,1097844.5,1077296.4,1094263.8,1187573.2,1466296.0,1495669.0,1510031.4,1557574.7,1453658.6,1410143.9,1458068.2,1459291.7,1731250.3,1880448.6,1684924.6,1821015.3,2229392.9,2244716.2,2323992.5,2382243.8,2501089.1,2576520.1,2576512.8,2644531.6,2778673.2,2850169.9,2856601.8,2994104.8,2798666.0,2842093.1,3581771.8,3623335.5,3704516.7
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,961827.9,968660.7,983052.0,1056161.3,1201134.7,1205426.3,1249236.2,1290253.1,1311924.2,1269833.7,1340607.7,1386040.6,1517171.6,1494789.3,1503781.1,1512154.7,1946032.4,2044127.6,2009567.1,2167824.6,2337368.5,2580189.9,2548788.7,2614639.6,2613124.1,2763485.7,2701287.3,2752104.5,2902221.7,2860388.9,2811835.0,2869945.5,3364340.8,3406027.2,3490925.8,3566989.5,3648895.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,1023174.6,1044163.7,1058535.0,1146106.1,1163526.6,1163313.4,1196938.2,1283591.9,1473447.0,1491100.1,1568914.1,1646774.2,1828567.3,1797771.5,1799985.0,1818610.2,1921072.7,1936813.4,1953936.4,2023201.7,2291889.1,2255781.4,2364999.2,2391918.1,2371241.0,2417715.9,2489786.3,2623573.7,2736549.5,2761870.4,2738199.3,2892872.8,3119318.9,3167315.4,3284720.5,3366297.4,3522237.2
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,808659.5,812230.7,819106.0,870654.2,963795.9,999858.9,1024185.1,1109556.7,1343775.0,1312612.9,1363361.9,1415059.0,1568967.0,1528954.2,1546231.8,1578807.9,1687838.6,1694509.8,1703112.5,1794472.2,2141083.1,2228402.4,2337376.1,2363798.4,2286377.0,2389954.5,2452350.6,2520889.7,2620671.8,2603829.3,2634370.9,2723965.1,2858881.3,3011571.7,3111614.5,3272140.5,3547470.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,1786700.3,1833037.0,1858832.0,1943036.2,2075671.5,2141524.4,2232215.5,2348390.4,2506234.5,2680645.9,2845630.0,2968821.1,3265502.3,3372913.6,3414177.7,3501106.9,3810839.5,3956593.9,3941191.7,4578325.0,4754862.8,4840185.6,4956017.3,5116383.1,5473542.0,5682809.3,5770255.3,5884359.8,6513311.1,6600159.1,6610978.6,6783159.5,7303290.9,7495781.3,7633757.9,7871561.1,8453163.0
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,1939498.3,1990015.8,2036932.7,2112939.9,2207577.8,2274802.5,2389031.8,2509498.4,2586194.5,2791991.8,2981433.8,3106954.5,3445616.1,3550975.4,3590317.7,3716072.6,3967251.1,4083728.8,4118573.2,5304337.9,4960418.7,5050109.0,5221469.1,5388523.2,5795881.6,6072254.7,6177219.5,6317697.9,6943903.8,7099737.9,7127835.8,7335343.9,7848922.6,8054760.1,8172600.4,8417088.2,8981085.9
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,2422704.0,2480584.1,2472448.3,2587912.7,2797644.6,2874099.5,2985098.7,3136357.1,3418227.2,3709733.4,3928409.6,4097446.8,4416794.7,4700602.3,4829873.2,5038028.8,5503969.3,5726204.3,5697857.7,6171574.0,7140658.3,7171401.2,7200039.1,7414742.1,8091966.1,8151815.8,8226273.9,8408371.6,9728612.0,9756509.0,9679013.2,9860190.8,10500132.5,10566409.4,10569887.5,10949853.2,11705925.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883333.3,1924099.7,2044494.5,2149875.6,2232892.9,2257165.3,2316518.3,2459420.4,2521633.4,2620617.9,2820847.9,2793362.8,2842748.6,3219415.4,3185640.7,3210483.8,3303656.5,3471840.8,3636933.2,3668580.3,3872369.6,4354767.3
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,972610.3,1004751.7,981819.7,1031642.9,1145557.8,1195932.2,1176967.5,1278253.1,1661943.7,2119918.1,2506181.7,2691944.5,2850728.8,2885050.3,2863733.6,1912244.3,3817093.5,4000353.2,3973040.9,4224362.8,4702944.1,4788602.6,5068707.1,5531670.2,6006257.9,6276832.5,6362053.5,6451241.6,7048317.3,7194048.8,7205420.5,7342457.4,8160236.0,8364960.0,8367615.7,8543529.1,9018445.7
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,930500.9,920852.9,943653.5,1006201.7,1066663.3,1107008.6,1151733.6,1245209.4,1390098.4,1399822.3,1465751.5,1529840.5,1732170.8,1712714.5,1670571.7,1660609.6,1866333.2,1806178.6,1827804.0,1984517.8,2173067.7,2114352.0,2203237.8,2282231.0,2475397.2,2574512.3,2647825.3,2701010.3,2861080.2,2820868.0,2841867.9,2954854.8,3167825.6,3195771.0,3354428.7,3460352.5,3616022.8
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,1169858.3,1186944.3,1210054.5,1286160.0,1357405.5,1373168.0,1405249.2,1506223.4,1665425.6,1729210.4,1757366.6,1765767.5,1879207.4,1842567.0,1792030.6,1840970.8,1945462.1,1957228.1,1969260.9,2051548.0,2298817.9,2340622.4,2419149.5,2496577.0,2709732.6,2793525.3,2819769.4,2893783.0,3103926.5,3127293.2,3118449.2,3213685.1,3570346.0,3684736.6,3849491.0,3907138.5,3974929.1
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,1172341.3,1207846.1,1242965.9,1343769.6,1454510.1,1514256.4,1558244.3,1653043.3,1878871.3,1872434.0,1954770.5,2056351.7,2382523.3,2509903.6,2634298.8,2680771.4,2813273.3,2963848.7,2989648.6,3208289.0,3485462.8,3878192.4,3924507.7,3917742.3,3838501.6,4195793.0,4186487.8,4378032.7,4338092.7,4540141.9,4692477.8,4825541.0,5268500.7,5467990.0,5800549.1,5920567.0,6095537.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,1038688.7,1071460.7,1100526.3,1171755.9,1258643.1,1271958.2,1300474.0,1375677.6,1606407.5,1602338.7,1650786.8,1701498.4,1897993.7,1795574.2,1747179.6,1739283.1,1951148.0,2018768.7,2033751.9,2097876.3,2249126.4,2259520.6,2331237.0,2444395.7,2587308.3,2516242.4,2573200.2,2680602.0,2999038.9,2957775.3,2934183.9,3013359.4,3275116.3,3317991.0,3398365.9,3531951.0,3873946.1
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,1065334.3,1086381.7,1088480.4,1167457.8,1311131.5,1315056.1,1369583.6,1476405.8,1737608.2,1774076.7,1834322.6,1935191.3,2177226.8,2085298.0,2083602.5,2118231.7,2320732.6,2305416.7,2353211.5,2477288.3,2640575.1,2738555.3,2880196.5,2992328.2,3122934.1,3357516.1,3393757.2,3518825.4,3738098.7,3793858.3,3828968.7,4038435.5,4168066.2,4678208.8,5027161.3,5210953.9,7032073.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,2578826.4,2667249.6,2619588.0,2736658.2,2995999.5,3097171.2,3150939.2,3276623.6,3497767.2,3887138.1,3993583.9,4207187.4,4679856.3,4961535.0,5030614.1,5262255.4,5856618.5,6186358.3,6096272.7,6635228.7,7647957.8,7905342.8,7928964.1,8109009.2,8314695.9,8587125.0,8678460.9,8773744.7,10042193.6,10282439.8,10192678.1,10422443.1,11028779.2,11498769.4,11588835.4,11969455.9,13380367.4
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,971536.4,965960.9,982666.4,1028780.1,1114645.5,1122772.8,1164911.7,1259479.9,1489354.2,1467229.8,1550529.2,1604102.8,1778653.8,1791988.0,1755907.2,1749823.1,1846955.0,1931585.3,1931595.7,1996645.3,2165152.4,2195764.3,2288407.7,2347527.1,2495459.2,2567597.9,2626880.0,2720405.1,3001710.2,2958257.9,2980281.1,3089408.1,3390780.0,3348845.3,3556916.0,3709245.4,3985297.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1031697.1,1045627.8,1062152.1,1139706.9,1229567.0,1260882.5,1311993.9,1429941.4,1707922.3,1727296.1,1806188.2,1873002.9,2101199.2,2031999.1,2030771.9,2066198.1,2266702.7,2288775.8,2303839.0,2425123.0,2670095.8,2712777.7,2815620.5,2924227.9,3178225.1,3260771.5,3259375.3,3320328.6,3684374.3,3730107.1,3758753.3,3869377.0,4284890.8,4345787.1,4484078.8,4751275.6,5099906.8
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,1194895.0,1228609.6,1256233.8,1349031.1,1437316.8,1499462.2,1580137.5,1712326.9,1968884.6,2042517.1,2135597.4,2210892.3,2481185.4,2417969.1,2434692.6,2480428.7,2704488.2,2790268.9,2808888.9,2987429.5,3306649.8,3373220.2,3470644.4,3641143.9,3947943.3,4107883.1,4131773.2,4130303.6,4480781.3,4562939.3,4638524.3,4738326.5,5266055.1,5352198.5,5470161.2,5820115.9,6315606.4
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,938181.7,939668.4,939886.7,992510.8,1085997.6,1082462.7,1109626.2,1210935.6,1487363.1,1464668.5,1526569.2,1576894.0,1777381.4,1657237.1,1638318.8,1707856.4,2089524.4,1986621.7,2165077.0,2193033.3,2184200.3,2238721.8,2308366.8,2374292.4,2490929.3,2530010.6,2516192.8,2579127.0,3017941.2,3015256.1,3033133.2,3163526.8,3522105.2,3487831.3,3563833.8,3740836.4,4267642.1
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,1008787.1,1022588.9,1032492.9,1099366.5,1242291.9,1291361.1,1322032.0,1417541.3,1586921.2,1604236.4,1687337.3,1749810.8,1860368.9,1786266.0,1787553.8,1789620.8,1909254.9,1872868.0,1887238.9,1980444.8,2012230.5,2060969.6,2173273.9,2262245.2,2438600.6,2506137.3,2545870.1,2576120.5,2837791.4,2849544.0,2860374.0,2962788.7,3289939.5,3320963.5,3449682.9,3631860.3,3932794.4
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,1020442.6,1003060.1,1021772.5,1105278.7,1243460.0,1250900.3,1289857.2,1421827.2,1702757.0,1678503.4,1770720.3,1854142.0,2049882.4,1860222.0,1839651.7,1877559.0,2102379.8,2131846.3,2173287.3,2299065.0,2531930.6,2590735.9,2671727.6,2790138.2,3015826.7,3040950.4,3066984.7,3169936.7,3061282.1,3104519.0,3133540.2,3266420.3,3597218.8,3681374.5,3848580.7,4067854.3,4318247.3
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,1001692.8,1008020.3,1020266.6,1088944.5,1155101.1,1167788.0,1219744.9,1302251.2,1538747.5,1543979.7,1594798.4,1642164.7,1803024.9,1806194.1,1792479.6,1801400.5,2038688.8,2041229.6,2020321.6,2071776.0,2203056.3,2152292.7,2237744.6,2298414.3,2623854.2,2632249.2,2678972.6,2718326.0,3112102.5,3209427.7,3268705.0,3325594.4,3492791.0,3555287.9,3768590.5,3935615.6,4372747.5
1714219,Pop tumani,Папский район,Pop district,Поп тумани,906486.7,898180.8,927295.9,1001762.0,1044697.0,1064112.0,1092402.8,1199476.2,1615115.2,1619045.3,1672016.1,1706293.1,1889720.9,1825060.3,1804984.5,1830345.8,1983093.4,2030086.5,2026247.9,2112479.9,2381500.0,2361689.0,2437443.4,2480646.9,2528070.8,2541257.7,2561135.8,2601050.5,3413392.5,3391392.9,3385376.1,3502156.9,3922332.2,3972381.3,4097493.5,4342701.3,4498183.3
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,1012544.0,1015420.1,1035577.6,1142698.1,1204073.8,1218655.3,1271715.7,1437370.9,1666252.9,1706584.0,1815016.4,1911344.7,2199105.5,2103131.5,2107757.0,2163976.6,2419884.7,2443687.0,2420648.9,2560084.7,2915559.5,2872825.6,3039197.4,3114634.7,3485428.8,3519538.2,3552176.3,3580231.9,3910061.0,3936505.9,3847270.8,3968957.6,4485796.1,4617122.9,4765460.9,4923983.9,5039840.8
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,898394.4,902948.9,896476.2,957941.2,1068476.2,1080432.9,1111789.5,1215019.8,1608281.9,1575926.0,1630921.3,1678377.9,1876640.5,1844902.5,1827512.5,1843433.9,2029798.0,2015057.8,1990638.4,2129082.8,2415326.4,2405658.6,2480254.7,2577738.5,2824155.7,2851357.5,2786307.5,2972343.4,3298992.6,3254014.6,3231202.5,3376526.9,3746010.7,3655468.5,3719566.1,3931765.1,4233349.3
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,1018693.9,1007581.2,1023944.3,1090872.7,1194013.4,1217513.6,1263279.3,1376142.4,1688862.7,1685526.5,1760336.0,1833016.9,2064426.5,2107129.6,2082033.2,2103837.1,2150800.3,2148273.1,2151590.4,2242411.4,2419671.3,2445703.9,2538583.6,2620048.3,2729818.2,2759740.6,2713965.7,2884235.8,3105625.2,3145408.0,3135238.2,3247146.4,3512177.2,3595881.9,3762418.3,4149683.3,4005103.2
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,931372.6,937703.2,920776.9,968694.2,1019366.2,1045852.1,1072527.1,1170591.6,1427055.0,1423168.9,1482515.5,1543538.6,1734153.5,1651201.9,1618323.7,1649806.9,1768051.1,1824639.8,1785254.6,1846042.3,2095617.5,2157264.4,2240477.4,2326307.6,2512395.6,2567516.5,2534244.9,2581661.2,3081286.8,3242426.2,3337063.3,3508925.9,3984329.4,4063199.6,4333994.1,4525726.8,4946328.7
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,851984.3,865008.2,874677.7,930430.7,996605.5,1006115.5,1053622.8,1137711.8,1370744.7,1329281.0,1389515.5,1433105.8,1626512.3,1554725.4,1562456.2,1609599.0,1781880.5,1787286.9,1797881.1,1866728.7,2043299.9,2069825.2,2198811.5,2283107.9,2456258.4,2564464.3,2533895.8,2664111.7,2918842.6,2941152.6,2934671.1,3069289.9,3385764.0,3473869.4,3717608.1,3962185.5,4260414.7
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,970120.9,989347.2,991783.8,1054747.7,1190260.5,1186234.7,1215403.2,1327420.1,1653016.5,1584829.2,1646726.2,1713978.0,2001252.4,1971420.1,1976314.3,1950228.5,2170541.7,2129364.5,2142860.6,2230062.5,2446290.8,2508552.6,2617102.5,2678514.7,2829627.1,2897314.9,2890650.6,2981644.3,3280518.6,3291747.8,3314473.9,3385838.2,3662401.1,3760353.1,3940312.7,4188446.2,4417306.2
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1070777.6,1081802.6,1096398.7,1163436.8,1242609.3,1275606.0,1317863.8,1444104.0,1725349.1,1751149.5,1820353.7,1909801.1,2119548.5,2093702.7,2082285.3,2117407.1,2311451.2,2291461.7,2277250.9,2418594.0,2594858.5,2659587.9,2783929.9,2892468.0,3107995.6,3241618.5,3298673.1,3421040.8,3701128.9,3830769.4,3887718.8,4021065.8,4351023.1,4438655.5,4818300.8,4737581.5,5069429.8
