Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
192,Kuba,Куба,Cuba,Куба,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,5.5,5.8,5.8,0.0,0.1,1.0,1.0,1.0,1.7,1.7,1.7,1.7,1.7,1.7,2.1,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.5,0.7,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,3.8,4.0,0.0,0.0,0.0
384,Kot D'ivuar,Кот-д'Ивуар,Côte d’Ivoire,Кот Дъивуар,0.4,0.4,0.4,0.4,0.4,4.5,4.5,4.5,4.6,4.6,4.6,4.8,1.1,4.4,6.1,6.1,7.7,7.7,7.8,7.8,7.8,7.8,7.8,7.8,0.0,0.0,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.6,26.7,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.7,6.7,7.0,7.6,8.2,1.4,1.4,3.6,4.7,4.7,21.7,246.9,374.1,434.5,677.7,783.6,818.7,0.6,10.4,15.7
598,Papua - Yangi Gvineya,Папуа-Новая Гвинея,Papua New Guinea,Папуа - Янги Гвинея,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,0.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0
798,Tuvalu,Тувалу,Tuvalu,Тувалу,0.0,0.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Chad,Чад,Chad,Чад,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0
008,Albaniya,Албания,Albania,Aлбания,173.2,343.1,750.3,750.3,976.3,1397.1,1599.6,1796.7,1992.7,2185.6,2398.5,2643.3,411.9,839.7,1278.2,1715.8,1921.7,2143.9,2338.5,2561.0,2561.1,2561.1,3196.8,3196.8,422.7,423.2,425.9,427.0,428.9,429.5,430.4,430.6,430.7,433.5,433.6,543.8,0.0,0.0,0.4,0.4,0.5,0.9,1.0,2.8,3.6,3.6,85.9,86.9,0.4,0.9,34.4,35.2,35.7,35.9,37.1,37.8,37.8,139.4,144.8,144.6,0.0,0.0,0.0
196,Kipr,Кипр,Cyprus,Кипр,10.4,41.9,162.1,172.8,620.5,781.8,791.3,544.5,799.5,884.0,892.3,3473.6,3.2,253.3,314.1,453.2,503.7,514.2,538.9,565.1,589.8,608.5,2874.1,2874.1,28.7,34.1,45.7,58.2,66.5,195.6,236.5,259.6,518.7,45628.1,45672.4,55501.0,40.0,137.7,191.1,2508.8,4096.7,4901.2,5753.5,6598.1,12310.3,7977.9,9550.5,10871.6,869.5,5508.6,9264.7,13316.6,21398.6,25611.2,30445.8,30932.5,31979.8,33057.8,34138.6,35569.4,1082.9,2273.6,3436.0
388,Yamayka,Ямайка,Jamaica,Ямайка,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,94.4,117.4,119.9,0.0,0.0,0.1,0.2,0.2,0.4,0.4,1.2,1.4,1.5,1.9,1.9,0.0,0.0,0.0,0.3,0.5,0.6,1.5,1.5,2.2,2.2,2.2,2.3,0.0,0.0,0.0,0.1,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.0,0.1,0.1,0.1,0.1,0.1,0.1,2.7,2.7,2.8,2.8,2.8,0.3,0.8,1.1
016,Amerika Samoa,Американское Самоа,American Samoa,Aмерика Самоа,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,10.5,12.8,15.9,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.7,0.7,39.7,0.0,0.0,0.0,0.0,6.1,6.1,6.1,7.5,7.6,10.1,10.6,10.8,12.0,14.2,3.8,4.0,4.0,4.3,4.7,6.1,7.5,9.9,10.9,11.3,0.4,0.9,6.4
204,Benin,Бенин,Benin,Бенин,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.2,155.6,155.6,155.6,0.0,0.0,0.0
404,Keniya,Кения,Kenya,Кения,0.0,0.1,0.3,0.3,0.3,193.1,194.1,196.2,197.5,199.2,202.6,204.8,0.1,0.1,0.8,1.9,2.9,3.9,4.4,5.8,5.8,5.9,7.2,7.2,0.0,0.0,0.0,1.0,2.4,2.9,2.9,3.0,3.0,116.0,116.0,118.0,0.0,6.0,6.1,6.9,6.9,7.0,7.2,7.3,7.6,7.6,25.9,28.9,70.0,0.2,54.6,54.9,104.5,104.5,129.8,180.2,344.0,519.2,695.3,978.6,292.6,348.0,348.1
020,Andorra,Андорра,Andorra,Aндорра,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,0.9,0.9,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0
212,Dominika,Доминика,Dominica,Доминика,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.8,0.0,0.0,0.0,0.7,1.2,1.2,1.2,1.2,1.7,1.7,3.0,4.0,0.0,0.0,0.0,1.3,1.5,1.6,1.6,1.6,1.7,2.4,2.6,2.6,0.0,0.4,0.4
408,Koreya Xalq Demokratik Respublikasi,Корейская Народно-Демократическая Республика,Democratic People's Republic of Korea,Корея Халқ Демократик Республикаси,11.2,22.9,213.6,213.6,241.3,135.7,149.2,161.8,169.8,182.4,195.1,223.4,12.5,25.2,41.3,53.8,68.8,99.0,126.6,168.5,214.8,259.3,984.7,984.7,43.4,82.9,125.6,169.0,214.8,261.2,316.5,365.9,418.7,473.0,520.6,668.6,45.8,84.7,87.7,111.1,154.8,196.4,230.7,264.5,300.4,335.9,369.7,414.8,28.5,51.1,76.1,102.0,132.1,168.0,201.1,237.0,245.5,279.7,283.6,287.8,6.6,10.6,21.6
604,Peru,Перу,Peru,Перу,712.8,1114.9,1746.4,1982.2,2020.7,2020.7,2461.9,2930.5,3279.7,3479.7,3933.3,3933.3,0.0,21.6,240.9,1015.2,2521.2,3238.8,3241.4,3597.3,3748.5,3961.7,3974.0,3974.0,0.5,0.7,1.0,2.8,6.4,6.8,7.1,7.1,41.4,42.1,220.9,474.4,461.2,1264.6,1644.9,1792.0,1794.8,2023.6,2394.0,2930.2,3209.3,3501.5,3652.2,3847.4,73.5,73.7,93.4,93.4,149.8,351.7,352.1,791.4,792.0,1222.9,1326.7,1595.1,25.0,80.4,80.5
807,Shimoliy Makedoniya,Северная Македония,North Macedonia,Шимолий Македония,0.0,84.6,124.7,284.2,310.9,443.3,515.4,678.9,964.7,1168.3,1350.1,1457.6,109.0,481.0,902.5,1098.1,1180.5,1237.4,1237.6,1306.8,1307.0,1307.2,1470.6,1470.6,0.0,8.0,85.8,86.6,159.6,179.1,179.1,179.1,180.0,286.7,286.7,782.4,0.0,34.1,74.0,115.2,115.2,193.2,194.0,194.3,241.7,282.4,308.6,381.1,30.0,30.0,30.0,30.1,30.1,30.2,30.2,286.5,286.7,287.0,326.2,326.3,0.0,0.0,0.0
166,Kokos Orollari,Кокосовых островов,Cocos Islands,Кокос Ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
