Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
772,Tokelau,Токелау,Tokelau,Токелау,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Pitkern,Питкэрн,Pitcairn,Питкерн,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
024,Angola,Ангола,Angola,Aнгола,0.4,1.0,2.4,2.4,3.6,3.9,4.5,4.3,4.9,5.5,6.1,6.7,0.6,1.0,1.3,2.0,2.7,3.4,4.1,73.5,74.0,74.7,76.8,76.8,0.7,1.6,2.9,4.0,5.1,6.6,15.0,49.9,56.5,58.7,69.0,70.7,0.0,0.0,0.0,32.2,32.2,32.2,32.2,68.4,68.8,68.8,68.9,68.9,0.0,164.6,164.5,164.7,164.7,164.7,164.7,164.7,164.7,164.7,1465.3,1604.6,0.0,33.5,33.5
214,Dominika Respublikasi,Доминиканская Республика,Dominican Republic,Доминика Республикаси,33.6,33.6,33.9,33.9,33.9,172.3,247.9,333.9,377.3,377.5,377.5,546.5,0.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,256.0,256.0,256.8,256.8,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.3,118.4,231.3,231.4,0.0,174.2,296.7,296.7,296.8,296.8,296.8,296.8,296.8,510.2,1335.8,1493.6,106.9,106.9,106.9,140.2,140.2,140.2,140.3,140.3,191.8,191.8,204.9,204.9,0.0,0.0,30.1
831,Gernsi,Гернси,Guernsey,Гернси,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Niderlandiya Antillari,Нидерландские Антильские Острова,Netherlands Antilles,Нидерландия Aнтиллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032,Argentina,Аргентина,Argentina,Aргентина,0.0,0.4,53.2,63.1,63.7,64.2,95.1,147.6,184.8,185.0,186.8,221.9,2.6,4.8,8.3,8.8,81.0,81.0,81.7,81.8,115.2,211.2,218.0,218.0,0.0,0.0,4.3,28.4,45.7,64.9,74.3,125.1,141.2,154.9,158.5,176.5,0.5,0.5,2.6,3.4,5.4,6.6,158.1,158.4,160.0,256.3,258.2,263.5,19.5,13.9,25.1,27.2,67.3,68.8,72.3,74.7,77.7,82.8,124.1,970.2,980.6,1234.3,1673.3
218,Ekvador,Эквадор,Ecuador,Еквадор,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.8,0.9,63.3,63.3,63.3,63.3,67.4,70.6,70.6,0.0,0.0,7.8,8.8,8.8,8.8,8.8,36.1,49.5,59.5,59.5,60.9,0.0,0.0,0.1,0.8,0.9,56.1,56.1,13261.6,57.1,57.1,59.0,59.0,9696.0,0.0,343.3,402.9,424.9,525.6,731.6,1247.9,1370.8,1486.0,1527.8,1533.4,1.9,1.9,200.5
422,Livan,Ливан,Lebanon,Ливан,52.1,52.2,52.2,52.5,90.5,96.7,96.8,242.9,348.3,618.3,691.5,807.1,0.0,238.3,261.0,280.5,624.4,1158.9,1211.3,1324.1,1324.3,1534.6,1564.3,1564.3,70.8,70.8,148.0,277.8,317.2,375.5,400.4,400.6,501.6,505.1,533.7,604.4,28.0,62.9,70.2,94.8,96.5,114.9,115.5,227.9,253.5,268.1,304.8,307.9,87.2,87.7,91.3,138.5,315.8,374.3,375.0,375.5,414.0,416.0,453.3,497.8,14.0,18.4,224.2
630,Puerto-Riko,Пуэрто-Рико,Puerto Rico,Пуерто-Рико,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4,1.4,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.8,2.7,2.7,0.0,0.0,0.0,0.0,2.2,24.1,25.1,200.6,203.3,203.3,204.3,204.3,0.0,1.1,1.1,1.1,1.6,1.9,2.2,2.2,2.2,2.2,2.8,2.8,0.0,0.4,0.4,0.4,0.6,0.8,0.8,0.9,1.1,1.4,1.6,1.9,0.3,0.7,1.0
044,Bagam orollari,Багамские Острова,Bahamas,Багам ороллари,0.0,0.0,0.1,0.1,0.3,0.4,0.5,0.7,0.8,1.1,1.2,247.4,0.1,0.1,0.2,0.2,0.3,0.3,0.9,1.0,1.0,1.1,339.1,339.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.5,0.5,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0,0.0,0.0,0.1,0.1,0.1,3.8,3.8,6.6,6.6,6.6,6.6,0.0,0.0,0.0
031,Ozarbayjon,Азербайджан,Azerbaijan,Озарбайжон,3726.4,10468.9,16474.7,23143.3,28188.3,33510.3,39352.8,44590.7,51740.4,61154.8,69477.3,75997.0,5470.7,13365.8,21911.2,33466.5,47887.4,60121.9,71553.4,81325.2,93130.1,103514.5,133749.7,133749.7,5887.0,17428.5,24963.6,40252.4,52753.4,64784.3,72866.3,87132.3,99028.1,108745.2,119854.7,133392.8,7244.4,18278.5,36547.7,44944.2,63947.9,84274.0,97513.1,122440.3,149580.9,173242.5,191445.1,208085.5,10902.6,27930.4,46231.1,64449.6,80929.9,106520.1,121436.5,138300.1,157887.0,182181.1,204975.3,227278.2,14581.1,36657.1,53967.0
004,Afg'oniston,Афганистан,Afghanistan,Aфғонистон,58142.5,109143.7,178609.6,246947.2,298834.7,352745.0,406198.6,442861.6,487668.2,537306.4,601274.5,667484.3,37606.1,94589.5,182507.9,248455.2,306647.6,364585.3,415089.1,465141.1,514428.8,579209.1,756281.6,756281.6,52377.6,110771.1,178777.1,258037.8,326479.4,368455.2,466727.7,537731.9,608664.4,685753.9,774560.2,857236.5,45518.4,128199.7,233993.5,312311.3,371713.5,444916.4,553901.9,645479.8,739541.4,857932.7,974247.6,1089330.2,104203.0,208644.7,316132.1,415156.3,515885.4,603677.7,740014.1,881567.9,1018271.5,1180117.7,1334607.7,1533805.0,136727.6,289129.4,443610.7
276,Germaniya,Германия,Germany,Германия,2270.2,5002.9,9842.1,15753.3,18936.0,25272.1,29967.0,37089.9,44634.4,53752.3,60795.5,72187.0,5719.0,13794.5,20413.6,29977.9,34637.1,41536.9,47344.9,57893.6,69141.4,80973.0,98950.7,98950.7,6320.5,11382.8,18314.2,28220.7,35053.4,40559.9,47914.1,56646.4,60983.8,67531.8,71958.6,86769.8,5525.9,12921.5,20448.1,27561.4,32228.4,39633.2,48572.5,57501.9,66474.0,75439.9,86147.9,97455.0,9193.8,21352.1,33195.8,36320.1,45353.4,57461.2,68557.4,80378.6,91414.6,102549.9,117886.9,145545.7,11337.0,25564.6,37834.3
417,Qirg'iziston,Кыргызстан,Kyrgyzstan,Қирғизистон,41534.5,91300.2,145810.3,195347.7,272749.5,346794.3,411250.3,489450.9,564716.3,642898.0,711199.9,792044.4,51321.0,114970.1,192131.9,282685.6,365245.6,482961.0,529072.1,597628.6,683426.2,772842.6,982539.4,982539.4,43426.7,130123.9,167022.2,242145.5,307512.1,351700.8,463726.9,491520.7,537444.7,566485.5,599775.7,634436.7,25453.3,61302.1,103643.7,151454.3,193241.3,270308.4,323885.4,365946.2,402879.0,445417.8,477077.5,513255.3,24776.7,122089.6,99106.6,147200.9,209727.1,266179.1,320523.1,371324.3,422106.8,491464.8,560374.3,771082.8,46520.6,102076.0,169852.9
156,Xitoy,Китай,China,Хитой,146983.9,286720.4,474397.2,641246.4,836242.8,1029732.7,1306232.2,1577283.4,1794440.2,2090547.3,2318664.9,2529091.0,157118.0,310542.3,527947.2,838679.5,1041188.4,1253867.3,1507319.3,1769717.8,2020250.9,2240149.5,2631997.8,2631997.8,88373.2,183679.2,375685.4,621426.2,843680.1,1063085.6,1531258.3,1738185.2,1855460.3,2054776.5,2274324.5,2486557.3,169903.4,349539.6,467331.5,647263.9,824572.0,994756.3,1173821.2,1370783.9,1531674.2,1723427.6,1915352.7,2054925.5,87994.6,303923.6,451316.8,608838.4,755729.4,906090.7,1096909.9,1247533.0,1392144.1,1635694.8,1868264.1,2470725.3,178051.3,382209.3,641672.6
068,Boliviya,Боливия,Bolivia,Боливия,0.0,0.0,0.0,0.0,0.0,20.7,20.7,40.0,40.0,40.0,40.0,40.0,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Ekvatorial Gvineya,Экваториальная Гвинея,Equatorial Guinea,Екваториал Гвинея,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Lixtenshteyn,Лихтенштейн,Liechtenstein,Лихтенштейн,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.3,1.0,1.1,1.1,1.2,0.0,0.1,0.1,0.2,0.2,0.5,0.6,0.7,0.8,1.0,1.3,1.3,0.2,0.3,0.4,2.0,3.1,5.0,5.0,5.1,4.5,4.6,4.7,267.8,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.0,1.2,1.3,1.4,1.4,11.6,40.7,92.9,116.1,185.7,203.2,226.4,249.6,290.2,343.1,354.8,359.1,0.0,0.0,11.6
642,Ruminiya,Румыния,Romania,Руминия,181.1,360.9,688.3,1072.0,1564.7,1675.3,1893.1,2151.9,2570.4,3486.9,5422.7,6223.1,581.2,1563.9,2107.2,2707.6,3367.0,5622.3,7068.9,7664.7,8325.4,10623.7,12273.0,12273.0,128.7,1048.3,1771.7,3513.5,4205.5,6019.2,6887.4,11007.4,14896.9,20914.9,30401.8,37224.4,656.5,2360.4,5093.2,6108.4,7747.3,8537.4,10409.1,11689.6,20544.4,30132.5,33427.8,41224.7,2538.1,9039.1,12122.2,14452.2,15901.7,17355.0,20830.4,23098.6,25344.5,27673.8,29390.1,31263.8,667.0,1380.3,1994.0
688,Serbiya,Сербия,Serbia,Сербия,0.1,1.1,36.2,74.3,123.4,137.3,241.0,353.5,375.6,435.9,500.7,625.5,77.0,287.7,294.6,339.7,392.9,477.8,540.7,568.6,821.3,1074.9,1379.8,1379.8,173.6,174.2,179.7,267.8,270.5,272.2,381.8,481.6,486.4,490.2,570.9,706.0,56.3,85.2,193.8,357.1,420.4,509.6,739.6,742.2,832.1,835.3,941.8,1001.9,110.0,111.9,114.8,159.9,249.9,455.0,459.8,557.7,566.4,719.3,895.7,930.7,0.7,41.8,43.9
710,JAR,ЮАР,South Africa,ЖAР,1.2,1.5,5.8,5.9,7.6,3207.7,3208.8,3210.0,3210.8,3211.0,3232.9,3258.3,0.0,2.0,3.3,4.4,5.3,6.1,6.6,260.2,260.9,852.1,1052.1,1052.1,0.3,7.0,10.7,35.2,35.9,106.2,106.9,107.5,112.2,114.8,726.2,971.4,259.4,301.7,359.8,360.4,1020.3,1370.2,11255.9,11308.7,11405.9,11528.7,11530.2,11758.9,155.7,158.4,366.1,628.7,713.4,719.8,721.5,723.0,726.1,805.6,807.4,1034.2,254.8,254.9,769.7
620,Portugaliya,Португалия,Portugal,Португалия,659.6,1456.1,2391.3,2953.6,3409.5,3889.1,5749.6,6177.9,8360.8,9108.4,9813.1,10754.2,466.4,1033.6,1371.0,2006.5,2714.5,3844.5,4292.1,4292.6,4573.9,4877.4,5587.1,5587.1,174.3,692.1,1235.8,1654.7,1694.6,2061.0,2192.6,2361.1,2421.2,2730.3,2920.9,3206.7,471.5,1547.2,3428.9,5593.8,6745.9,7715.7,8322.1,9538.2,10919.9,11442.4,12918.1,13921.6,783.2,1301.3,1994.4,2422.1,3388.7,4124.2,4404.5,4877.3,4976.0,5407.4,5937.8,6265.5,745.4,1041.0,1407.9
072,Botsvana,Ботсвана,Botswana,Боцвана,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.0,0.0,0.0
233,Estoniya,Эстония,Estonia,Естония,390.8,809.9,1481.6,2158.1,3597.7,4564.4,5093.0,5571.2,6522.1,6657.2,6860.1,10865.3,1003.6,2199.5,5112.8,7400.2,9660.0,10425.0,10651.7,13753.7,14131.9,14883.7,23050.0,23050.0,264.0,1688.9,2143.7,3221.3,6762.9,8282.5,10092.1,11773.6,13045.0,14068.3,15008.3,22213.6,2128.7,3453.4,5186.2,5780.7,6971.7,9631.3,11022.4,11977.6,13788.5,15910.1,18737.6,21297.1,3104.4,5075.5,6455.2,7640.8,8808.0,10012.5,11195.0,14487.8,17626.1,20731.1,23448.6,25123.5,1609.4,3013.0,4342.6
446,Makao,Макао,Macao,Макао,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.0,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,24.5,24.5,0.0,0.0,5.6,6.0,6.2,6.5,6.5,7.4,7.8,8.9,9.3,9.5,0.0,0.0,2.0,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.7,10.1,0.1,0.2,40.6,40.8,91.5,92.5,92.5,136.0,136.7,136.9,137.0,137.1,0.0,0.0,51.1
660,Angilya,Ангилья,Anguilla,Aнгиля,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,309.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,4.7,4.7,4.7,82.7,1.4,3.4,13.3,13.3,15.4,19.2,52.6,56.6,59.2,59.2,61.2,62.9,0.0,21.5,272.2
