Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,698156.0,756031.0,814101.0,857157.0,920564.0,978738.0,1067433.0,1148734.0,1226095.0,1298011.0,1356566.0,1392968.0,1420026.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,35032.0,37335.0,39959.0,41280.0,44121.0,47441.0,51644.0,56144.0,60625.0,65364.0,68870.0,71533.0,73212.0
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,6657.0,6796.0,6955.0,7229.0,7707.0,7888.0,8548.0,9447.0,10176.0,10800.0,11712.0,12214.0,12796.0
1735411,Taxiatosh sh.,Тахиаташский город,Taxiatosh city,Тахиатош ш.,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,3903.0,4346.0,4575.0,4353.0,4720.0,5226.0,5733.0,6396.0,6940.0,7298.0,7372.0,7615.0,7763.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,2630.0,2940.0,3169.0,3393.0,1408.0,4134.0,4618.0,5093.0,5766.0,6440.0,6702.0,7131.0,7773.0
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,677.0,721.0,797.0,861.0,891.0
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,991.0,1208.0,1303.0,1375.0,2139.0,1690.0,1692.0,1911.0,2069.0,2255.0,2300.0,2445.0,2279.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,1476.0,1592.0,1694.0,1904.0,3527.0,2524.0,2915.0,2479.0,2639.0,3004.0,3259.0,3316.0,3688.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,3054.0,3195.0,3327.0,3406.0,1030.0,3609.0,3900.0,4160.0,4316.0,4578.0,4683.0,4938.0,4999.0
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,690.0,788.0,917.0,976.0,962.0,1222.0,1282.0,1358.0,1579.0,1733.0,1832.0,1920.0,2098.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,733.0,773.0,763.0,896.0,3666.0,976.0,1098.0,1262.0,1254.0,1319.0,1371.0,1355.0,1238.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,1013.0,1079.0,1236.0,1315.0,1281.0,1347.0,1371.0,1393.0,1557.0,1800.0,1820.0,1855.0,1871.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,827.0,0.0,0.0,0.0,0.0,1919.0,2030.0,2182.0,2353.0,2636.0,2917.0,3134.0,3143.0
