Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,100.72,100.48,100.87,100.94,102.17,99.66,99.67,100.39,100.55,100.64,100.59,100.83,100.7,100.5,100.6,100.6
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.87,100.47,101.47,100.79,99.17,98.92,98.93,100.59,100.89,100.87,100.95,101.39,100.8,100.9,101.3,101.0
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,99.17,97.03,97.77,99.05,98.49,100.88,99.4,99.82,100.22,97.21,96.96,97.53,99.3,98.0,99.8,98.8
01.10,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,99.69,94.15,98.56,101.19,100.0,99.18,100.21,100.14,100.48,100.5,100.56,100.41,100.1,100.9,100.7,101.3
01.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),101.83,102.88,109.94,101.84,100.53,100.2,100.86,100.31,102.15,101.89,100.27,100.32,100.8,101.1,101.8,103.3
01.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,102.54,102.09,108.14,102.19,100.74,100.69,102.29,101.18,100.52,101.66,100.77,100.61,101.6,101.6,101.3,104.5
01.38,Parranda goʻshti (butun tana),Мясо птицы (тушка),Poultry meat (whole carcass),Парранда гўшти (бутун тана),100.34,99.5,101.61,98.77,100.55,100.21,100.37,102.28,101.33,99.0,99.11,100.23,101.8,101.8,99.9,98.9
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),100.54,100.0,100.88,101.12,100.27,100.0,100.06,100.0,100.0,101.2,100.58,100.8,101.0,100.9,100.0,100.8
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,83.93,89.25,100.18,97.28,96.59,105.6,94.18,102.76,106.55,104.55,102.54,103.23,100.5,101.2,102.1,97.1
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,102.11,100.4,101.42,102.9,104.39,100.75,100.94,102.14,100.17,100.87,100.64,100.27,100.3,100.3,100.2,100.5
