Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,23.9,29.6,24.9,25.8,29.1,33.2,39.1,46.9,56.2,63.3,70.6,77.4,80.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,19.5,36.0,28.6,27.4,28.4,32.2,40.3,47.3,54.0,61.2,70.7,72.3,76.3
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,12.3,27.2,21.8,20.9,24.2,27.5,31.8,39.0,46.0,54.4,58.4,66.4,69.6
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,24.0,28.4,23.6,23.1,25.3,28.2,35.7,42.5,49.7,58.5,69.9,71.5,76.9
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,38.5,24.6,20.5,20.9,22.9,27.4,33.7,39.7,45.6,53.0,111.0,64.1,69.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,11.2,16.7,14.7,15.9,18.2,21.7,26.7,34.7,42.3,48.8,47.9,58.7,63.6
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,32.1,35.3,27.7,28.7,30.5,34.8,43.3,52.3,60.5,69.8,95.3,83.8,89.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,19.1,25.3,19.7,19.7,23.0,27.3,34.4,41.9,47.3,54.7,58.9,64.7,70.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,18.1,25.0,21.0,21.0,23.5,27.1,31.9,38.3,44.6,51.9,51.2,63.0,68.7
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,9.4,17.7,15.2,15.2,17.3,21.5,27.6,35.9,42.3,47.5,47.3,57.9,61.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,11.3,31.2,26.4,26.5,28.2,34.4,41.3,50.9,57.2,65.5,89.2,78.5,80.3
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,0.5,11.3,8.1,9.4,11.7,11.1,16.5,32.8,40.6,48.7,61.1,63.1,65.9
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,28.0,24.3,21.3,20.8,24.0,28.2,33.2,40.4,49.7,72.8,80.9,91.3,85.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,11.2,25.5,21.8,22.0,24.8,31.2,38.1,45.8,52.4,60.2,73.9,72.0,76.7
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,107.2,99.3,88.3,99.6,113.7,124.1,129.3,132.0,165.9,142.4,131.8,173.2,168.2
