Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,11628.4,11919.1,12223.8,12523.3,12818.4,13058.3,13298.4,13520.3,13273.1,13541.1,13236.4,13538.9,13706.2,14014.2,14261.9,14933.9
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,580.8,590.0,600.2,610.5,621.0,630.0,638.6,647.2,705.2,711.3,707.4,702.6,714.2,735.5,759.4,805.8
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,97.3,99.8,101.6,103.2,105.0,107.4,109.4,110.6,128.3,135.7,127.4,131.6,133.2,128.2,131.0,141.4
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,58.3,60.6,61.9,63.0,64.1,64.9,65.8,66.7,77.0,74.2,79.2,77.5,71.2,77.1,85.2,85.5
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,56.7,57.1,58.5,59.4,60.4,61.2,62.0,62.5,72.4,72.7,69.9,69.7,74.0,74.7,75.8,78.3
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,8.3,7.6,7.7,8.3,7.3
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,16.0,17.0,17.2,17.6,17.9,18.1,18.2,18.4,15.9,17.6,19.1,18.1,18.0,19.3,19.7,19.4
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,28.3,29.0,29.3,29.8,30.3,30.7,31.1,31.6,32.1,32.3,26.2,25.4,26.7,28.0,28.9,30.9
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,41.1,41.1,41.6,42.4,43.1,43.7,44.3,45.0,52.4,50.3,50.3,49.5,49.8,52.2,52.1,62.9
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,15.6,15.9,16.2,16.3,16.6,16.8,16.9,17.4,15.9,17.5,17.9,17.0,16.6,17.0,17.8,16.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,10.1,10.1,10.2,10.6,10.8,10.9,11.0,11.1,10.0,9.3,11.4,12.1,10.4,12.8,13.7,13.8
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,15.9,15.5,15.6,15.7,16.0,16.2,16.3,16.7,19.1,19.0,20.2,20.0,20.2,21.0,22.5,23.1
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,28.2,30.1,29.5,30.6,31.8,32.4,32.3
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,14.0,13.7,13.6,14.0,14.2,14.4,14.5,14.8,15.9,15.7,14.8,14.1,14.1,15.2,15.6,16.5
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,62.5,64.5,66.1,67.3,68.5,69.4,70.3,71.5,74.1,70.9,72.2,69.7,74.1,79.9,82.0,87.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,66.0,63.6,64.1,65.3,66.4,67.2,68.3,68.7,46.0,42.3,40.7,39.3,39.8,42.1,42.6,44.4
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,36.4,36.9,37.6,38.4,39.1,39.7,40.2,40.5,43.6,45.9,42.8,42.5,44.1,43.0,43.5,51.4
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,16.2,18.2,18.5,19.1,19.4,19.6,19.8,20.1,20.3,19.6,18.9,19.5,20.0,20.0,23.1,25.7
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,46.4,47.0,48.2,48.4,49.2,49.8,50.5,51.6,60.3,60.1,58.9,58.8,63.8,65.5,65.2,69.9
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1112.0,1144.7,1176.3,1210.7,1245.0,1271.7,1297.7,1319.2,1266.8,1284.5,1225.9,1264.3,1296.8,1329.0,1338.6,1410.4
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,198.5,198.8,203.7,210.5,216.5,218.0,222.5,226.3,193.5,191.9,188.9,190.1,189.7,196.1,183.3,201.2
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,17.4,17.5,17.9,19.0,19.5,19.7,20.1,20.4,17.4,18.1,18.0,18.5,16.9,17.4,17.4,17.7
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,56.7,58.7,60.5,62.2,64.0,65.4,66.7,67.9,70.4,71.1,71.7,71.1,71.2,72.5,77.6,79.2
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,83.7,86.4,88.6,91.2,93.7,96.8,98.8,100.4,103.9,105.4,101.8,107.0,105.4,108.2,110.8,112.0
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,76.6,79.2,83.4,84.6,87.0,87.6,89.4,90.8,81.6,81.5,76.4,81.2,84.1,83.7,86.5,89.9
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,28.6,29.8,30.9,31.5,32.4,32.6,33.3,33.8,29.5,30.1,28.1,28.0,28.6,29.9,31.1,32.1
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,45.7,47.2,49.0,50.3,51.7,52.8,53.9,54.9,57.2,59.0,57.2,59.2,61.2,61.7,63.3,74.6
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,64.9,67.0,68.5,70.8,72.8,74.4,75.9,77.1,76.5,77.4,76.3,76.9,80.4,84.4,84.6,83.1
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,83.9,86.7,89.0,91.7,94.3,96.4,98.4,100.0,88.1,95.7,90.1,91.8,97.4,98.7,100.7,106.1
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,20.6,21.4,22.2,22.6,23.2,23.7,24.2,24.6,24.0,24.5,23.6,24.6,24.4,26.1,26.3,25.2
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,72.0,77.5,79.0,81.2,83.5,85.3,87.0,88.6,85.0,88.6,84.3,88.6,90.8,92.8,91.9,103.7
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,109.4,111.5,114.5,118.0,121.3,123.9,126.4,128.4,129.8,131.4,121.8,126.6,136.2,140.7,143.4,141.3
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,56.0,57.2,59.3,61.3,63.1,64.5,65.8,67.1,70.0,69.4,68.0,70.9,71.6,74.5,74.7,83.4
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,92.4,96.7,97.4,100.1,103.0,108.7,110.9,112.3,119.9,119.3,112.1,114.0,121.6,126.9,127.2,129.3
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,69.3,72.7,74.8,76.7,78.9,80.6,82.3,83.7,75.5,76.2,65.1,70.9,73.6,69.8,71.3,79.9
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,36.3,36.4,37.6,39.0,40.1,41.3,42.1,42.9,44.5,44.9,42.5,44.9,43.7,45.6,48.5,51.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,768.1,784.7,804.4,818.4,823.2,824.2,825.3,826.5,810.1,797.1,788.0,777.3,780.6,803.2,796.7,840.2
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,167.1,121.4,124.5,124.6,125.3,125.5,125.7,125.8,123.5,120.9,126.1,117.5,118.1,122.3,112.5,123.9
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,29.5,31.4,32.2,32.9,33.1,33.1,33.1,33.1,26.2,25.0,25.4,25.6,26.4,26.1,27.4,29.5
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,36.4,36.9,37.8,39.3,39.5,39.5,39.6,39.6,40.6,39.8,38.8,40.1,39.0,40.4,41.4,39.9
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,48.7,62.7,64.3,66.4,66.8,66.9,66.9,67.1,67.7,69.2,68.1,65.0,67.9,70.1,71.0,90.6
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Вобкент тумани,52.0,55.2,56.6,57.6,57.9,58.0,58.0,58.2,57.0,56.7,60.0,60.1,60.4,61.6,61.4,58.6
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,99.1,116.8,119.7,123.0,123.7,123.9,124.3,124.3,124.2,126.4,120.6,121.1,119.0,123.5,123.4,118.8
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,32.2,33.0,33.8,34.3,34.5,34.5,34.5,34.5,30.9,30.4,32.7,32.7,33.4,34.6,33.9,33.2
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,69.5,71.3,73.1,74.3,74.8,74.8,74.9,74.9,67.3,66.1,61.2,62.7,65.1,67.4,66.3,69.2
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,12.8,13.9,14.3,14.3,14.4,14.4,14.4,14.7,20.7,16.5,16.6,16.6,16.0,16.4,17.2,16.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,45.7,47.8,49.0,49.8,50.1,50.2,50.3,50.3,49.6,49.3,48.7,48.0,47.5,47.7,46.8,48.5
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,58.3,60.5,62.0,62.7,63.1,63.2,63.2,63.4,56.8,58.4,56.0,56.5,58.6,58.9,59.3,70.5
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,52.4,67.7,69.4,70.2,70.6,70.7,70.8,71.0,72.2,66.7,63.2,62.3,60.0,62.3,65.1,67.6
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,64.4,66.1,67.7,69.0,69.4,69.5,69.6,69.6,73.4,71.7,70.6,69.1,69.2,71.9,71.0,73.9
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,381.6,392.4,402.9,415.1,428.4,441.4,454.8,468.2,486.6,536.2,534.3,550.7,546.4,553.9,559.2,593.2
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,66.9,68.2,71.7,73.8,76.3,78.6,80.8,83.7,72.8,77.1,76.0,78.4,77.9,77.9,77.8,85.7
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,13.7,14.1,14.5,14.9,15.4,16.0,16.3,16.8,17.9,18.3,20.1,20.3,17.6,19.3,20.9,17.2
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,37.4,38.4,39.7,41.1,42.3,43.7,44.9,46.4,53.0,59.1,57.1,56.6,57.2,56.8,59.2,65.2
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,43.1,44.5,46.4,47.8,49.4,50.8,52.3,54.1,57.2,63.4,65.8,68.2,65.3,65.7,65.8,68.3
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,49.9,51.3,52.5,54.2,56.1,57.7,59.4,60.9,75.1,82.5,80.2,80.5,84.2,84.8,89.1,94.6
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,19.9,20.4,19.8,20.3,20.9,21.5,22.1,22.7,25.2,26.5,24.4,28.6,26.9,26.8,27.4,24.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,43.5,44.7,46.4,47.8,49.4,50.7,52.4,54.0,54.2,61.0,62.4,64.6,62.8,64.5,67.4,70.7
