Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,101.6,105.0,113.7,101.5,118.4,103.6,90.8,110.2,135.5,159.6,147.5,129.1,123.9,112.8,102.3
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,354.5,79.3,185.7,88.9,193.1,104.3,118.9,59.4,103.9,132.9,176.7,166.4,105.0,111.0,82.5
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,122.3,94.6,108.2,100.5,97.4,105.7,84.8,62.9,196.9,183.8,245.5,160.1,102.3,101.5,92.5
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,182.4,88.7,134.6,103.7,59.3,136.7,156.7,100.8,276.4,232.1,106.0,126.7,112.5,88.4,143.2
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,122.3,68.6,228.9,76.2,91.3,100.2,116.5,160.2,77.1,206.6,217.1,122.5,192.8,92.5,65.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,128.8,111.8,121.9,141.4,76.2,128.3,108.3,109.8,124.4,167.9,178.8,79.8,239.8,95.7,96.8
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,89.2,101.0,130.8,111.5,109.0,112.2,119.9,83.3,119.1,147.7,132.2,112.5,129.1,123.3,107.5
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,103.9,87.9,121.5,106.7,102.9,95.0,68.6,221.8,87.0,119.6,135.4,139.5,116.8,96.5,145.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,44.3,159.0,84.6,123.0,275.8,103.8,111.8,104.0,87.1,189.0,130.4,77.7,182.3,106.4,109.1
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,67.5,183.2,103.2,101.1,94.0,119.5,109.1,246.2,150.9,65.3,180.9,144.0,112.4,115.8,93.5
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,130.6,73.1,115.0,104.3,98.4,105.6,90.4,44.5,375.7,153.8,122.2,122.1,138.2,137.7,100.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,94.6,131.5,99.1,96.0,106.0,96.6,52.8,174.5,140.0,216.7,125.7,130.9,96.2,132.5,106.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,86.0,75.7,109.2,101.4,114.1,102.5,81.6,70.8,173.3,165.2,109.0,125.6,123.2,94.9,103.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,200.9,63.3,183.7,91.5,127.2,91.4,103.2,76.4,105.0,85.6,295.6,231.6,117.2,151.4,112.3
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
