Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,2342118.0,2425354.0,2519521.0,2642704.0,2770689.0,2892770.0,2987338.0,3037479.0,3081371.0,3130537.0,3163221.0,3183745.0,3193796.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,139639.0,145030.0,150380.0,157195.0,164170.0,171233.0,176621.0,178684.0,180455.0,183468.0,182501.0,178496.0,173350.0
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,23716.0,24313.0,25356.0,27038.0,28521.0,30178.0,31070.0,31660.0,31436.0,31887.0,31752.0,31184.0,30451.0
1735411,Taxiatosh sh.,Тахиаташский город,Taxiatosh city,Тахиатош ш.,4052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,14265.0,14761.0,15575.0,16451.0,17009.0,17554.0,18007.0,17980.0,17655.0,17943.0,17597.0,17011.0,16765.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,14082.0,14937.0,15360.0,16005.0,4475.0,17041.0,17369.0,17641.0,17496.0,17941.0,18405.0,18562.0,18260.0
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139.0,2187.0,2268.0,2324.0,2263.0,2143.0
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,3765.0,3921.0,3916.0,4138.0,7565.0,4626.0,4580.0,4724.0,4883.0,4889.0,5094.0,5394.0,4973.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,5484.0,6059.0,6574.0,7129.0,11205.0,8370.0,8830.0,7283.0,7649.0,7754.0,7451.0,7062.0,6724.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,9791.0,10120.0,10188.0,10870.0,3871.0,11445.0,12044.0,12261.0,11982.0,11797.0,11915.0,10913.0,10510.0
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,3933.0,3884.0,3827.0,3676.0,2575.0,3928.0,4109.0,4367.0,4707.0,4776.0,4949.0,4855.0,4664.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,1978.0,2140.0,2306.0,2424.0,16618.0,2729.0,2774.0,2919.0,3087.0,3283.0,3375.0,3299.0,3155.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,3260.0,3475.0,3739.0,3925.0,4341.0,4750.0,4950.0,5022.0,5254.0,5458.0,5215.0,4963.0,4782.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,4052.0,0.0,0.0,0.0,0.0,6346.0,6715.0,7067.0,7187.0,7371.0,7598.0,7369.0,7229.0
