Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03,2026-M04
001,Guruch,Рис,Rice,Гуруч,2786.0,2819.0,2840.0,2855.0,2869.0,2825.0,2907.0,2910.0,2910.0,2927.0,2857.0,2956.0,3011.0,3063.0,3077.0,3188.0,2938.0,3033.0,3090.0,3237.0,3435.0,3583.0,3985.0,4412.0,4407.0,4643.0,4912.0,5126.0,5524.0,5667.0,6036.0,6214.0,6560.0,5340.0,4955.0,3926.0,3714.0,4148.0,4373.0,4330.0,4500.0,4364.0,4302.0,4261.0,4221.0,4227.0,4249.0,4186.0,4126.0,4087.0,4025.0,4019.0,4043.0,3877.0,3974.0,4043.0,4155.0,4207.0,4233.0,6364.0,5789.0,5745.0,5763.0,5782.0,6079.0,6387.0,7307.0,7563.0,7563.0,7661.0,7914.0,8479.0,9273.0,9257.0,9132.0,9073.0,9183.0,9291.0,9330.0,9592.0,9887.0,9908.0,9539.0,9314.0,9268.0,9008.0,9011.0,9098.0,9227.0,9313.0,9300.0,9388.0,9471.0,9584.0,9542.0,9505.0,9515.0,9394.0,9207.0,9392.0,9443.0,9347.0,9323.0,9330.0,9317.0,9312.0,9406.0,9430.0,9452.0,9449.0,9428.0,9368.0,9435.0,9023.0,8904.0,9507.0,10396.0,11391.0,11667.0,12210.0,13716.0,15236.0,17347.0,17489.0,18126.0,18370.0,18655.0,19275.0,19519.0,19499.0,19663.0,19528.0,19631.0,19768.0,19984.0,20076.0,20145.0,20292.0,20405.0,20544.0,20683.0,20149.0,19214.0,19051.0,18982.0,18952.0,18871.0,18827.0,18765.0,18747.0,18735.0,18696.0,18413.0,17370.0,16457.0,15954.0,15553.0,14652.0,13931.0,13724.0
003,Arpa,Ячмень,Barley,Арпа,1112.0,1119.0,1123.0,1130.0,1121.0,1014.0,965.0,955.0,922.0,934.0,881.0,900.0,923.0,944.0,964.0,1027.0,1024.0,1080.0,1063.0,1090.0,1154.0,1160.0,1201.0,1189.0,1223.0,1249.0,1298.0,1320.0,1364.0,1202.0,1180.0,1060.0,1113.0,1162.0,1206.0,1185.0,1195.0,1216.0,1269.0,1321.0,1364.0,1389.0,1396.0,1372.0,1270.0,1291.0,1309.0,1341.0,1356.0,1370.0,1379.0,1390.0,1407.0,1427.0,1446.0,1473.0,1499.0,1530.0,1579.0,1924.0,1923.0,1963.0,1984.0,2008.0,2014.0,2026.0,2074.0,2083.0,2241.0,2251.0,2348.0,2357.0,2423.0,2480.0,2763.0,2733.0,2505.0,2299.0,2208.0,2164.0,2073.0,2042.0,2096.0,2166.0,2265.0,2314.0,2369.0,2450.0,2614.0,2611.0,2485.0,2581.0,2587.0,2587.0,2616.0,2659.0,2657.0,2713.0,2801.0,2982.0,3185.0,3225.0,3209.0,3241.0,3273.0,3367.0,3787.0,3938.0,3982.0,4099.0,4137.0,4130.0,4243.0,4248.0,4158.0,4209.0,4267.0,4312.0,4320.0,4317.0,4306.0,4318.0,4329.0,4309.0,4245.0,4025.0,3871.0,3815.0,3766.0,3730.0,3685.0,3632.0,3629.0,3565.0,3530.0,3517.0,3514.0,3494.0,3378.0,3301.0,3309.0,3326.0,3277.0,3324.0,3349.0,3372.0,3561.0,3808.0,3879.0,3756.0,3732.0,3976.0,4003.0,4009.0,4054.0,4176.0,4298.0,4347.0,4342.0,4342.0
0004,Bug'doy,Пшеница,Wheat,Буғдой,979.0,992.0,1010.0,1022.0,1020.0,915.0,845.0,855.0,842.0,821.0,780.0,823.0,819.0,837.0,879.0,944.0,940.0,965.0,963.0,988.0,1037.0,1057.0,1112.0,1118.0,1155.0,1171.0,1227.0,1268.0,1293.0,1138.0,1113.0,1145.0,1169.0,1204.0,1256.0,1248.0,1249.0,1385.0,1453.0,1508.0,1525.0,1480.0,1352.0,1360.0,1257.0,1271.0,1298.0,1339.0,1361.0,1380.0,1389.0,1402.0,1418.0,1439.0,1457.0,1477.0,1496.0,1529.0,1595.0,1764.0,2032.0,2042.0,2057.0,2075.0,2076.0,2091.0,2119.0,2123.0,2071.0,2128.0,2280.0,2249.0,2238.0,2294.0,2384.0,2382.0,2268.0,2184.0,2041.0,1725.0,1848.0,1924.0,2434.0,2636.0,2566.0,2503.0,2582.0,2749.0,3295.0,3320.0,3101.0,3086.0,3134.0,3084.0,3072.0,3096.0,3105.0,3108.0,3121.0,3239.0,3366.0,3378.0,3133.0,3077.0,3069.0,3178.0,3503.0,3649.0,3710.0,3764.0,3868.0,3942.0,4188.0,4234.0,4091.0,4086.0,4124.0,4210.0,4235.0,4254.0,4271.0,4312.0,4286.0,4226.0,4234.0,4084.0,3739.0,3629.0,3638.0,3664.0,3574.0,3528.0,3531.0,3512.0,3471.0,3458.0,3459.0,3438.0,3315.0,3195.0,3203.0,3198.0,3129.0,3111.0,3102.0,3110.0,3208.0,3276.0,3307.0,3256.0,3244.0,3311.0,3311.0,3375.0,3544.0,3640.0,3737.0,3790.0,3792.0,3840.0
005,Jo'hori,Кукуруза,Corn,Жўҳори,1040.0,1063.0,1075.0,1085.0,1081.0,1005.0,988.0,991.0,980.0,935.0,1014.0,1045.0,1057.0,1076.0,1140.0,1204.0,1283.0,1298.0,1371.0,1423.0,1475.0,1460.0,1486.0,1467.0,1551.0,1538.0,1604.0,1693.0,1790.0,1617.0,1575.0,1567.0,1605.0,1646.0,1679.0,1481.0,1492.0,1492.0,1545.0,1589.0,1623.0,1590.0,1556.0,1571.0,1505.0,1527.0,1540.0,1577.0,1598.0,1620.0,1632.0,1643.0,1656.0,1674.0,1693.0,1711.0,1738.0,1767.0,1824.0,2135.0,2402.0,2433.0,2454.0,2467.0,2479.0,2529.0,2580.0,2600.0,2807.0,2904.0,2559.0,2440.0,2584.0,2824.0,3176.0,3065.0,3054.0,2980.0,2978.0,3007.0,2871.0,2804.0,2815.0,2823.0,2805.0,2817.0,2847.0,2911.0,3223.0,3228.0,3212.0,3350.0,3411.0,3504.0,3466.0,3469.0,3382.0,3364.0,3398.0,3494.0,3646.0,3686.0,3722.0,3731.0,3680.0,3669.0,3692.0,3756.0,3806.0,3868.0,3895.0,3888.0,4069.0,4084.0,4075.0,4150.0,4199.0,4217.0,4283.0,4324.0,4077.0,4127.0,4186.0,4227.0,4245.0,4190.0,4074.0,4007.0,3987.0,3957.0,3883.0,3836.0,3783.0,3699.0,3665.0,3634.0,3622.0,3653.0,3684.0,3686.0,3696.0,3674.0,3554.0,3546.0,3539.0,3556.0,3764.0,4339.0,4505.0,4485.0,4688.0,4962.0,4574.0,4486.0,4437.0,4499.0,4601.0,4667.0,4685.0,4706.0
006,Kepak,Отруби,Bran,Кепак,895.0,901.0,914.0,921.0,919.0,814.0,802.0,807.0,811.0,774.0,714.0,723.0,748.0,773.0,727.0,683.0,647.0,638.0,626.0,658.0,720.0,740.0,788.0,812.0,889.0,906.0,933.0,957.0,982.0,944.0,838.0,825.0,863.0,895.0,912.0,910.0,924.0,933.0,972.0,1027.0,1040.0,1035.0,998.0,969.0,930.0,960.0,936.0,949.0,968.0,981.0,993.0,1013.0,1032.0,1049.0,1177.0,1135.0,1221.0,1252.0,1282.0,1327.0,1159.0,1256.0,1258.0,1259.0,1283.0,1318.0,1337.0,1350.0,1447.0,1713.0,1846.0,1660.0,1663.0,1694.0,1733.0,1698.0,1676.0,1632.0,1632.0,1632.0,1628.0,1626.0,1628.0,1650.0,1660.0,1708.0,1724.0,1726.0,1763.0,1784.0,1822.0,1862.0,1784.0,1681.0,1706.0,1782.0,1775.0,1832.0,1952.0,2075.0,2126.0,2179.0,2271.0,2278.0,2273.0,2360.0,2471.0,2534.0,2551.0,2594.0,2623.0,2692.0,2768.0,2765.0,2724.0,2790.0,2819.0,2905.0,2951.0,2980.0,3069.0,3106.0,3100.0,3067.0,3109.0,3130.0,3101.0,3065.0,3059.0,3045.0,3008.0,2997.0,2980.0,2933.0,2882.0,2758.0,2729.0,2729.0,2722.0,2727.0,2773.0,2764.0,2684.0,2683.0,2711.0,2679.0,2751.0,2934.0,2968.0,2988.0,3019.0,3075.0,3082.0,3090.0,3112.0,3135.0,3227.0,3338.0,3352.0,3392.0
0008,Shrot,Шрот,Schroth,Шрот,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.0,2683.0,2772.0,2701.0,2435.0,2185.0,2200.0,2223.0,2465.0,2589.0,2632.0,2642.0,2654.0,2659.0,2661.0,2731.0,2790.0,2809.0,2840.0,2885.0,2949.0,3044.0,3044.0,3040.0,3027.0,3039.0,3046.0,3086.0,3132.0,3167.0,3313.0,3298.0,3265.0,3270.0,3327.0,3336.0,3327.0,3328.0,3328.0,3369.0,3452.0,3502.0,3530.0,3678.0,3697.0,3715.0,3882.0,3948.0,3611.0,3795.0,3866.0,3905.0,4144.0,4423.0,4430.0,4433.0,4443.0,4448.0,4454.0,4440.0,4450.0,4417.0,4408.0,4444.0,4454.0,4454.0,4454.0,4457.0,4491.0,4537.0,4584.0,4572.0,4548.0,4533.0,4657.0,4829.0,4839.0,4874.0,4935.0,4992.0,5024.0,5031.0,5010.0,5000.0,5065.0,5130.0,5128.0,5215.0
009,Shulxa,Шелуха,Husk,Шулха,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193.0,2262.0,2258.0,2249.0,2119.0,2039.0,2058.0,2068.0,2119.0,2153.0,2154.0,2176.0,2201.0,2230.0,2240.0,2280.0,2293.0,2298.0,2316.0,2361.0,2310.0,2233.0,2235.0,2250.0,2252.0,2260.0,2263.0,2307.0,2318.0,2432.0,2517.0,2539.0,2542.0,2556.0,2664.0,2671.0,2685.0,2686.0,2734.0,2808.0,2878.0,2875.0,2888.0,2941.0,2915.0,2934.0,3033.0,3097.0,3402.0,3576.0,3763.0,3695.0,3848.0,3969.0,3974.0,3974.0,3970.0,3948.0,3934.0,3943.0,3929.0,3844.0,3809.0,3792.0,3792.0,3792.0,3792.0,3792.0,3821.0,3855.0,3926.0,3898.0,3911.0,3902.0,4010.0,4250.0,4350.0,4499.0,4494.0,4506.0,4637.0,4637.0,4598.0,4595.0,4643.0,4612.0,4595.0,4508.0
010,Kombikorm,Комбикорм,Compound feed,Комбикорм,894.0,899.0,904.0,907.0,908.0,857.0,831.0,815.0,819.0,799.0,784.0,813.0,827.0,854.0,851.0,798.0,828.0,836.0,860.0,889.0,948.0,962.0,983.0,971.0,1033.0,1092.0,1129.0,1151.0,1179.0,1193.0,1150.0,1148.0,1183.0,1218.0,1236.0,1176.0,1215.0,1235.0,1287.0,1314.0,1321.0,1365.0,1365.0,1361.0,1388.0,1370.0,1350.0,1345.0,1367.0,1390.0,1400.0,1411.0,1425.0,1443.0,1467.0,1490.0,1517.0,1543.0,1569.0,1725.0,1739.0,1811.0,1814.0,1817.0,1840.0,1866.0,1888.0,2061.0,2597.0,2712.0,2151.0,2060.0,1652.0,1666.0,1612.0,1612.0,1630.0,1636.0,1636.0,1636.0,1700.0,1732.0,1734.0,1841.0,1939.0,1969.0,1979.0,2029.0,2048.0,2065.0,2128.0,2162.0,1943.0,1642.0,1660.0,1718.0,1726.0,1756.0,1813.0,1967.0,2046.0,2049.0,2137.0,2140.0,2131.0,2132.0,2319.0,2353.0,2370.0,2430.0,2540.0,2613.0,2708.0,2808.0,3086.0,3265.0,3269.0,3292.0,3376.0,3391.0,3733.0,3705.0,3824.0,3792.0,3768.0,3792.0,3823.0,3820.0,3809.0,3804.0,3792.0,3772.0,3811.0,3753.0,3825.0,3750.0,3723.0,3716.0,3720.0,3720.0,3797.0,3854.0,4008.0,3967.0,3964.0,3968.0,4004.0,4059.0,4078.0,4411.0,4494.0,4536.0,4580.0,4615.0,4616.0,4626.0,4732.0,4774.0,4782.0,4718.0
011,Oliy navli bug'doy uni,Мука пшеничная высшего сорта,High-grade wheat flour,Олий навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.0,2356.0,2856.0,2888.0,2913.0,2933.0,2939.0,2949.0,2960.0,2964.0,2964.0,2964.0,2971.0,2988.0,3027.0,3086.0,3427.0,3449.0,3467.0,3475.0,3491.0,3517.0,3507.0,3507.0,3507.0,3468.0,3448.0,3448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5047.0,5082.0,5048.0,5043.0,5434.0,6526.0,6598.0,6520.0,6731.0,7491.0,7804.0,8011.0,8214.0,8279.0,8292.0,8114.0,7920.0,7854.0,7766.0,7737.0,8199.0,8789.0,8861.0,8940.0,9093.0,9180.0,9168.0,9174.0,9209.0,9241.0,9248.0,9256.0,9267.0,9259.0,9253.0,9312.0,9364.0,9368.0,9387.0,9460.0,9466.0,9565.0,9605.0,9741.0,9793.0,9855.0,9856.0,9883.0,10002.0,9906.0,9877.0,9899.0
0012,1-navli bug'doy uni,Мука пшеничная первого сорта,First grade wheat flour,1-навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126.0,4127.0,4078.0,4086.0,4510.0,5224.0,5261.0,5334.0,5801.0,6289.0,6326.0,6232.0,6230.0,6246.0,6175.0,5985.0,5774.0,5698.0,5628.0,5564.0,5918.0,6229.0,6022.0,5935.0,6010.0,6104.0,6160.0,6086.0,6089.0,6091.0,6094.0,6096.0,6099.0,6107.0,6117.0,6158.0,6235.0,6234.0,6240.0,6206.0,6212.0,6206.0,6203.0,6104.0,6125.0,6145.0,6173.0,6192.0,6177.0,6207.0,6204.0,6239.0
