Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,127.2,132.6,149.8,124.54,110.3,103.32,101.3,99.47,102.61,105.8,110.6,106.7,114.0,113.0,113.8,111.3,113.4,123.9,114.5,100.0,100.9,102.9,102.5,100.7,102.5,109.4
