Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
9900,Xizmatlar eksporti,Экспорт услуг,Export of services,Хизматлар экспорти,1335.5,1772.4,2356.4,2942.8,3030.3,3061.3,3120.6,2474.5,3070.0,3434.8,2005.0,2581.7,4456.7,5640.4,7571.7
9902,Boshqa toifalarga kiritilmagan texnik xizmat ko'rsatish va ta'mirlash xizmatlari,"Услуги технического обслуживания и ремонта, не отнесенные к другим категориям",Maintenance and repair services not elsewhere classified,Бошқа тоифаларга киритилмаган техник хизмат кўрсатиш ва таъмирлаш хизматлари,2.4,5.6,4.8,6.7,13.4,10.2,7.2,8.7,8.0,11.9,7.2,12.9,16.5,24.2,27.7
9903,Transport,Транспорт,Transport,Транспорт,859.0,1135.8,1347.6,1406.3,1504.3,1481.1,1525.7,1600.7,1687.9,1765.7,1426.1,1744.1,2204.7,2440.4,2794.3
9904,Safarlar (turizm),Поездки (туризм),Trips (tourism),Сафарлар (туризм),273.3,341.6,567.9,1112.3,1052.0,1187.5,1252.5,546.9,1041.1,1313.0,255.8,422.1,1609.8,2143.1,3519.0
9906,Sug'urta va pensiya xizmatlari,Услуги страхования и пенсионного обеспечения,Insurance and pension services,Суғурта ва пенсия хизматлари,5.2,4.5,5.2,4.2,4.5,4.5,6.1,6.0,5.6,7.4,17.2,27.6,55.0,87.2,67.5
9907,Moliyaviy xizmatlar,Финансовые услуги,Financial services,Молиявий хизматлар,22.0,38.6,43.8,49.9,46.0,27.7,24.4,28.8,28.8,29.2,21.1,27.6,73.2,63.1,72.4
9908,Boshqa toifalarga kiritilmagan intellektual mulkdan foydalanish uchun to'lovlar,"Сборы за использование интеллектуальной собственности, не отнесенной к другим категориям",Fees for the use of intellectual property not elsewhere classified,Бошқа тоифаларга киритилмаган интеллектуал мулкдан фойдаланиш учун тўловлар,0.3,0.3,0.3,0.3,0.3,0.4,0.9,0.3,0.1,0.2,0.2,0.6,1.2,20.3,17.2
9909,"Telekommunikatsiya, kompyuter va axborot xizmatlari","Телекоммуникационные, компьютерные и информационные услуги","Telecommunications, computer and information services","Телекоммуникация, компютер ва ахборот хизматлари",72.4,135.3,223.5,204.3,203.8,156.9,147.5,150.7,159.7,167.5,169.5,180.7,305.8,540.4,640.8
9911,Jismoniy shaxslarga xizmatlar va madaniyat va dam olish xizmatlari,Услуги частным лицам и услуги в сфере культуры и отдыха,Services to individuals and services in the field of culture and recreation,Жисмоний шахсларга хизматлар ва маданият ва дам олиш хизматлари,0.2,0.5,0.5,2.7,4.4,5.6,4.9,0.2,0.9,1.0,0.4,1.4,1.3,11.2,16.6
9999,Boshqa xizmatlar,Другие услуги,other services,Бошқа хизматлар,100.7,110.2,162.8,156.0,201.5,187.5,151.5,132.3,137.5,138.8,107.5,164.7,189.1,310.7,416.1
