Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,70.7,69.7,70.0,70.5,71.3,71.9,72.5,73.5,74.3,75.0,73.8,74.1,73.7,72.9,72.3,74.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,61.9,61.1,61.4,61.5,61.3,61.4,61.5,62.0,69.5,69.2,69.2,67.9,67.8,67.7,68.2,70.8
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,73.6,72.5,72.9,73.8,75.0,75.7,76.6,77.7,77.0,77.2,74.7,75.7,76.5,75.9,74.3,76.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,78.6,77.3,77.8,78.1,78.1,77.7,77.1,76.7,77.4,76.2,76.4,74.5,73.7,73.4,71.5,74.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,60.3,59.0,59.0,59.5,60.5,61.3,62.4,63.1,68.3,74.0,74.3,75.1,73.0,71.5,70.1,72.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,65.4,64.5,64.7,65.1,66.1,67.0,67.9,69.6,71.7,70.7,68.5,69.2,68.3,66.8,69.0,69.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,79.2,78.3,78.5,78.1,77.7,77.1,76.7,76.4,75.8,75.9,73.8,74.9,73.6,74.5,74.2,79.2
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,61.0,59.8,60.4,61.3,62.6,63.8,65.4,67.3,70.5,73.2,72.7,72.6,71.2,70.8,70.7,70.5
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,68.8,67.7,68.4,69.1,70.4,71.6,72.9,74.6,73.4,72.1,70.9,70.7,71.4,69.7,68.5,71.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,66.4,65.7,65.8,66.1,67.1,68.0,69.3,71.3,72.2,74.0,71.9,71.8,70.8,68.8,67.8,68.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,75.4,75.3,75.2,75.7,76.5,75.9,75.0,74.9,77.7,76.1,72.8,71.9,70.6,68.8,69.4,72.1
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,74.6,74.7,75.7,76.8,78.2,78.5,78.6,79.4,78.5,78.5,76.2,79.8,77.9,77.5,76.7,76.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,73.6,71.5,71.5,71.8,72.7,73.1,73.6,74.7,73.1,74.5,73.0,73.6,73.9,73.6,72.3,72.6
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,66.8,66.8,67.4,67.9,68.7,69.4,70.1,71.0,71.3,72.8,71.5,71.1,71.1,71.6,70.0,73.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,84.5,83.6,83.4,83.5,84.0,84.3,84.1,84.6,84.1,86.9,88.8,87.4,88.3,87.0,86.2,90.5
