Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,109.8,112.5,109.4,108.0,104.6,104.3,107.8,109.9,105.0,107.6,87.4,117.6,110.6,107.2,109.9,110.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,105.8,116.3,95.4,103.3,116.2,116.2,106.9,102.7,117.3,107.3,101.3,130.0,118.7,103.2,97.7,116.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,119.6,117.3,118.9,122.5,120.5,118.6,117.4,101.6,107.4,106.4,85.3,119.9,109.2,107.2,119.9,112.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,117.3,120.3,118.2,122.0,115.4,113.0,111.8,105.1,104.3,112.4,89.3,117.2,104.2,107.8,110.5,117.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,127.3,120.5,125.6,116.5,108.4,114.7,114.5,102.6,103.9,110.6,101.2,118.5,103.7,112.8,115.7,109.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,121.6,125.1,122.3,119.1,117.0,115.3,116.3,102.3,105.2,105.1,86.9,130.6,106.6,108.4,107.8,120.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,138.5,119.2,117.1,107.5,117.1,117.7,117.5,110.4,106.4,99.0,88.2,128.2,103.2,96.3,115.7,112.7
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,126.4,124.8,122.2,123.2,123.7,118.7,128.6,103.2,111.0,115.1,79.6,127.5,105.4,113.0,114.9,110.1
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,119.3,121.7,121.3,120.8,121.0,113.7,115.6,102.2,103.5,106.7,85.0,124.9,108.6,108.5,120.4,115.5
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,118.4,121.0,125.1,112.4,126.5,114.4,116.1,103.9,105.7,105.9,89.5,116.7,107.5,113.1,103.9,111.3
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,123.8,124.4,118.3,118.5,117.3,118.5,115.4,104.0,104.7,105.9,100.3,103.6,101.2,102.8,119.7,114.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,134.2,111.3,111.6,115.3,117.0,107.5,121.9,101.4,100.9,104.2,100.5,119.6,107.2,107.3,113.8,113.4
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,126.1,122.6,121.4,120.6,123.1,115.4,121.8,102.7,104.5,104.4,91.9,123.2,109.1,113.0,109.4,118.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,109.7,122.4,116.0,121.8,114.1,115.0,116.2,103.1,104.3,105.8,94.8,119.6,113.0,103.7,111.8,119.8
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,111.5,118.4,118.7,107.8,101.8,106.5,113.8,117.1,111.3,107.3,89.0,114.6,123.9,115.8,124.1,123.9
