Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,27126.8,35196.3,44386.0,55872.8,68032.1,78530.4,97050.0,167070.4,209219.1,269080.0,297209.9,389385.5,509585.4,664816.0,840146.5,1050292.5
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,671.1,1062.0,1350.1,1710.4,2148.1,2550.3,3100.5,7374.2,9174.5,10949.0,12132.5,14525.3,19054.9,23217.9,28758.8,35196.2
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1321.9,1777.9,2365.1,3092.2,4009.1,4684.5,5765.9,10130.2,12224.7,15161.5,17193.0,22110.9,27587.4,34359.1,43233.1,53969.6
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,1072.6,1413.8,1844.6,2407.7,3045.6,3751.2,4756.1,8043.9,9976.2,12951.7,14488.5,18247.5,23298.5,28440.1,34441.6,42659.2
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,439.3,611.6,818.1,1034.8,1324.5,1727.0,2155.3,3864.9,4928.4,6509.7,7028.3,9326.7,12111.2,16156.2,19950.5,24612.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1136.7,1525.9,2003.6,2642.6,3391.1,4058.9,5137.6,10698.0,12278.7,15822.4,17876.8,22738.1,28633.8,35747.4,43857.6,54118.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,640.7,894.1,1138.8,1399.6,1763.1,2067.5,2593.8,4166.8,5248.9,6588.1,7306.0,9665.9,13226.6,16773.3,20862.6,25733.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,969.9,1317.3,1784.5,2292.3,2961.2,3320.6,4408.1,8229.1,10506.1,13794.1,15449.3,20136.9,27429.1,34930.3,44128.5,56282.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1799.3,2336.9,3080.7,3983.4,5065.9,5832.9,7200.5,11907.4,14462.3,19060.1,20083.8,27457.5,36116.9,47746.7,61018.0,78163.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,796.3,1085.3,1450.8,1918.0,2471.4,3067.8,3845.3,6940.2,9235.9,10767.1,11311.4,15256.7,19284.8,23467.1,28655.2,35561.3
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,347.1,477.5,622.5,746.8,915.8,1103.1,1355.6,2583.4,3113.1,4396.9,4824.5,6137.9,7933.7,9513.9,11967.6,14611.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,2253.3,2749.2,3473.3,4428.7,5529.5,6445.7,8112.9,13429.7,15874.6,20695.2,22384.6,29535.1,36786.8,46267.2,57341.7,71783.7
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1471.3,2041.8,2707.0,3532.0,4472.8,5256.0,6670.7,12399.8,14909.2,19182.1,22377.4,28488.2,36078.8,45227.8,56780.6,71765.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,862.9,1066.0,1379.7,1788.0,2190.7,2548.6,3119.0,5729.5,6927.4,8909.8,9238.3,12937.3,17639.2,23014.5,29193.0,36911.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,8805.5,10876.4,13381.8,16290.8,19779.7,23108.6,29472.7,48793.7,62477.4,80663.7,95332.9,128890.7,173748.4,238502.6,310103.4,397414.2
