Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,100.73,100.62,100.71,100.99,104.07,99.65,99.71,100.4,101.13,100.65,100.89,100.92,100.57,100.54,100.79,100.84,101.54,99.74,100.14,100.66,100.47,100.54,100.56,100.77,100.7,100.5,100.6,100.5
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.41,100.21,100.61,100.31,97.73,97.98,98.2,100.26,101.13,101.06,101.5,101.86,100.8,100.63,101.34,100.5,99.12,98.9,98.96,100.59,100.87,100.8,100.98,101.44,100.8,100.9,101.2,100.9
01.1,Uzun boshoqli guruch,Рис длиннозерный,Long-grain rice,Узун бошоқли гуруч,98.83,100.5,101.12,102.85,101.31,100.8,101.33,101.33,101.23,97.52,95.55,97.53,98.45,95.47,97.85,99.67,99.36,100.31,99.84,100.11,99.16,97.35,93.42,98.37,99.6,99.8,99.7,98.5
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,97.42,100.96,101.02,99.3,100.19,99.07,99.86,100.63,101.75,96.43,95.51,96.97,98.66,97.78,98.07,99.43,97.93,100.25,99.38,99.75,100.14,97.48,95.17,98.05,99.7,99.9,100.1,99.1
01.3,Guruch oqshogʻi,Рисовая сечка,Chopped rice,Гуруч оқшоғи,100.0,100.62,100.0,100.56,98.82,100.01,100.0,100.5,99.99,99.85,97.02,97.73,100.09,98.69,98.36,98.91,98.58,98.61,99.42,99.99,99.99,97.53,98.16,98.96,98.9,99.3,100.0,97.6
01.4,Manniy yormasi,Крупа манная,Semolina groats,Манний ёрмаси,98.6,98.93,100.0,100.0,100.02,100.0,100.0,100.0,102.8,99.96,100.53,100.2,100.76,100.59,99.54,100.74,100.61,100.0,100.0,100.0,99.75,101.31,100.0,100.0,99.1,101.0,100.0,100.8
01.5,Grechixa (doni),Гречиха (зерно),Buckwheat (grain),Гречиха (дони),99.1,100.06,100.03,99.23,99.48,99.86,99.26,99.68,98.63,100.65,96.84,99.79,98.96,100.05,100.49,99.67,100.31,100.28,100.3,100.2,100.72,101.38,99.36,100.03,101.4,101.2,99.8,100.6
01.6,Suli yormasi,Крупа овсяная,Oat groats,Сули ёрмаси,100.0,100.92,100.34,99.66,101.34,100.08,99.87,101.46,100.81,101.35,98.0,99.79,100.8,99.35,98.37,100.76,100.57,100.83,100.66,99.96,101.52,101.28,100.92,99.99,99.6,100.9,101.2,99.6
01.7,Arpa yormasi,Перловка,Pearl barley,Арпа ёрмаси,100.0,101.07,100.17,100.57,100.88,99.74,99.41,100.34,100.36,98.59,101.34,100.0,100.14,100.89,99.32,100.38,99.41,100.67,100.05,99.84,100.49,101.17,100.4,100.75,100.0,100.4,100.7,99.7
01.8,"Soʻk (yorma), jumladan briketlarda","Пшено (крупа), в том числе в брикетах","Millet (groats), including in briquettes","Сўк (ёрма), жумладан брикетларда",96.66,98.1,100.04,99.87,100.87,99.91,99.58,99.62,102.9,103.57,101.22,99.74,99.61,100.11,100.18,100.17,101.61,99.94,98.79,99.07,101.19,101.09,99.87,101.21,100.5,100.0,99.9,100.7
01.9,Oliy navli bugʻdoy uni,Мука пшеничная высшего сорта,Premium wheat flour,Олий навли буғдой уни,98.98,100.48,100.99,100.13,102.84,100.07,99.45,99.19,101.16,100.93,99.0,100.18,100.96,98.4,99.02,101.51,99.14,100.45,99.59,100.02,100.23,100.31,100.15,100.21,100.5,100.5,101.0,100.1
01.10,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,97.88,98.79,100.77,100.43,99.62,100.0,100.0,99.79,101.15,98.01,98.91,99.81,99.99,97.84,98.99,99.87,100.0,99.68,98.38,99.66,100.51,100.27,100.36,100.0,100.1,100.1,100.5,101.0
