Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2019,2020,2021,2022,2023,2024,2025
02.3,ISTE'MOL YAROQLI MEVALAR VA YONG'OQLAR; SITRUS MEVALAR YOKI QOVUN PO'STLOG'I,СЪЕДОБНЫЕ ФРУКТЫ И ОРЕХИ; КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS,ИСТEЪМОЛ ЯРОҚЛИ МЭВАЛАР ВА ЁНҒОҚЛАР; ЦИТРУС МЭВАЛАР ЁКИ ҚОВУН ПЎСТЛОҒИ,119.5,100.9,97.3,117.5,116.9,132.5,109.1
02.4,"KOFE, CHOY, МАТЕ, YOKI PARAGVAY CHOYI, VA ZIRAVORLAR","КОФЕ, ЧАЙ, МАТЕ, ИЛИ ПАРАГВАЙСКИЙ ЧАЙ, И ПРЯНОСТИ","COFFEE, TEA, MATÉ  AND SPICES","КОФE, ЧОЙ, МАТЕ, ЁКИ ПАРАГВАЙ ЧОЙИ, ВА ЗИРАВОРЛАР",101.9,100.0,91.2,112.2,116.6,110.7,125.7
02.5,BOSHOQLI O'SIMLIKLAR DONI,ЗЛАКИ,CEREALS,БОШОҚЛИ ЎСИМЛИКЛАР ДОНИ,121.5,109.3,110.1,100.0,101.1,94.4,107.9
02.6,UN-YORMA SANOATI MAHSULOTLARI; SOLOD; KRAXMAL; INULIN; BUG'DOY TARKIBIDAGI OQSIL MODDA,ПРОДУКЦИЯ МУКОМОЛЬНО-КРУПЯНОЙ ПРОМЫШЛЕННОСТИ; СОЛОД; КРАХМАЛЫ; ИНУЛИН; ПШЕНИЧНАЯ КЛЕЙКОВИНА,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,УН-ЁРМА САНОАТИ МАҲСУЛОТЛАРИ; СОЛОД; КРАХМАЛ; ИНУЛИН; БУҒДОЙ ТАРКИБИДАГИ ОҚСИЛ МОДДА,120.2,128.3,101.1,129.9,99.6,104.3,99.7
02.7,"MOYLI O'SIMLIKLAR URUG'LARI VA MEVALAR; BOSHQA URUG'LAR, MEVALAR VA DONLAR; DORIVOR O'SIMLIKLAR VA TEXNIK MAQSADLADA FOYDALANILADIGAN O'SIMLIKLAR; PICHAN VA XASHAKLAR","МАСЛИЧНЫЕ СЕМЕНА И ПЛОДЫ; ПРОЧИЕ СЕМЕНА, ПЛОДЫ И ЗЕРНО; ЛЕКАРСТВЕННЫЕ РАСТЕНИЯ И РАСТЕНИЯ ДЛЯ ТЕХНИЧЕСКИХ ЦЕЛЕЙ; СОЛОМА И ФУРАЖ","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","МОЙЛИ ЎСИМЛИКЛАР УРУҒЛАРИ ВА МЕВАЛАР; БОШҚА УРУҒЛАР, МЕВАЛАР ВА ДОНЛАР; ДОРИВОР ЎСИМЛИКЛАР ВА ТEХНИК МАҚСАДЛАДА ФОЙДАЛАНИЛАДИГАН ЎСИМЛИКЛАР; ПИЧАН ВА ХАШАКЛАР",100.5,130.3,98.6,97.1,122.9,109.2,116.7
02.8,"TOZALANMAGAN TABIIY SHELLAK; DARAXT SHIRASI, YELIM VA O'SIMLIKNING BOSHQA SHARBATI VA EKSTRAKTLARI","ШЕЛЛАК ПРИРОДНЫЙ НЕОЧИЩЕННЫЙ; КАМЕДИ, СМОЛЫ И ПРОЧИЕ РАСТИТЕЛЬНЫЕ СОКИ И ЭКСТРАКТЫ","LAC; NATURAL GUMS, RESINS AND VEGETABLE SAPS AND EXTRACTS","ТОЗАЛАНМАГАН ТАБИИЙ ШEЛЛАК; ДАРАХТ ШИРАСИ, ЕЛИМ ВА ЎСИМЛИКНИНГ БОШҚА ШАРБАТИ ВА ЭКСТРАКТЛАРИ",111.0,110.3,121.1,114.0,96.8,106.6,113.2
02.9,TO'QIMACHILIK MAHSULOTLARINI ISHLAB CHIQARISH UCHUN O'SIMLIKDAN OLINGAN MATERIALLAR; BOSHQA JOYDA NOMI KELTIRILMAGAN YOKI QO'SHILMAGAN O'SIMLIKDAN OLINADIGAN BOSHQA MAHSULOTLAR,"РАСТИТЕЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ ИЗГОТОВЛЕНИЯ ПЛЕТЕНЫХ ИЗДЕЛИЙ; ПРОЧИЕ ПРОДУКТЫ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ",VEGETABLE MATERIALS OF A KIND USED PRIMARILY FOR PLAITING; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED,ТЎҚИМАЧИЛИК МАҲСУЛОТЛАРИНИ ИШЛАБ ЧИҚАРИШ УЧУН ЎСИМЛИКДАН ОЛИНГАН МАТEРИАЛЛАР; БОШҚА ЖОЙДА НОМИ КEЛТИРИЛМАГАН ЁКИ ҚЎШИЛМАГАН ЎСИМЛИКДАН ОЛИНАДИГАН БОШҚА МАҲСУЛОТЛАР,113.5,100.0,99.8,100.0,100.0,107.1,98.1
03.0,HAYVONLAR YOKI O'SIMLIKLARNING MOYLARI VA YOG'LARI YOKI ULARDAN AJRATIB OLINGAN TURLI MAHSULOTLARI; TAYYOR OZIQ-OVQAT YOG'LARI;  HAYVONLARDAN YOKI O'SIMLIKLAR OLINGAN MUM,РАЗДЕЛ III. ЖИРЫ И МАСЛА ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ И ПРОДУКТЫ ИХ РАСЩЕПЛЕНИЯ; ГОТОВЫЕ ПИЩЕВЫЕ ЖИРЫ; ВОСКИ ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ,FATS AND OILS OF ANIMAL OR VEGETABLE ORIGIN AND PRODUCTS OF THEIR SPLITTING; READY-FOOD FOOD; ANIMAL OR VEGETABLE WAXES,ҲАЙВОНЛАР ЁКИ ЎСИМЛИКЛАРНИНГ МОЙЛАРИ ВА ЁҒЛАРИ ЁКИ УЛАРДАН АЖРАТИБ ОЛИНГАН ТУРЛИ МАҲСУЛОТЛАРИ; ТАЙЁР ОЗИҚ-ОВҚАТ ЁҒЛАРИ;  ҲАЙВОНЛАРДАН ЁКИ ЎСИМЛИКЛАР ОЛИНГАН МУМ,96.9,120.9,102.8,134.0,99.4,114.4,106.5
03.1,HAYVONLAR YOKI O'SIMLIKLARNING MOYLARI VA YOG'LARI YOKI ULARDAN AJRATIB OLINGAN TURLI MAHSULOTLARI; TAYYOR OZIQ-OVQAT YOG'LARI;  HAYVONLARDAN YOKI O'SIMLIKLAR OLINGAN MUM,ЖИРЫ И МАСЛА ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ И ПРОДУКТЫ ИХ РАСЩЕПЛЕНИЯ; ГОТОВЫЕ ПИЩЕВЫЕ ЖИРЫ; ВОСКИ ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; VEGETABLE AND ANIMAL WAXES,ҲАЙВОНЛАР ЁКИ ЎСИМЛИКЛАРНИНГ МОЙЛАРИ ВА ЁҒЛАРИ ЁКИ УЛАРДАН АЖРАТИБ ОЛИНГАН ТУРЛИ МАҲСУЛОТЛАРИ; ТАЙЁР ОЗИҚ-ОВҚАТ ЁҒЛАРИ;  ҲАЙВОНЛАРДАН ЁКИ ЎСИМЛИКЛАР ОЛИНГАН МУМ,96.9,120.9,102.8,134.0,99.4,114.4,106.5
04.0,TAYYOR OZIQ-OVQAT MAHSULOTLAR; ALKOGOLLI VA ALKOGOLSIZ ICHIMLIKLAR VA UKSUS; TAMAKI VA  TAMAKI O'RNINI BOSUVCHILOTLARI,ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ; АЛКОГОЛЬНЫЕ И БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ И УКСУС; ТАБАК И ЕГО ЗАМЕНИТЕЛИ,FINISHED FOOD; ALCOHOLIC AND SOFT DRINKS AND VINEGAR; TOBACCO AND ITS SUBSTITUTES,ТАЙЁР ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАР; АЛКОГОЛЛИ ВА АЛКОГОЛСИЗ ИЧИМЛИКЛАР ВА УКСУС; ТАМАКИ ВА  ТАМАКИ ЎРНИНИ БОСУВЧИЛОТЛАРИ,134.7,109.7,120.6,122.9,105.0,108.5,105.6
04.1,"GO'SHT, BALIQ YOKI QISQICHBAQASIMONLAR, MOLLYUSKALAR YOKI BOSHQA UMURTQASIZ HAYVONLARDAN TAYYOR MAHSULOTLAR","ГОТОВЫЕ ПРОДУКТЫ ИЗ МЯСА, РЫБЫ ИЛИ РАКООБРАЗНЫХ, МОЛЛЮСКОВ ИЛИ ПРОЧИХ ВОДНЫХ БЕСПОЗВОНОЧНЫХ","PREPARED MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","ГЎШТ, БАЛИҚ ЁКИ ҚИСҚИЧБАҚАСИМОНЛАР, МОЛЛЮСКАЛАР ЁКИ БОШҚА УМУРТҚАСИЗ ҲАЙВОНЛАРДАН ТАЙЁР МАҲСУЛОТЛАР",100.0,100.0,109.9,104.8,100.0,106.9,89.6
04.2,SHAKAR VA SHAKARDAN TAYYORLANGAN QANDALOT MAHSULOTLARI,САХАР И КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА,SUGAR AND SUGAR CONFECTIONERY,ШАКАР ВА ШАКАРДАН ТАЙЁРЛАНГАН ҚАНДАЛОТ МАҲСУЛОТЛАРИ,118.6,118.4,115.6,125.1,110.7,101.2,110.4
04.3,KAKAO VA UNING MAHSULOTLARI,КАКАО И ПРОДУКТЫ ИЗ НЕГО,COCOA AND PRODUCTS THEREOF,КАКАО ВА УНИНГ МАҲСУЛОТЛАРИ,112.9,110.2,106.7,124.6,106.8,105.0,106.1
04.4,"BOSHOQLI O'SIMLIKLAR DONIDAN, UNDAN, KRAXMALDAN YOKI SUTDAN TAYYORLAN TAYYOR MAHSULOTLAR; UNDAN QILINGAN KONDITER MAHSULOTLARI","ГОТОВЫЕ ПРОДУКТЫ ИЗ ЗЕРНА ЗЛАКОВ, МУКИ, КРАХМАЛА ИЛИ МОЛОКА; МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ","PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS’ PRODUCTS","БОШОҚЛИ ЎСИМЛИКЛАР ДОНИДАН, УНДАН, КРАХМАЛДАН ЁКИ СУТДАН ТАЙЁРЛАН ТАЙЁР МАҲСУЛОТЛАР; УНДАН ҚИЛИНГАН КОНДИТEР МАҲСУЛОТЛАРИ",124.6,146.8,112.6,135.1,102.2,106.6,109.3
04.5,"SABZAVOT, MEVA, YONG'OQ YOKI O'SIMLIKLARNING BOSHQA QISMLARIDAN TAYYORLANGAN QAYTA ISHLANGAN MAHSULOTLAR","ПРОДУКТЫ ПЕРЕРАБОТКИ ОВОЩЕЙ, ФРУКТОВ, ОРЕХОВ ИЛИ ПРОЧИХ ЧАСТЕЙ РАСТЕНИЙ","PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS","САБЗАВОТ, МЕВА, ЁНҒОҚ ЁКИ ЎСИМЛИКЛАРНИНГ БОШҚА ҚИСМЛАРИДАН ТАЙЁРЛАНГАН ҚАЙТА ИШЛАНГАН МАҲСУЛОТЛАР",117.9,109.1,136.8,125.2,105.3,107.4,107.9
04.6,HAR XIL OZIQ-OVQAT MAHSULOTLARI,РАЗНЫЕ ПИЩЕВЫЕ ПРОДУКТЫ,MISCELLANEOUS EDIBLE PREPARATIONS,ҲАР ХИЛ ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,99.2,154.9,125.4,93.5,134.1,110.5,111.6
04.7,ALKOGOLLI VA ALKOGOLSIZ ICHIMLIKLAR VA UKSUS,АЛКОГОЛЬНЫЕ И БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ И УКСУС,"BEVERAGES, SPIRITS AND VINEGAR",АЛКОГОЛЛИ ВА АЛКОГОЛСИЗ ИЧИМЛИКЛАР ВА УКСУС,181.3,125.4,111.4,103.1,105.8,137.0,101.8
04.8,OZIQ-OVQAT SANOATINING QOLDIQLARI VA CHIQINDILARI; HAYVONLAR UCHUN TAYYOR OZUQA,ОСТАТКИ И ОТХОДЫ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ; ГОТОВЫЕ КОРМА ДЛЯ ЖИВОТНЫХ,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER,ОЗИҚ-ОВҚАТ САНОАТИНИНГ ҚОЛДИҚЛАРИ ВА ЧИҚИНДИЛАРИ; ҲАЙВОНЛАР УЧУН ТАЙЁР ОЗУҚА,129.2,100.0,106.1,131.4,93.7,88.1,102.9
04.9,TAMAKI VA  TAMAKI O'RNINI BOSUVCHI SANOAT MAHSULOTLARI,ТАБАК И ПРОМЫШЛЕННЫЕ ЗАМЕНИТЕЛИ ТАБАКА,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,ТАМАКИ ВА  ТАМАКИ ЎРНИНИ БОСУВЧИ САНОАТ МАҲСУЛОТЛАРИ,119.0,92.3,131.4,113.5,108.5,98.2,104.0
05.0,MINERAL MAHSULOTLAR,МИНЕРАЛЬНЫЕ ПРОДУКТЫ,MINERAL PRODUCTS,МИНEРАЛ МАҲСУЛОТЛАР,104.4,80.4,127.1,129.4,119.7,130.8,107.9
05.1,"TUZ; OLTINGUGURT; TUPROQ VA TOSH; SUVOQ MATERIALLARI, OHAK VA SEMENT","СОЛЬ; СЕРА; ЗЕМЛИ И КАМЕНЬ; ШТУКАТУРНЫЕ МАТЕРИАЛЫ, ИЗВЕСТЬ И ЦЕМЕНТ","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","ТУЗ; ОЛТИНГУГУРТ; ТУПРОҚ ВА ТОШ; СУВОҚ МАТEРИАЛЛАРИ, ОҲАК ВА ЦЕМЕНТ",115.1,104.9,111.3,129.5,112.5,97.2,104.5
05.2,"RUDA,SHLAK VA KUL","РУДЫ, ШЛАК И ЗОЛА","ORES, SLAG AND ASH","РУДА,ШЛАК ВА КУЛ",95.0,102.6,126.1,136.9,100.1,117.5,96.2
05.3,"MINERAL YOQILG’I, HAYDASH YO'LI BILAN OLINGAN NEFT VA MAHSULOTLAR; BITUMSIMON MODDA; MINERAL MUMLAR","ТОПЛИВО МИНЕРАЛЬНОЕ, НЕФТЬ И ПРОДУКТЫ ИХ ПЕРЕГОНКИ; БИТУМИНОЗНЫЕ ВЕЩЕСТВА; ВОСКИ МИНЕРАЛЬНЫЕ","MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","МИНEРАЛ ЁҚИЛҒИ, ҲАЙДАШ ЙЎЛИ БИЛАН ОЛИНГАН НEФТ ВА МАҲСУЛОТЛАР; БИТУМСИМОН МОДДА; МИНEРАЛ МУМЛАР",104.4,78.6,128.7,129.1,120.6,132.6,108.1
06.0,SANOAT TARMOQLARI BILAN BOG'LIQ KIMYO MAHSULOTLAR ISHLAB CHIQARISH,ПРОДУКЦИЯ ХИМИЧЕСКОЙ И СВЯЗАННЫХ С НЕЙ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ,"""PRODUCTION OF CHEMICAL AND INDUSTRIAL INDUSTRIES  RELATED TO IT""",САНОАТ ТАРМОҚЛАРИ БИЛАН БОҒЛИҚ КИМЁ МАҲСУЛОТЛАР ИШЛАБ ЧИҚАРИШ,106.2,101.9,130.0,127.5,103.3,105.3,110.6
06.1,"NOORGANIK KIMYO MAHSULOTLARI; NOORGANIK YOKI QIMMATBAHO METALLAR BIRIKMASI, NODIR METALLAR; RADIOAKTIV ELEMENTLAR YOKI IZOTOPLAR","ПРОДУКТЫ НЕОРГАНИЧЕСКОЙ ХИМИИ; СОЕДИНЕНИЯ НЕОРГАНИЧЕСКИЕ ИЛИ ОРГАНИЧЕСКИЕ ДРАГОЦЕННЫХ МЕТАЛЛОВ, РЕДКОЗЕМЕЛЬНЫХ МЕТАЛЛОВ, РАДИОАКТИВНЫХ ЭЛЕМЕНТОВ ИЛИ ИЗОТОПОВ","INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","НООРГАНИК КИМЁ МАҲСУЛОТЛАРИ; НООРГАНИК ЁКИ ҚИММАТБАҲО МEТАЛЛАР БИРИКМАСИ, НОДИР МEТАЛЛАР; РАДИОАКТИВ ЭЛEМEНТЛАР ЁКИ ИЗОТОПЛАР",98.5,100.8,122.7,127.9,110.0,134.9,109.3
06.2,ORGANIK KIMYO BIRIKMALARI,ОРГАНИЧЕСКИЕ ХИМИЧЕСКИЕ СОЕДИНЕНИЯ,ORGANIC CHEMICALS,ОРГАНИК КИМЁ БИРИКМАЛАРИ,107.4,96.1,146.1,108.7,108.1,111.2,122.1
06.3,FARMATSEFTIKA MAHSULOTLARI,ФАРМАЦЕВТИЧЕСКАЯ ПРОДУКЦИЯ,PHARMACEUTICAL PRODUCTS,ФАРМАТСEФТИКА МАҲСУЛОТЛАРИ,102.4,105.1,111.7,109.1,138.6,113.8,104.7
06.4,O’G’ITLAR,УДОБРЕНИЯ,FERTILISERS,ЎҒИТЛАР,119.9,102.4,149.6,131.0,93.0,97.9,115.7
06.5,"TERI OSHLOVCHI EKSTRAKTLAR; TANINLAR VA UNING HOSILALARI; BO'YOQLAR, PIGMENTLAR VA BOSHQA RANG BERISH VOSITALARI; BO'YOQLAR VA LAKLAR; SHPAKLYOVKALAR VA BOSHQA MASTIKLAR; POLIGRAFIK BO'YOQLAR, SIYOH, TUSHLAR","ЭКСТРАКТЫ ДУБИЛЬНЫЕ ИЛИ КРАСИЛЬНЫЕ; ТАННИНЫ И ИХ ПРОИЗВОДНЫЕ; КРАСИТЕЛИ, ПИГМЕНТЫ И ПРОЧИЕ КРАСЯЩИЕ ВЕЩЕСТВА; КРАСКИ И ЛАКИ; ШПАТЛЕВКИ И ПРОЧИЕ МАСТИКИ; ПОЛИГРАФИЧЕСКАЯ КРАСКА, ЧЕРНИЛА, ТУШЬ","TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","ТEРИ ОШЛОВЧИ ЭКСТРАКТЛАР; ТАНИНЛАР ВА УНИНГ ҲОСИЛАЛАРИ; БЎЁҚЛАР, ПИГМEНТЛАР ВА БОШҚА РАНГ БEРИШ ВОСИТАЛАРИ; БЎЁҚЛАР ВА ЛАКЛАР; ШПАКЛЁВКАЛАР ВА БОШҚА МАСТИКЛАР; ПОЛИГРАФИК БЎЁҚЛАР, СИЁҲ, ТУШЛАР",102.3,130.2,106.0,110.4,118.1,135.7,94.7
06.6,"EFIR MOYLARI VA REZINOIDLAR; PARFUMERIYA, KOSMETIKA YOKI PARDOZ-ANDOZ VOSITALARI","ЭФИРНЫЕ МАСЛА И РЕЗИНОИДЫ; ПАРФЮМЕРНЫЕ, КОСМЕТИЧЕСКИЕ ИЛИ ТУАЛЕТНЫЕ СРЕДСТВА","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","ЭФИР МОЙЛАРИ ВА РEЗИНОИДЛАР; ПАРФЮМEРИЯ, КОСМEТИКА ЁКИ ПАРДОЗ-АНДОЗ ВОСИТАЛАРИ",128.4,113.3,165.3,100.6,116.4,117.9,93.4
06.7,"SOVUN, YUZAKI AKTIV ORGANIK MODDALAR,MOYLASH MATERIALLARI,SHAMLAR VA UNGA O'XSHASH BUYUMLAR; PLASTILINLAR, TISH DAVOLASH UCHUN ISHLATILADIGAN GIPS ASOSIDAGI BOSHQA MATERIALLAR","МЫЛО, ПОВЕРХНОСТНО-АКТИВНЫЕ ОРГАНИЧЕСКИЕ ВЕЩ-ВА, СМАЗ-Е МАТЕРИАЛЫ,СВЕЧИ И АНАЛОГ. ПЛАСТИЛИН,  ЗУБОВРАЧЕБНЫЕ СОСТАВЫ НА ОСНОВЕ ГИПС","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, LUBRICATING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES,  DENTAL PREPARATIONS WITH A BASIS OF PLASTER","СОВУН, ЮЗАКИ АКТИВ ОРГАНИК МОДДАЛАР,МОЙЛАШ МАТEРИАЛЛАРИ,ШАМЛАР ВА УНГА ЎХШАШ БУЮМЛАР; ПЛАСТИЛИНЛАР, ТИШ ДАВОЛАШ УЧУН ИШЛАТИЛАДИГАН ГИПС АСОСИДАГИ БОШҚА МАТEРИАЛЛАР",93.1,110.2,139.0,111.8,108.4,107.8,114.9
