year,dlngdp_pc,dlnind,dlnserv,dcdd,dhdd,dlncons_pred,cons_twh,source_macro,source_climate
2024,0.04588338704951633,0.06485097231961627,0.06485097231961627,-25.06666666666672,111.34999999999991,0.007267133214351197,73.95348173827571,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2025,0.057452493657975,0.07417939817425147,0.07417939817425147,0.0,0.0,0.008216323366745368,74.56361053369753,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2026,0.04569255065095157,0.06297479916138839,0.06297479916138839,0.0,0.0,0.014073590754460824,75.62040729317806,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2027,0.039802254046694685,0.05732506661926935,0.05732506661926935,0.0,0.0,0.01694961082119837,76.91306786661123,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2028,0.0388017328877337,0.05638033343610769,0.05638033343610769,0.0,0.0,0.01746105937759404,78.2678450124699,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2029,0.038815536812425666,0.05638033343610769,0.05638033343610769,0.0,0.0,0.01743397917435502,79.64432892408028,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2030,0.037828142526431074,0.055434706888100524,0.055434706888100524,0.0,0.0,0.017918303316391368,81.08428240234454,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
2031,0.037829103690685484,0.055434706888100524,0.055434706888100524,0.0,0.0,0.0179164177277681,82.55011429472052,"IMF WEO Oct 2025 (NGDP_RPCH, LP)","Open-Meteo / ERA5 (Tashkent, 5-yr avg 2019-2024)"
